Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-15, Run: 083, P, 160, 160, 0, 0, 0, 0, 5, 16116, 5, 0, 5, 0, 5
INVAR-15, Run: 084, P, 161, 160, 0, 0, 0, 0, 5, 16028, 5, 0, 4, 1, 5
INVAR-15, Run: 085, P, 160, 160, 0, 0, 0, 0, 5, 15968, 5, 0, 5, 0, 5
INVAR-15, Run: 086, P, 160, 160, 0, 0, 0, 0, 5, 16082, 5, 0, 5, 0, 5
INVAR-15, Run: 087, P, 160, 160, 0, 0, 0, 0, 5, 15890, 5, 0, 5, 0, 5
INVAR-15, Run: 088, P, 160, 160, 0, 0, 0, 0, 5, 15984, 5, 0, 5, 0, 5
INVAR-15, Run: 089, P, 160, 160, 0, 0, 0, 0, 5, 15802, 5, 0, 5, 0, 5
INVAR-15, Run: 090, P, 160, 160, 0, 0, 0, 0, 5, 16018, 5, 0, 5, 0, 5
INVAR-15, Run: 091, P, 160, 160, 0, 0, 0, 0, 5, 16085, 5, 0, 5, 0, 5
INVAR-15, Run: 092, P, 160, 160, 0, 0, 0, 0, 5, 16180, 5, 0, 5, 0, 5
INVAR-15, Run: 093, P, 160, 160, 0, 0, 0, 0, 5, 15722, 5, 0, 5, 0, 5
INVAR-15, Run: 094, P, 160, 160, 0, 0, 0, 0, 5, 15964, 5, 0, 5, 0, 5
INVAR-15, Run: 095, P, 160, 160, 0, 0, 0, 0, 5, 15682, 5, 0, 5, 0, 5
INVAR-15, Run: 096, P, 160, 160, 0, 0, 0, 0, 5, 15932, 5, 0, 5, 0, 5
INVAR-15, Run: 097, P, 160, 161, 0, 0, 0, 0, 5, 15942, 4, 1, 5, 0, 5
INVAR-15, Run: 098, P, 160, 161, 0, 0, 0, 0, 5, 15946, 4, 1, 5, 0, 5
INVAR-15, Run: 099, P, 160, 160, 0, 0, 0, 0, 5, 15953, 5, 0, 5, 0, 5
INVAR-15, Run: 100, P, 160, 160, 0, 0, 0, 0, 5, 15807, 5, 0, 5, 0, 5
INVAR-16, Run: 001, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 002, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 003, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 004, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 005, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 006, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 007, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 008, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 009, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 010, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 011, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 012, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 013, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 014, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 015, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 016, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 017, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 018, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 019, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 020, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 021, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 022, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 023, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 024, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 025, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 026, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 027, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 028, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 029, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 030, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 031, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 032, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 033, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 034, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 035, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 036, P, 0, 32, 0, 5, 5, 0, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 037, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 038, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 039, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 040, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 041, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 042, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 043, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 044, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 045, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 046, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 047, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 048, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 049, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 050, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 051, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 052, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 053, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 054, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 055, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 056, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 057, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 058, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 059, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 060, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 061, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 062, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 063, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 064, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 065, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 066, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 067, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 068, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 069, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 070, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 071, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 072, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 073, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 074, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 075, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 076, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 077, P, 0, 32, 0, 5, 5, 0, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 078, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 079, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 080, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 081, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 082, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 083, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 084, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 085, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 086, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 087, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 088, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 089, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 090, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 091, P, 0, 32, 0, 5, 5, 0, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 092, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 093, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 094, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 095, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 096, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 097, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 098, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 099, P, 0, 30, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 100, P, 0, 31, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 001, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 002, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 003, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 004, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 005, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 006, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 007, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 008, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 009, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 010, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 011, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 012, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 013, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 014, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 015, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 016, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 017, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 018, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 019, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 020, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 021, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 022, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 023, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 024, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 025, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 026, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 027, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 028, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 029, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 030, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 031, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 032, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 033, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 034, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 035, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 036, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 037, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 038, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 039, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 040, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 041, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 042, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 043, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 044, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 045, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 046, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 047, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 048, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 049, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 050, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 051, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 052, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 053, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 054, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 055, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 056, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 057, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 058, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 059, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 060, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 061, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 062, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 063, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 064, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 065, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 066, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 067, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 068, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 069, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 070, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 071, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 072, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 073, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 074, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 075, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 076, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 077, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 078, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 079, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 080, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 081, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 082, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 083, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 084, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 085, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 086, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 087, P, 0, 87, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 088, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 089, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 090, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 091, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 092, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 093, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 094, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 095, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 096, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 097, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 098, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 099, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 100, P, 0, 86, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 001, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 002, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 003, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 004, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 005, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 006, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 007, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 008, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 009, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 010, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 011, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 012, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 013, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 014, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 015, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 016, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 017, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 018, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 019, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 020, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 021, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 022, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 023, P, 0, 129, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 024, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 025, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 026, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 027, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 028, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 029, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 030, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 031, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 032, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 033, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 034, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 035, P, 0, 129, 0, 5, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 036, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 037, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 038, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 039, P, 0, 128, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 0
