Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E
1, Run: 098, P, 42, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8
1, Run: 099, P, 36, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8
1, Run: 100, P, 42, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 8
10, Run: 001, P, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100
10, Run: 002, P, 0, 0, 0, 0, 0, 0, 510, 0, 0, 1, 0, 100
10, Run: 003, P, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99
10, Run: 004, P, 1, 0, 0, 0, 0, 0, 518, 0, 2, 1, 2, 99
10, Run: 005, P, 1, 0, 0, 0, 0, 0, 514, 0, 0, 1, 0, 100
10, Run: 006, P, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100
10, Run: 007, P, 0, 0, 0, 2, 0, 0, 496, 0, 0, 1, 0, 100
10, Run: 008, P, 1, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100
10, Run: 009, P, 0, 0, 0, 2, 0, 0, 512, 0, 0, 1, 0, 100
10, Run: 010, P, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100
10, Run: 011, P, 1, 0, 0, 1, 0, 0, 491, 0, 0, 1, 0, 100
10, Run: 012, P, 1, 0, 0, 0, 0, 0, 486, 0, 2, 1, 2, 99
10, Run: 013, P, 1, 0, 0, 1, 0, 0, 497, 0, 0, 1, 0, 100
10, Run: 014, P, 0, 0, 0, 2, 0, 0, 498, 0, 0, 1, 0, 100
10, Run: 015, P, 1, 0, 0, 1, 0, 0, 503, 0, 0, 1, 0, 100
10, Run: 016, P, 0, 0, 0, 0, 0, 0, 524, 0, 0, 1, 0, 100
10, Run: 017, P, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
10, Run: 018, P, 1, 0, 0, 0, 0, 0, 484, 0, 2, 1, 2, 99
10, Run: 019, P, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99
10, Run: 020, P, 1, 0, 0, 0, 0, 0, 506, 0, 2, 1, 2, 99
10, Run: 021, P, 1, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99
10, Run: 022, P, 1, 0, 0, 1, 0, 0, 487, 0, 2, 1, 2, 99
10, Run: 023, P, 1, 0, 0, 0, 0, 0, 510, 0, 0, 1, 0, 100
10, Run: 024, P, 1, 0, 0, 1, 0, 0, 505, 0, 2, 1, 2, 99
10, Run: 025, P, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 026, P, 1, 0, 0, 2, 0, 0, 500, 0, 0, 1, 0, 100
10, Run: 027, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100
10, Run: 028, P, 0, 0, 0, 2, 0, 0, 502, 0, 0, 1, 0, 100
10, Run: 029, P, 1, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 100
10, Run: 030, P, 1, 0, 0, 1, 0, 0, 507, 0, 0, 1, 0, 100
10, Run: 031, P, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 032, P, 1, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100
10, Run: 033, P, 1, 0, 0, 2, 0, 0, 516, 0, 0, 1, 0, 100
10, Run: 034, P, 0, 0, 0, 3, 0, 0, 497, 0, 0, 1, 0, 100
10, Run: 035, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 100
10, Run: 036, P, 1, 0, 0, 1, 0, 0, 477, 0, 0, 1, 0, 100
10, Run: 037, P, 0, 0, 0, 0, 0, 0, 490, 0, 0, 1, 0, 100
10, Run: 038, P, 1, 0, 0, 0, 0, 0, 468, 0, 0, 1, 0, 100
10, Run: 039, P, 1, 0, 0, 0, 0, 0, 508, 0, 2, 1, 2, 99
10, Run: 040, P, 0, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 100
10, Run: 041, P, 0, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 042, P, 1, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100
10, Run: 043, P, 0, 0, 0, 0, 0, 0, 484, 0, 0, 1, 0, 100
10, Run: 044, P, 1, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 100
10, Run: 045, P, 1, 0, 0, 0, 0, 0, 516, 0, 0, 1, 0, 100
10, Run: 046, P, 1, 0, 0, 0, 0, 0, 510, 0, 0, 1, 0, 100
10, Run: 047, P, 1, 0, 0, 1, 0, 0, 499, 0, 0, 1, 0, 100
10, Run: 048, P, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
10, Run: 049, P, 1, 0, 0, 0, 0, 0, 516, 0, 2, 1, 2, 99
10, Run: 050, P, 1, 0, 0, 1, 0, 0, 491, 0, 0, 1, 0, 100
10, Run: 051, P, 1, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99
10, Run: 052, P, 1, 0, 0, 1, 0, 0, 493, 0, 2, 1, 2, 99
10, Run: 053, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100
10, Run: 054, P, 1, 0, 0, 0, 0, 0, 490, 0, 0, 1, 0, 100
10, Run: 055, P, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 056, P, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100
10, Run: 057, P, 1, 0, 0, 2, 0, 0, 512, 0, 2, 1, 2, 99
10, Run: 058, P, 0, 0, 0, 3, 0, 0, 503, 0, 0, 1, 0, 100
10, Run: 059, P, 1, 0, 0, 0, 0, 0, 494, 0, 2, 1, 2, 99
10, Run: 060, P, 1, 0, 0, 2, 0, 0, 480, 0, 0, 1, 0, 100
10, Run: 061, P, 1, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 100
10, Run: 062, P, 0, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 100
10, Run: 063, P, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100
10, Run: 064, P, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 065, P, 1, 0, 0, 1, 0, 0, 511, 0, 2, 1, 2, 99
10, Run: 066, P, 1, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 100
10, Run: 067, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100
10, Run: 068, P, 1, 0, 0, 0, 0, 0, 484, 0, 0, 1, 0, 100
10, Run: 069, P, 1, 0, 0, 2, 0, 0, 504, 0, 0, 1, 0, 100
10, Run: 070, P, 1, 0, 0, 1, 0, 0, 495, 0, 0, 1, 0, 100
10, Run: 071, P, 1, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 99
10, Run: 072, P, 1, 0, 0, 0, 0, 0, 486, 0, 2, 1, 2, 99
10, Run: 073, P, 0, 0, 0, 0, 0, 0, 508, 0, 2, 1, 2, 99
10, Run: 074, P, 1, 0, 0, 1, 0, 0, 505, 0, 0, 1, 0, 100
10, Run: 075, P, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 99
10, Run: 076, P, 1, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 100
10, Run: 077, P, 1, 0, 0, 0, 0, 0, 488, 0, 0, 1, 0, 100
10, Run: 078, P, 1, 0, 0, 0, 0, 0, 506, 0, 2, 1, 2, 99
10, Run: 079, P, 0, 0, 0, 2, 0, 0, 486, 0, 0, 1, 0, 100
10, Run: 080, P, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
10, Run: 081, P, 0, 0, 0, 3, 0, 0, 487, 0, 0, 1, 0, 100
10, Run: 082, P, 1, 0, 0, 1, 0, 0, 483, 0, 0, 1, 0, 100
10, Run: 083, P, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 99
10, Run: 084, P, 1, 0, 0, 0, 0, 0, 512, 0, 0, 1, 0, 100
10, Run: 085, P, 1, 0, 0, 1, 0, 0, 501, 0, 2, 1, 2, 99
10, Run: 086, P, 1, 0, 0, 0, 0, 0, 486, 0, 0, 1, 0, 100
10, Run: 087, P, 1, 0, 0, 2, 0, 0, 498, 0, 0, 1, 0, 100
10, Run: 088, P, 0, 0, 0, 0, 0, 0, 520, 0, 0, 1, 0, 100
10, Run: 089, P, 1, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 100
10, Run: 090, P, 1, 0, 0, 0, 0, 0, 512, 0, 0, 1, 0, 100
10, Run: 091, P, 0, 0, 0, 0, 0, 0, 510, 0, 0, 1, 0, 100
10, Run: 092, P, 1, 0, 0, 1, 0, 0, 499, 0, 0, 1, 0, 100
10, Run: 093, P, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
10, Run: 094, P, 1, 0, 0, 1, 0, 0, 497, 0, 0, 1, 0, 100
10, Run: 095, P, 1, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 100
10, Run: 096, P, 0, 0, 0, 2, 0, 0, 506, 0, 0, 1, 0, 100
10, Run: 097, P, 1, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 100
10, Run: 098, P, 1, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 100
10, Run: 099, P, 1, 0, 0, 0, 0, 0, 516, 0, 0, 1, 0, 100
10, Run: 100, P, 1, 0, 0, 0, 0, 0, 484, 0, 2, 1, 2, 99
2, Run: 001, P, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 28
2, Run: 002, P, 0, 0, 0, 2, 0, 0, 60, 0, 0, 1, 0, 28
2, Run: 003, P, 0, 0, 0, 2, 0, 0, 54, 0, 0, 1, 0, 28
2, Run: 004, P, 1, 0, 0, 0, 0, 0, 70, 0, 2, 1, 2, 27
2, Run: 005, P, 0, 0, 0, 2, 0, 0, 58, 0, 2, 1, 2, 27
2, Run: 006, P, 1, 0, 0, 1, 0, 0, 81, 0, 2, 1, 2, 27
2, Run: 007, P, 0, 0, 0, 2, 0, 0, 58, 0, 0, 1, 0, 28
2, Run: 008, P, 0, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28
2, Run: 009, P, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28
2, Run: 010, P, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
2, Run: 011, P, 1, 0, 0, 1, 0, 0, 59, 0, 0, 1, 0, 28
2, Run: 012, P, 1, 0, 0, 1, 0, 0, 73, 0, 0, 1, 0, 28
2, Run: 013, P, 1, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 27
2, Run: 014, P, 1, 0, 0, 0, 0, 0, 88, 0, 0, 1, 0, 28
2, Run: 015, P, 1, 0, 0, 0, 0, 0, 66, 0, 2, 1, 2, 27
2, Run: 016, P, 1, 0, 0, 2, 0, 0, 80, 0, 0, 1, 0, 28
2, Run: 017, P, 0, 0, 0, 0, 0, 0, 76, 0, 2, 1, 2, 27
2, Run: 018, P, 1, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 28
2, Run: 019, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 1, 0, 28
2, Run: 020, P, 0, 0, 0, 2, 0, 0, 62, 0, 0, 1, 0, 28
2, Run: 021, P, 1, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 28
2, Run: 022, P, 1, 0, 0, 0, 0, 0, 86, 0, 0, 1, 0, 28
2, Run: 023, P, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
2, Run: 024, P, 1, 0, 0, 0, 0, 0, 60, 0, 4, 1, 4, 26
2, Run: 025, P, 0, 0, 0, 0, 0, 0, 82, 0, 2, 1, 2, 27
2, Run: 026, P, 1, 0, 0, 2, 0, 0, 54, 0, 2, 1, 2, 27
2, Run: 027, P, 1, 0, 0, 0, 0, 0, 84, 0, 2, 1, 2, 27
2, Run: 028, P, 1, 0, 0, 1, 0, 0, 49, 0, 2, 1, 2, 27
2, Run: 029, P, 1, 0, 0, 1, 0, 0, 67, 0, 0, 1, 0, 28
2, Run: 030, P, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 28
2, Run: 031, P, 1, 0, 0, 0, 0, 0, 62, 0, 0, 1, 0, 28
2, Run: 032, P, 0, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28
2, Run: 033, P, 1, 0, 0, 0, 0, 0, 76, 0, 2, 1, 2, 27
2, Run: 034, P, 0, 0, 0, 0, 0, 0, 82, 0, 2, 1, 2, 27
2, Run: 035, P, 1, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 28
2, Run: 036, P, 0, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28
2, Run: 037, P, 1, 0, 0, 0, 0, 0, 84, 0, 2, 1, 2, 27
2, Run: 038, P, 0, 0, 0, 2, 0, 0, 70, 0, 2, 1, 2, 27
2, Run: 039, P, 1, 0, 0, 1, 0, 0, 69, 0, 0, 1, 0, 28
2, Run: 040, P, 1, 0, 0, 1, 0, 0, 77, 0, 2, 1, 2, 27
2, Run: 041, P, 0, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
2, Run: 042, P, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28
2, Run: 043, P, 0, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28
2, Run: 044, P, 1, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28
2, Run: 045, P, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
2, Run: 046, P, 0, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28
2, Run: 047, P, 1, 0, 0, 0, 0, 0, 60, 0, 2, 1, 2, 27
2, Run: 048, P, 0, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
2, Run: 049, P, 1, 0, 0, 1, 0, 0, 79, 0, 0, 1, 0, 28
2, Run: 050, P, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28
2, Run: 051, P, 0, 0, 0, 2, 0, 0, 62, 0, 0, 1, 0, 28
2, Run: 052, P, 0, 0, 0, 0, 0, 0, 70, 0, 0, 1, 0, 28
2, Run: 053, P, 1, 0, 0, 0, 0, 0, 60, 0, 2, 1, 2, 27
2, Run: 054, P, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
2, Run: 055, P, 0, 0, 0, 3, 0, 0, 85, 0, 0, 1, 0, 28
2, Run: 056, P, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28
2, Run: 057, P, 0, 0, 0, 4, 0, 0, 46, 0, 0, 1, 0, 28
2, Run: 058, P, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
2, Run: 059, P, 1, 0, 0, 0, 0, 0, 68, 0, 2, 1, 2, 27
2, Run: 060, P, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
2, Run: 061, P, 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 28
2, Run: 062, P, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 28
2, Run: 063, P, 1, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 28
2, Run: 064, P, 0, 0, 0, 2, 0, 0, 82, 0, 2, 1, 2, 27
2, Run: 065, P, 0, 0, 0, 0, 0, 0, 66, 0, 2, 1, 2, 27
2, Run: 066, P, 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 28
2, Run: 067, P, 1, 0, 0, 2, 0, 0, 48, 0, 0, 1, 0, 28
2, Run: 068, P, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
2, Run: 069, P, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
2, Run: 070, P, 0, 0, 0, 0, 0, 0, 82, 0, 0, 1, 0, 28
2, Run: 071, P, 1, 0, 0, 0, 0, 0, 64, 0, 2, 1, 2, 27
2, Run: 072, P, 0, 0, 0, 0, 0, 0, 86, 0, 2, 1, 2, 27
2, Run: 073, P, 0, 0, 0, 0, 0, 0, 80, 0, 2, 1, 2, 27
2, Run: 074, P, 1, 0, 0, 1, 0, 0, 55, 0, 0, 1, 0, 28
2, Run: 075, P, 1, 0, 0, 0, 0, 0, 84, 0, 0, 1, 0, 28
2, Run: 076, P, 1, 0, 0, 0, 0, 0, 64, 0, 2, 1, 2, 27
2, Run: 077, P, 1, 0, 0, 0, 0, 0, 78, 0, 2, 1, 2, 27
2, Run: 078, P, 1, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28
2, Run: 079, P, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 28
2, Run: 080, P, 0, 0, 0, 0, 0, 0, 86, 0, 0, 1, 0, 28
2, Run: 081, P, 0, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28
2, Run: 082, P, 1, 0, 0, 1, 0, 0, 67, 0, 0, 1, 0, 28
2, Run: 083, P, 1, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28
2, Run: 084, P, 1, 0, 0, 0, 0, 0, 88, 0, 0, 1, 0, 28
2, Run: 085, P, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28
2, Run: 086, P, 1, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2, 27
2, Run: 087, P, 1, 0, 0, 0, 0, 0, 76, 0, 2, 1, 2, 27
2, Run: 088, P, 0, 0, 0, 2, 0, 0, 62, 0, 2, 1, 2, 27
2, Run: 089, P, 0, 0, 0, 2, 0, 0, 60, 0, 0, 1, 0, 28
2, Run: 090, P, 0, 0, 0, 2, 0, 0, 74, 0, 2, 1, 2, 27
2, Run: 091, P, 0, 0, 0, 4, 0, 0, 66, 0, 0, 1, 0, 28
2, Run: 092, P, 1, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
2, Run: 093, P, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
2, Run: 094, P, 0, 0, 0, 0, 0, 0, 72, 0, 2, 1, 2, 27
2, Run: 095, P, 0, 0, 0, 2, 0, 0, 56, 0, 0, 1, 0, 28
2, Run: 096, P, 1, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
2, Run: 097, P, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
2, Run: 098, P, 1, 0, 0, 1, 0, 0, 65, 0, 0, 1, 0, 28
2, Run: 099, P, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 28
2, Run: 100, P, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 28
3, Run: 001, P, 1, 0, 0, 1, 0, 0, 377, 0, 0, 1, 0, 82
3, Run: 002, P, 1, 0, 0, 0, 0, 0, 390, 0, 0, 1, 0, 82
