Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP
INVAR-40, Run: 041, F, 0, 200, 13101, 129, 0
INVAR-40, Run: 042, F, 0, 200, 13138, 129, 0
INVAR-40, Run: 043, F, 0, 200, 13026, 129, 0
INVAR-40, Run: 044, F, 0, 200, 13122, 129, 0
INVAR-40, Run: 045, F, 0, 200, 13065, 129, 0
INVAR-40, Run: 046, F, 0, 200, 13089, 129, 0
INVAR-40, Run: 047, F, 0, 200, 12927, 129, 0
INVAR-40, Run: 048, F, 0, 200, 13010, 129, 0
INVAR-40, Run: 049, F, 0, 200, 13235, 129, 0
INVAR-40, Run: 050, F, 0, 200, 12953, 129, 0
INVAR-40, Run: 051, F, 0, 200, 12943, 129, 0
INVAR-40, Run: 052, F, 0, 200, 12990, 129, 0
INVAR-40, Run: 053, F, 0, 200, 13049, 129, 0
INVAR-40, Run: 054, F, 0, 200, 13133, 129, 0
INVAR-40, Run: 055, F, 0, 200, 13293, 129, 0
INVAR-40, Run: 056, F, 0, 200, 13093, 129, 0
INVAR-40, Run: 057, F, 0, 200, 13256, 129, 0
INVAR-40, Run: 058, F, 0, 200, 12995, 129, 0
INVAR-40, Run: 059, F, 0, 200, 12951, 129, 0
INVAR-40, Run: 060, F, 0, 200, 13043, 129, 0
INVAR-40, Run: 061, F, 0, 200, 13059, 129, 0
INVAR-40, Run: 062, F, 0, 200, 13127, 129, 0
INVAR-40, Run: 063, F, 0, 200, 13187, 129, 0
INVAR-40, Run: 064, F, 0, 200, 13304, 129, 0
INVAR-40, Run: 065, F, 0, 200, 13319, 129, 0
INVAR-40, Run: 066, F, 0, 200, 13181, 129, 0
INVAR-40, Run: 067, F, 0, 200, 13015, 129, 0
INVAR-40, Run: 068, F, 0, 200, 13141, 129, 0
INVAR-40, Run: 069, F, 0, 200, 12952, 129, 0
INVAR-40, Run: 070, F, 0, 200, 12916, 129, 0
INVAR-40, Run: 071, F, 0, 200, 13202, 129, 0
INVAR-40, Run: 072, F, 0, 200, 13305, 129, 0
INVAR-40, Run: 073, F, 0, 200, 13068, 129, 0
INVAR-40, Run: 074, F, 0, 200, 13234, 129, 0
INVAR-40, Run: 075, F, 0, 200, 13133, 129, 0
INVAR-40, Run: 076, F, 0, 200, 13169, 129, 0
INVAR-40, Run: 077, F, 0, 200, 13116, 129, 0
INVAR-40, Run: 078, F, 0, 200, 13235, 129, 0
INVAR-40, Run: 079, F, 0, 200, 12989, 129, 0
INVAR-40, Run: 080, F, 0, 200, 13063, 129, 0
INVAR-40, Run: 081, F, 0, 200, 13077, 129, 0
INVAR-40, Run: 082, F, 0, 200, 13089, 129, 0
INVAR-40, Run: 083, F, 0, 200, 12972, 129, 0
INVAR-40, Run: 084, F, 0, 200, 13172, 129, 0
INVAR-40, Run: 085, F, 0, 200, 13098, 129, 0
INVAR-40, Run: 086, F, 0, 200, 13199, 129, 0
INVAR-40, Run: 087, F, 0, 200, 13117, 129, 0
INVAR-40, Run: 088, F, 0, 200, 13092, 129, 0
INVAR-40, Run: 089, F, 0, 200, 13053, 129, 0
INVAR-40, Run: 090, F, 0, 200, 13081, 129, 0
INVAR-40, Run: 091, F, 0, 200, 13077, 129, 0
INVAR-40, Run: 092, F, 0, 200, 13183, 129, 0
INVAR-40, Run: 093, F, 0, 200, 13138, 129, 0
INVAR-40, Run: 094, F, 0, 200, 13055, 129, 0
INVAR-40, Run: 095, F, 0, 200, 13032, 129, 0
INVAR-40, Run: 096, F, 0, 200, 13003, 129, 0
INVAR-40, Run: 097, F, 0, 200, 13131, 129, 0
INVAR-40, Run: 098, F, 0, 200, 13136, 129, 0
INVAR-40, Run: 099, F, 0, 200, 13092, 129, 0
INVAR-40, Run: 100, F, 0, 200, 13132, 129, 0
INVAR-41, Run: 001, P, 0, 50, 50, 0, 0
INVAR-41, Run: 002, P, 0, 50, 50, 0, 0
INVAR-41, Run: 003, P, 0, 50, 50, 0, 0
INVAR-41, Run: 004, P, 0, 50, 50, 0, 0
INVAR-41, Run: 005, P, 0, 50, 50, 0, 0
INVAR-41, Run: 006, P, 0, 50, 50, 0, 0
INVAR-41, Run: 007, P, 0, 50, 50, 0, 0
INVAR-41, Run: 008, P, 0, 50, 50, 0, 0
INVAR-41, Run: 009, P, 0, 50, 50, 0, 0
INVAR-41, Run: 010, P, 0, 50, 50, 0, 0
INVAR-41, Run: 011, P, 0, 50, 50, 0, 0
INVAR-41, Run: 012, P, 0, 50, 50, 0, 0
INVAR-41, Run: 013, P, 0, 50, 50, 0, 0
INVAR-41, Run: 014, P, 0, 50, 50, 0, 0
INVAR-41, Run: 015, P, 0, 50, 50, 0, 0
INVAR-41, Run: 016, P, 0, 50, 50, 0, 0
INVAR-41, Run: 017, P, 0, 50, 50, 0, 0
INVAR-41, Run: 018, P, 0, 50, 50, 0, 0
INVAR-41, Run: 019, P, 0, 50, 50, 0, 0
INVAR-41, Run: 020, P, 0, 50, 50, 0, 0
INVAR-41, Run: 021, P, 0, 50, 50, 0, 0
INVAR-41, Run: 022, P, 0, 50, 50, 0, 0
INVAR-41, Run: 023, P, 0, 50, 50, 0, 0
INVAR-41, Run: 024, P, 0, 50, 50, 0, 0
INVAR-41, Run: 025, P, 0, 50, 50, 0, 0
INVAR-41, Run: 026, P, 0, 50, 50, 0, 0
INVAR-41, Run: 027, P, 0, 50, 50, 0, 0
INVAR-41, Run: 028, P, 0, 50, 50, 0, 0
INVAR-41, Run: 029, P, 0, 50, 50, 0, 0
INVAR-41, Run: 030, P, 0, 50, 50, 0, 0
INVAR-41, Run: 031, P, 0, 50, 50, 0, 0
INVAR-41, Run: 032, P, 0, 50, 50, 0, 0
INVAR-41, Run: 033, P, 0, 50, 50, 0, 0
INVAR-41, Run: 034, P, 0, 50, 50, 0, 0
INVAR-41, Run: 035, P, 0, 50, 50, 0, 0
INVAR-41, Run: 036, P, 0, 50, 50, 0, 0
INVAR-41, Run: 037, P, 0, 50, 50, 0, 0
INVAR-41, Run: 038, P, 0, 50, 50, 0, 0
INVAR-41, Run: 039, P, 0, 50, 50, 0, 0
INVAR-41, Run: 040, P, 0, 50, 50, 0, 0
INVAR-41, Run: 041, P, 0, 50, 50, 0, 0
INVAR-41, Run: 042, P, 0, 50, 50, 0, 0
INVAR-41, Run: 043, P, 0, 50, 50, 0, 0
INVAR-41, Run: 044, P, 0, 50, 50, 0, 0
INVAR-41, Run: 045, P, 0, 50, 50, 0, 0
INVAR-41, Run: 046, P, 0, 50, 50, 0, 0
INVAR-41, Run: 047, P, 0, 50, 50, 0, 0
INVAR-41, Run: 048, P, 0, 50, 50, 0, 0
INVAR-41, Run: 049, P, 0, 50, 50, 0, 0
INVAR-41, Run: 050, P, 0, 50, 50, 0, 0
INVAR-41, Run: 051, P, 0, 50, 50, 0, 0
INVAR-41, Run: 052, P, 0, 50, 50, 0, 0
INVAR-41, Run: 053, P, 0, 50, 50, 0, 0
INVAR-41, Run: 054, P, 0, 50, 50, 0, 0
INVAR-41, Run: 055, P, 0, 50, 50, 0, 0
INVAR-41, Run: 056, P, 0, 50, 50, 0, 0
INVAR-41, Run: 057, P, 0, 50, 50, 0, 0
INVAR-41, Run: 058, P, 0, 50, 50, 0, 0
INVAR-41, Run: 059, P, 0, 50, 50, 0, 0
INVAR-41, Run: 060, P, 0, 50, 50, 0, 0
INVAR-41, Run: 061, P, 0, 50, 50, 0, 0
INVAR-41, Run: 062, P, 0, 50, 50, 0, 0
INVAR-41, Run: 063, P, 0, 50, 50, 0, 0
INVAR-41, Run: 064, P, 0, 50, 50, 0, 0
INVAR-41, Run: 065, P, 0, 50, 50, 0, 0
INVAR-41, Run: 066, P, 0, 50, 50, 0, 0
INVAR-41, Run: 067, P, 0, 50, 50, 0, 0
INVAR-41, Run: 068, P, 0, 50, 50, 0, 0
INVAR-41, Run: 069, P, 0, 50, 50, 0, 0
INVAR-41, Run: 070, P, 0, 50, 50, 0, 0
INVAR-41, Run: 071, P, 0, 50, 50, 0, 0
INVAR-41, Run: 072, P, 0, 50, 50, 0, 0
INVAR-41, Run: 073, P, 0, 50, 50, 0, 0
INVAR-41, Run: 074, P, 0, 50, 50, 0, 0
INVAR-41, Run: 075, P, 0, 50, 50, 0, 0
INVAR-41, Run: 076, P, 0, 50, 50, 0, 0
INVAR-41, Run: 077, P, 0, 50, 50, 0, 0
INVAR-41, Run: 078, P, 0, 50, 50, 0, 0
INVAR-41, Run: 079, P, 0, 50, 50, 0, 0
INVAR-41, Run: 080, P, 0, 50, 50, 0, 0
INVAR-41, Run: 081, P, 0, 50, 50, 0, 0
INVAR-41, Run: 082, P, 0, 50, 50, 0, 0
INVAR-41, Run: 083, P, 0, 50, 50, 0, 0
INVAR-41, Run: 084, P, 0, 50, 50, 0, 0
INVAR-41, Run: 085, P, 0, 50, 50, 0, 0
INVAR-41, Run: 086, P, 0, 50, 50, 0, 0
INVAR-41, Run: 087, P, 0, 50, 50, 0, 0
INVAR-41, Run: 088, P, 0, 50, 50, 0, 0
INVAR-41, Run: 089, P, 0, 50, 50, 0, 0
INVAR-41, Run: 090, P, 0, 50, 50, 0, 0
INVAR-41, Run: 091, P, 0, 50, 50, 0, 0
INVAR-41, Run: 092, P, 0, 50, 50, 0, 0
INVAR-41, Run: 093, P, 0, 50, 50, 0, 0
INVAR-41, Run: 094, P, 0, 50, 50, 0, 0
INVAR-41, Run: 095, P, 0, 50, 50, 0, 0
INVAR-41, Run: 096, P, 0, 50, 50, 0, 0
INVAR-41, Run: 097, P, 0, 50, 50, 0, 0
INVAR-41, Run: 098, P, 0, 50, 50, 0, 0
INVAR-41, Run: 099, P, 0, 50, 50, 0, 0
INVAR-41, Run: 100, P, 0, 50, 50, 0, 0
INVAR-42, Run: 001, P, 0, 100, 100, 0, 0
INVAR-42, Run: 002, P, 0, 100, 100, 0, 0
INVAR-42, Run: 003, P, 0, 100, 100, 0, 0
INVAR-42, Run: 004, P, 0, 100, 100, 0, 0
INVAR-42, Run: 005, P, 0, 100, 100, 0, 0
INVAR-42, Run: 006, P, 0, 100, 100, 0, 0
INVAR-42, Run: 007, P, 0, 100, 100, 0, 0
INVAR-42, Run: 008, P, 0, 100, 100, 0, 0
INVAR-42, Run: 009, P, 0, 100, 100, 0, 0
INVAR-42, Run: 010, P, 0, 100, 100, 0, 0
INVAR-42, Run: 011, P, 0, 100, 100, 0, 0
INVAR-42, Run: 012, P, 0, 100, 100, 0, 0
INVAR-42, Run: 013, P, 0, 100, 100, 0, 0
INVAR-42, Run: 014, P, 0, 100, 100, 0, 0
INVAR-42, Run: 015, P, 0, 100, 100, 0, 0
INVAR-42, Run: 016, P, 0, 100, 100, 0, 0
INVAR-42, Run: 017, P, 0, 100, 100, 0, 0
INVAR-42, Run: 018, P, 0, 100, 100, 0, 0
INVAR-42, Run: 019, P, 0, 100, 100, 0, 0
INVAR-42, Run: 020, P, 0, 100, 100, 0, 0
INVAR-42, Run: 021, P, 0, 100, 100, 0, 0
INVAR-42, Run: 022, P, 0, 100, 100, 0, 0
INVAR-42, Run: 023, P, 0, 100, 100, 0, 0
INVAR-42, Run: 024, P, 0, 100, 100, 0, 0
INVAR-42, Run: 025, P, 0, 100, 100, 0, 0
INVAR-42, Run: 026, P, 0, 100, 100, 0, 0
INVAR-42, Run: 027, P, 0, 100, 100, 0, 0
INVAR-42, Run: 028, P, 0, 100, 100, 0, 0
INVAR-42, Run: 029, P, 0, 100, 100, 0, 0
INVAR-42, Run: 030, P, 0, 100, 100, 0, 0
INVAR-42, Run: 031, P, 0, 100, 100, 0, 0
INVAR-42, Run: 032, P, 0, 100, 100, 0, 0
INVAR-42, Run: 033, P, 0, 100, 100, 0, 0
INVAR-42, Run: 034, P, 0, 100, 100, 0, 0
INVAR-42, Run: 035, P, 0, 100, 100, 0, 0
INVAR-42, Run: 036, P, 0, 100, 100, 0, 0
INVAR-42, Run: 037, P, 0, 100, 100, 0, 0
INVAR-42, Run: 038, P, 0, 100, 100, 0, 0
INVAR-42, Run: 039, P, 0, 100, 100, 0, 0
INVAR-42, Run: 040, P, 0, 100, 100, 0, 0
INVAR-42, Run: 041, P, 0, 100, 100, 0, 0
INVAR-42, Run: 042, P, 0, 100, 100, 0, 0
INVAR-42, Run: 043, P, 0, 100, 100, 0, 0
INVAR-42, Run: 044, P, 0, 100, 100, 0, 0
INVAR-42, Run: 045, P, 0, 100, 100, 0, 0
INVAR-42, Run: 046, P, 0, 100, 100, 0, 0
INVAR-42, Run: 047, P, 0, 100, 100, 0, 0
INVAR-42, Run: 048, P, 0, 100, 100, 0, 0
INVAR-42, Run: 049, P, 0, 100, 100, 0, 0
INVAR-42, Run: 050, P, 0, 100, 100, 0, 0
INVAR-42, Run: 051, P, 0, 100, 100, 0, 0
INVAR-42, Run: 052, P, 0, 100, 100, 0, 0
INVAR-42, Run: 053, P, 0, 100, 100, 0, 0
INVAR-42, Run: 054, P, 0, 100, 100, 0, 0
INVAR-42, Run: 055, P, 0, 100, 100, 0, 0
INVAR-42, Run: 056, P, 0, 100, 100, 0, 0
INVAR-42, Run: 057, P, 0, 100, 100, 0, 0
INVAR-42, Run: 058, P, 0, 100, 100, 0, 0
INVAR-42, Run: 059, P, 0, 100, 100, 0, 0
INVAR-42, Run: 060, P, 0, 100, 100, 0, 0
INVAR-42, Run: 061, P, 0, 100, 100, 0, 0
INVAR-42, Run: 062, P, 0, 100, 100, 0, 0
INVAR-42, Run: 063, P, 0, 100, 100, 0, 0
INVAR-42, Run: 064, P, 0, 100, 100, 0, 0
INVAR-42, Run: 065, P, 0, 100, 100, 0, 0
INVAR-42, Run: 066, P, 0, 100, 100, 0, 0
INVAR-42, Run: 067, P, 0, 100, 100, 0, 0
INVAR-42, Run: 068, P, 0, 100, 100, 0, 0
INVAR-42, Run: 069, P, 0, 100, 100, 0, 0
INVAR-42, Run: 070, P, 0, 100, 100, 0, 0
INVAR-42, Run: 071, P, 0, 100, 100, 0, 0
INVAR-42, Run: 072, P, 0, 100, 100, 0, 0
INVAR-42, Run: 073, P, 0, 100, 100, 0, 0
INVAR-42, Run: 074, P, 0, 100, 100, 0, 0
INVAR-42, Run: 075, P, 0, 100, 100, 0, 0
INVAR-42, Run: 076, P, 0, 100, 100, 0, 0
INVAR-42, Run: 077, P, 0, 100, 100, 0, 0
INVAR-42, Run: 078, P, 0, 100, 100, 0, 0
INVAR-42, Run: 079, P, 0, 100, 100, 0, 0
INVAR-42, Run: 080, P, 0, 100, 100, 0, 0
INVAR-42, Run: 081, P, 0, 100, 100, 0, 0
INVAR-42, Run: 082, P, 0, 100, 100, 0, 0
INVAR-42, Run: 083, P, 0, 100, 100, 0, 0
INVAR-42, Run: 084, P, 0, 100, 100, 0, 0
INVAR-42, Run: 085, P, 0, 100, 100, 0, 0
INVAR-42, Run: 086, P, 0, 100, 100, 0, 0
INVAR-42, Run: 087, P, 0, 100, 100, 0, 0
INVAR-42, Run: 088, P, 0, 100, 100, 0, 0
INVAR-42, Run: 089, P, 0, 100, 100, 0, 0
INVAR-42, Run: 090, P, 0, 100, 100, 0, 0
INVAR-42, Run: 091, P, 0, 100, 100, 0, 0
INVAR-42, Run: 092, P, 0, 100, 100, 0, 0
INVAR-42, Run: 093, P, 0, 100, 100, 0, 0
INVAR-42, Run: 094, P, 0, 100, 100, 0, 0
INVAR-42, Run: 095, P, 0, 100, 100, 0, 0
INVAR-42, Run: 096, P, 0, 100, 100, 0, 0
INVAR-42, Run: 097, P, 0, 100, 100, 0, 0
INVAR-42, Run: 098, P, 0, 100, 100, 0, 0
INVAR-42, Run: 099, P, 0, 100, 100, 0, 0
INVAR-42, Run: 100, P, 0, 100, 100, 0, 0
INVAR-43, Run: 001, P, 0, 200, 200, 0, 0
INVAR-43, Run: 002, P, 0, 200, 200, 0, 0
INVAR-43, Run: 003, P, 0, 200, 200, 0, 0
INVAR-43, Run: 004, P, 0, 200, 200, 0, 0
INVAR-43, Run: 005, P, 0, 200, 200, 0, 0
INVAR-43, Run: 006, P, 0, 200, 200, 0, 0
INVAR-43, Run: 007, P, 0, 200, 200, 0, 0
INVAR-43, Run: 008, P, 0, 200, 200, 0, 0
INVAR-43, Run: 009, P, 0, 200, 200, 0, 0
INVAR-43, Run: 010, P, 0, 200, 200, 0, 0
INVAR-43, Run: 011, P, 0, 200, 200, 0, 0
INVAR-43, Run: 012, P, 0, 200, 200, 0, 0
INVAR-43, Run: 013, P, 0, 200, 200, 0, 0
INVAR-43, Run: 014, P, 0, 200, 200, 0, 0
INVAR-43, Run: 015, P, 0, 200, 200, 0, 0
INVAR-43, Run: 016, P, 0, 200, 200, 0, 0
INVAR-43, Run: 017, P, 0, 200, 200, 0, 0
INVAR-43, Run: 018, P, 0, 200, 200, 0, 0
INVAR-43, Run: 019, P, 0, 200, 200, 0, 0
INVAR-43, Run: 020, P, 0, 200, 200, 0, 0
INVAR-43, Run: 021, P, 0, 200, 200, 0, 0
INVAR-43, Run: 022, P, 0, 200, 200, 0, 0
INVAR-43, Run: 023, P, 0, 200, 200, 0, 0
INVAR-43, Run: 024, P, 0, 200, 200, 0, 0
INVAR-43, Run: 025, P, 0, 200, 200, 0, 0
INVAR-43, Run: 026, P, 0, 200, 200, 0, 0
INVAR-43, Run: 027, P, 0, 200, 200, 0, 0
INVAR-43, Run: 028, P, 0, 200, 200, 0, 0
INVAR-43, Run: 029, P, 0, 200, 200, 0, 0
INVAR-43, Run: 030, P, 0, 200, 200, 0, 0
INVAR-43, Run: 031, P, 0, 200, 200, 0, 0
INVAR-43, Run: 032, P, 0, 200, 200, 0, 0
INVAR-43, Run: 033, P, 0, 200, 200, 0, 0
INVAR-43, Run: 034, P, 0, 200, 200, 0, 0
INVAR-43, Run: 035, P, 0, 200, 200, 0, 0
INVAR-43, Run: 036, P, 0, 200, 200, 0, 0
INVAR-43, Run: 037, P, 0, 200, 200, 0, 0
INVAR-43, Run: 038, P, 0, 200, 200, 0, 0
INVAR-43, Run: 039, P, 0, 200, 200, 0, 0
INVAR-43, Run: 040, P, 0, 200, 200, 0, 0
INVAR-43, Run: 041, P, 0, 200, 200, 0, 0
INVAR-43, Run: 042, P, 0, 200, 200, 0, 0
INVAR-43, Run: 043, P, 0, 200, 200, 0, 0
INVAR-43, Run: 044, P, 0, 200, 200, 0, 0
INVAR-43, Run: 045, P, 0, 200, 200, 0, 0
INVAR-43, Run: 046, P, 0, 200, 200, 0, 0
INVAR-43, Run: 047, P, 0, 200, 200, 0, 0
INVAR-43, Run: 048, P, 0, 200, 200, 0, 0
INVAR-43, Run: 049, P, 0, 200, 200, 0, 0
INVAR-43, Run: 050, P, 0, 200, 200, 0, 0
INVAR-43, Run: 051, P, 0, 200, 200, 0, 0
INVAR-43, Run: 052, P, 0, 200, 200, 0, 0
INVAR-43, Run: 053, P, 0, 200, 200, 0, 0
INVAR-43, Run: 054, P, 0, 200, 200, 0, 0
INVAR-43, Run: 055, P, 0, 200, 200, 0, 0
INVAR-43, Run: 056, P, 0, 200, 200, 0, 0
INVAR-43, Run: 057, P, 0, 200, 200, 0, 0
INVAR-43, Run: 058, P, 0, 200, 200, 0, 0
INVAR-43, Run: 059, P, 0, 200, 200, 0, 0
INVAR-43, Run: 060, P, 0, 200, 200, 0, 0
INVAR-43, Run: 061, P, 0, 200, 200, 0, 0
INVAR-43, Run: 062, P, 0, 200, 200, 0, 0
INVAR-43, Run: 063, P, 0, 200, 200, 0, 0
INVAR-43, Run: 064, P, 0, 200, 200, 0, 0
INVAR-43, Run: 065, P, 0, 200, 200, 0, 0
INVAR-43, Run: 066, P, 0, 200, 200, 0, 0
INVAR-43, Run: 067, P, 0, 200, 200, 0, 0
INVAR-43, Run: 068, P, 0, 200, 200, 0, 0
INVAR-43, Run: 069, P, 0, 200, 200, 0, 0
INVAR-43, Run: 070, P, 0, 200, 200, 0, 0
INVAR-43, Run: 071, P, 0, 200, 200, 0, 0
INVAR-43, Run: 072, P, 0, 200, 200, 0, 0
INVAR-43, Run: 073, P, 0, 200, 200, 0, 0
INVAR-43, Run: 074, P, 0, 200, 200, 0, 0
INVAR-43, Run: 075, P, 0, 200, 200, 0, 0
INVAR-43, Run: 076, P, 0, 200, 200, 0, 0
INVAR-43, Run: 077, P, 0, 200, 200, 0, 0
INVAR-43, Run: 078, P, 0, 200, 200, 0, 0
INVAR-43, Run: 079, P, 0, 200, 200, 0, 0
INVAR-43, Run: 080, P, 0, 200, 200, 0, 0
INVAR-43, Run: 081, P, 0, 200, 200, 0, 0
INVAR-43, Run: 082, P, 0, 200, 200, 0, 0
INVAR-43, Run: 083, P, 0, 200, 200, 0, 0
INVAR-43, Run: 084, P, 0, 200, 200, 0, 0
INVAR-43, Run: 085, P, 0, 200, 200, 0, 0
INVAR-43, Run: 086, P, 0, 200, 200, 0, 0
INVAR-43, Run: 087, P, 0, 200, 200, 0, 0
INVAR-43, Run: 088, P, 0, 200, 200, 0, 0
INVAR-43, Run: 089, P, 0, 200, 200, 0, 0
INVAR-43, Run: 090, P, 0, 200, 200, 0, 0
INVAR-43, Run: 091, P, 0, 200, 200, 0, 0
INVAR-43, Run: 092, P, 0, 200, 200, 0, 0
INVAR-43, Run: 093, P, 0, 200, 200, 0, 0
INVAR-43, Run: 094, P, 0, 200, 200, 0, 0
INVAR-43, Run: 095, P, 0, 200, 200, 0, 0
INVAR-43, Run: 096, P, 0, 200, 200, 0, 0
INVAR-43, Run: 097, P, 0, 200, 200, 0, 0
INVAR-43, Run: 098, P, 0, 200, 200, 0, 0
INVAR-43, Run: 099, P, 0, 200, 200, 0, 0
INVAR-43, Run: 100, P, 0, 200, 200, 0, 0
INVAR-44, Run: 001, F, 0, 50, 5052, 50, 0
INVAR-44, Run: 002, F, 0, 50, 5088, 50, 0
INVAR-44, Run: 003, F, 0, 50, 5112, 50, 0
INVAR-44, Run: 004, F, 0, 50, 4890, 50, 0
INVAR-44, Run: 005, F, 0, 50, 4936, 50, 0
INVAR-44, Run: 006, F, 0, 50, 4957, 50, 0
INVAR-44, Run: 007, F, 0, 50, 5041, 50, 0
INVAR-44, Run: 008, F, 0, 50, 5060, 50, 0
INVAR-44, Run: 009, F, 0, 50, 5127, 50, 0
INVAR-44, Run: 010, F, 0, 50, 5178, 50, 0
INVAR-44, Run: 011, F, 0, 50, 5195, 50, 0
INVAR-44, Run: 012, F, 0, 50, 5111, 50, 0
INVAR-44, Run: 013, F, 0, 50, 5006, 50, 0
INVAR-44, Run: 014, F, 0, 50, 5042, 50, 0
INVAR-44, Run: 015, F, 0, 50, 5006, 50, 0
INVAR-44, Run: 016, F, 0, 50, 5075, 50, 0
INVAR-44, Run: 017, F, 0, 50, 4991, 50, 0
INVAR-44, Run: 018, F, 0, 50, 5007, 50, 0
INVAR-44, Run: 019, F, 0, 50, 5103, 50, 0
INVAR-44, Run: 020, F, 0, 50, 5133, 50, 0
INVAR-44, Run: 021, F, 0, 50, 5130, 50, 0
INVAR-44, Run: 022, F, 0, 50, 5050, 50, 0
INVAR-44, Run: 023, F, 0, 50, 5090, 50, 0
INVAR-44, Run: 024, F, 0, 50, 5032, 50, 0
INVAR-44, Run: 025, F, 0, 50, 4970, 50, 0
INVAR-44, Run: 026, F, 0, 50, 5059, 50, 0
INVAR-44, Run: 027, F, 0, 50, 4929, 50, 0
INVAR-44, Run: 028, F, 0, 50, 5074, 50, 0
INVAR-44, Run: 029, F, 0, 50, 5002, 50, 0
INVAR-44, Run: 030, F, 0, 50, 5085, 50, 0
INVAR-44, Run: 031, F, 0, 50, 5010, 50, 0
INVAR-44, Run: 032, F, 0, 50, 5150, 50, 0
INVAR-44, Run: 033, F, 0, 50, 5074, 50, 0
INVAR-44, Run: 034, F, 0, 50, 4930, 50, 0
INVAR-44, Run: 035, F, 0, 50, 5042, 50, 0
INVAR-44, Run: 036, F, 0, 50, 4967, 50, 0
INVAR-44, Run: 037, F, 0, 50, 5020, 50, 0
INVAR-44, Run: 038, F, 0, 50, 5078, 50, 0
INVAR-44, Run: 039, F, 0, 50, 5191, 50, 0
INVAR-44, Run: 040, F, 0, 50, 5006, 50, 0
INVAR-44, Run: 041, F, 0, 50, 5128, 50, 0
INVAR-44, Run: 042, F, 0, 50, 5089, 50, 0
INVAR-44, Run: 043, F, 0, 50, 5176, 50, 0
INVAR-44, Run: 044, F, 0, 50, 5143, 50, 0
INVAR-44, Run: 045, F, 0, 50, 5192, 50, 0
INVAR-44, Run: 046, F, 0, 50, 5099, 50, 0
INVAR-44, Run: 047, F, 0, 50, 5036, 50, 0
INVAR-44, Run: 048, F, 0, 50, 4984, 50, 0
INVAR-44, Run: 049, F, 0, 50, 4993, 50, 0
INVAR-44, Run: 050, F, 0, 50, 5138, 50, 0
INVAR-44, Run: 051, F, 0, 50, 5041, 50, 0
INVAR-44, Run: 052, F, 0, 50, 5084, 50, 0
INVAR-44, Run: 053, F, 0, 50, 5048, 50, 0
INVAR-44, Run: 054, F, 0, 50, 4953, 50, 0
INVAR-44, Run: 055, F, 0, 50, 5102, 50, 0
INVAR-44, Run: 056, F, 0, 50, 4969, 50, 0
INVAR-44, Run: 057, F, 0, 50, 5041, 50, 0
INVAR-44, Run: 058, F, 0, 50, 5036, 50, 0
INVAR-44, Run: 059, F, 0, 50, 4949, 50, 0
INVAR-44, Run: 060, F, 0, 50, 5023, 50, 0
INVAR-44, Run: 061, F, 0, 50, 5095, 50, 0
INVAR-44, Run: 062, F, 0, 50, 5085, 50, 0
INVAR-44, Run: 063, F, 0, 50, 5029, 50, 0
INVAR-44, Run: 064, F, 0, 50, 5110, 50, 0
INVAR-44, Run: 065, F, 0, 50, 4944, 50, 0
INVAR-44, Run: 066, F, 0, 50, 5001, 50, 0
INVAR-44, Run: 067, F, 0, 50, 4896, 50, 0
INVAR-44, Run: 068, F, 0, 50, 5083, 50, 0
INVAR-44, Run: 069, F, 0, 50, 5224, 50, 0
INVAR-44, Run: 070, F, 0, 50, 4984, 50, 0
INVAR-44, Run: 071, F, 0, 50, 5058, 50, 0
INVAR-44, Run: 072, F, 0, 50, 5054, 50, 0
INVAR-44, Run: 073, F, 0, 50, 5008, 50, 0
INVAR-44, Run: 074, F, 0, 50, 5171, 50, 0
INVAR-44, Run: 075, F, 0, 50, 5110, 50, 0
INVAR-44, Run: 076, F, 0, 50, 5122, 50, 0
INVAR-44, Run: 077, F, 0, 50, 5098, 50, 0
INVAR-44, Run: 078, F, 0, 50, 5064, 50, 0
INVAR-44, Run: 079, F, 0, 50, 5058, 50, 0
INVAR-44, Run: 080, F, 0, 50, 5060, 50, 0
INVAR-44, Run: 081, F, 0, 50, 5072, 50, 0
INVAR-44, Run: 082, F, 0, 50, 5090, 50, 0
INVAR-44, Run: 083, F, 0, 50, 5046, 50, 0
INVAR-44, Run: 084, F, 0, 50, 5148, 50, 0
INVAR-44, Run: 085, F, 0, 50, 4852, 50, 0
INVAR-44, Run: 086, F, 0, 50, 4919, 50, 0
INVAR-44, Run: 087, F, 0, 50, 5070, 50, 0
INVAR-44, Run: 088, F, 0, 50, 5088, 50, 0
INVAR-44, Run: 089, F, 0, 50, 5090, 50, 0
INVAR-44, Run: 090, F, 0, 50, 4925, 50, 0
INVAR-44, Run: 091, F, 0, 50, 4949, 50, 0
INVAR-44, Run: 092, F, 0, 50, 5110, 50, 0
INVAR-44, Run: 093, F, 0, 50, 5045, 50, 0
INVAR-44, Run: 094, F, 0, 50, 5016, 50, 0
INVAR-44, Run: 095, F, 0, 50, 5024, 50, 0
INVAR-44, Run: 096, F, 0, 50, 5091, 50, 0
INVAR-44, Run: 097, F, 0, 50, 5125, 50, 0
INVAR-44, Run: 098, F, 0, 50, 5017, 50, 0
INVAR-44, Run: 099, F, 0, 50, 5126, 50, 0
INVAR-44, Run: 100, F, 0, 50, 5024, 50, 0
