Input Number, Run_Number, Result@ 100, PE, Y, M, X1, H, PO, CE, D, CO, A, B
3, Run: 021, P, 1, 0, 0, 0, 0, 0, 82, 0, 12, 762, 0
3, Run: 022, P, 1, 0, 0, 0, 0, 0, 82, 0, 32, 802, 0
3, Run: 023, P, 1, 0, 0, 0, 0, 0, 82, 0, 7, 753, 1
3, Run: 024, P, 1, 0, 0, 0, 0, 0, 82, 0, 21, 781, 1
3, Run: 025, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 026, P, 1, 0, 0, 0, 0, 0, 82, 0, 12, 762, 0
3, Run: 027, P, 1, 0, 0, 0, 0, 0, 82, 0, 8, 754, 0
3, Run: 028, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 029, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 030, P, 1, 0, 0, 0, 0, 0, 82, 0, 7, 753, 1
3, Run: 031, P, 1, 0, 0, 0, 0, 0, 82, 0, 21, 781, 1
3, Run: 032, P, 1, 0, 0, 0, 0, 0, 82, 0, 8, 754, 0
3, Run: 033, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 034, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 035, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 036, P, 1, 0, 0, 0, 0, 0, 82, 0, 9, 757, 1
3, Run: 037, P, 1, 0, 0, 0, 0, 0, 82, 0, 23, 785, 1
3, Run: 038, P, 1, 0, 0, 0, 0, 0, 82, 0, 15, 769, 1
3, Run: 039, P, 1, 0, 0, 0, 0, 0, 82, 0, 19, 777, 1
3, Run: 040, P, 1, 0, 0, 0, 0, 0, 82, 0, 28, 794, 0
3, Run: 041, P, 1, 0, 0, 0, 0, 0, 82, 0, 13, 765, 1
3, Run: 042, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 043, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 044, P, 1, 0, 0, 0, 0, 0, 82, 0, 23, 785, 1
3, Run: 045, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 046, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 047, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 048, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 049, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 050, P, 1, 0, 0, 0, 0, 0, 82, 0, 6, 750, 0
3, Run: 051, P, 1, 0, 0, 0, 0, 0, 82, 0, 12, 762, 0
3, Run: 052, P, 1, 0, 0, 0, 0, 0, 82, 0, 11, 761, 1
3, Run: 053, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 054, P, 1, 0, 0, 0, 0, 0, 82, 0, 9, 757, 1
3, Run: 055, P, 1, 0, 0, 0, 0, 0, 82, 0, 26, 790, 0
3, Run: 056, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 057, P, 1, 0, 0, 0, 0, 0, 82, 0, 13, 765, 1
3, Run: 058, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 059, P, 1, 0, 0, 0, 0, 0, 82, 0, 12, 762, 0
3, Run: 060, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 061, P, 1, 0, 0, 0, 0, 0, 82, 0, 20, 778, 0
3, Run: 062, P, 1, 0, 0, 0, 0, 0, 82, 0, 14, 766, 0
3, Run: 063, P, 1, 0, 0, 0, 0, 0, 82, 0, 9, 757, 1
3, Run: 064, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 065, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 066, P, 1, 0, 0, 0, 0, 0, 82, 0, 5, 749, 1
3, Run: 067, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 068, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 069, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 070, P, 1, 0, 0, 0, 0, 0, 82, 0, 2, 742, 0
3, Run: 071, P, 1, 0, 0, 0, 0, 0, 82, 0, 17, 773, 1
3, Run: 072, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 073, P, 1, 0, 0, 0, 0, 0, 82, 0, 13, 765, 1
3, Run: 074, P, 1, 0, 0, 0, 0, 0, 82, 0, 4, 746, 0
3, Run: 075, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 076, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 077, P, 1, 0, 0, 0, 0, 0, 82, 0, 23, 785, 1
3, Run: 078, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 079, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 080, P, 1, 0, 0, 0, 0, 0, 82, 0, 14, 766, 0
3, Run: 081, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 082, P, 1, 0, 0, 0, 0, 0, 82, 0, 20, 778, 0
3, Run: 083, P, 1, 0, 0, 0, 0, 0, 82, 0, 11, 761, 1
3, Run: 084, P, 1, 0, 0, 0, 0, 0, 82, 0, 27, 793, 1
3, Run: 085, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 086, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 087, P, 1, 0, 0, 0, 0, 0, 82, 0, 4, 746, 0
3, Run: 088, P, 1, 0, 0, 0, 0, 0, 82, 0, 16, 770, 0
3, Run: 089, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 090, P, 1, 0, 0, 0, 0, 0, 82, 0, 1, 741, 1
3, Run: 091, P, 1, 0, 0, 0, 0, 0, 82, 0, 7, 753, 1
3, Run: 092, P, 1, 0, 0, 0, 0, 0, 82, 0, 6, 750, 0
3, Run: 093, P, 1, 0, 0, 0, 0, 0, 82, 0, 2, 742, 0
3, Run: 094, P, 1, 0, 0, 0, 0, 0, 82, 0, 0, 738, 0
3, Run: 095, P, 1, 0, 0, 0, 0, 0, 82, 0, 7, 753, 1
3, Run: 096, P, 1, 0, 0, 0, 0, 0, 82, 0, 5, 749, 1
3, Run: 097, P, 1, 0, 0, 0, 0, 0, 82, 0, 11, 761, 1
3, Run: 098, P, 1, 0, 0, 0, 0, 0, 82, 0, 3, 745, 1
3, Run: 099, P, 1, 0, 0, 0, 0, 0, 82, 0, 10, 758, 0
3, Run: 100, P, 1, 0, 0, 0, 0, 0, 82, 0, 5, 749, 1
4, Run: 001, P, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 002, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 003, P, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 004, P, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 005, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 006, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 007, P, 0, 150, 0, 0, 1, 1, 0, 19, 166, 0, 1
4, Run: 008, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 009, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 010, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 011, P, 0, 150, 0, 0, 1, 1, 0, 19, 166, 0, 1
4, Run: 012, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 013, P, 0, 154, 0, 0, 1, 1, 0, 19, 172, 0, 1
4, Run: 014, P, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 015, P, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 016, P, 0, 215, 0, 0, 1, 1, 0, 19, 264, 0, 0
4, Run: 017, P, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 018, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 019, P, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 020, P, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 021, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 022, P, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 023, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 024, P, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 025, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 026, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 027, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 028, P, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 029, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 030, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 031, P, 0, 163, 0, 0, 1, 1, 0, 19, 186, 0, 0
4, Run: 032, P, 0, 206, 0, 0, 1, 1, 0, 19, 250, 0, 1
4, Run: 033, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 034, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 035, P, 0, 186, 0, 0, 1, 1, 0, 19, 220, 0, 1
4, Run: 036, P, 0, 186, 0, 0, 1, 1, 0, 19, 220, 0, 1
4, Run: 037, P, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 038, P, 0, 174, 0, 0, 1, 1, 0, 19, 202, 0, 1
4, Run: 039, P, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 040, P, 0, 174, 0, 0, 1, 1, 0, 19, 202, 0, 1
4, Run: 041, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 042, P, 0, 187, 0, 0, 1, 1, 0, 19, 222, 0, 0
4, Run: 043, P, 0, 203, 0, 0, 1, 1, 0, 19, 246, 0, 0
4, Run: 044, P, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 045, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 046, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 047, P, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 048, P, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 049, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 050, P, 0, 191, 0, 0, 1, 1, 0, 19, 228, 0, 0
4, Run: 051, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 052, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 053, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 054, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 055, P, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 056, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 057, P, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 058, P, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 059, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 060, P, 0, 167, 0, 0, 1, 1, 0, 19, 192, 0, 0
4, Run: 061, P, 0, 190, 0, 0, 1, 1, 0, 19, 226, 0, 1
4, Run: 062, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 063, P, 0, 206, 0, 0, 1, 1, 0, 19, 250, 0, 1
4, Run: 064, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 065, P, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 066, P, 0, 198, 0, 0, 1, 1, 0, 19, 238, 0, 1
4, Run: 067, P, 0, 154, 0, 0, 1, 1, 0, 19, 172, 0, 1
4, Run: 068, P, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 069, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 070, P, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 071, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 072, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 073, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 074, P, 0, 179, 0, 0, 1, 1, 0, 19, 210, 0, 0
4, Run: 075, P, 0, 194, 0, 0, 1, 1, 0, 19, 232, 0, 1
4, Run: 076, P, 0, 155, 0, 0, 1, 1, 0, 19, 174, 0, 0
4, Run: 077, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 078, P, 0, 198, 0, 0, 1, 1, 0, 19, 238, 0, 1
4, Run: 079, P, 0, 187, 0, 0, 1, 1, 0, 19, 222, 0, 0
4, Run: 080, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 081, P, 0, 159, 0, 0, 1, 1, 0, 19, 180, 0, 0
4, Run: 082, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 083, P, 0, 178, 0, 0, 1, 1, 0, 19, 208, 0, 1
4, Run: 084, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 085, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 086, P, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 087, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 088, P, 0, 155, 0, 0, 1, 1, 0, 19, 174, 0, 0
4, Run: 089, P, 0, 162, 0, 0, 1, 1, 0, 19, 184, 0, 1
4, Run: 090, P, 0, 171, 0, 0, 1, 1, 0, 19, 198, 0, 0
4, Run: 091, P, 0, 182, 0, 0, 1, 1, 0, 19, 214, 0, 1
4, Run: 092, P, 0, 158, 0, 0, 1, 1, 0, 19, 178, 0, 1
4, Run: 093, P, 0, 175, 0, 0, 1, 1, 0, 19, 204, 0, 0
4, Run: 094, P, 0, 199, 0, 0, 1, 1, 0, 19, 240, 0, 0
4, Run: 095, P, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 096, P, 0, 170, 0, 0, 1, 1, 0, 19, 196, 0, 1
4, Run: 097, P, 0, 151, 0, 0, 1, 1, 0, 19, 168, 0, 0
4, Run: 098, P, 0, 166, 0, 0, 1, 1, 0, 19, 190, 0, 1
4, Run: 099, P, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
4, Run: 100, P, 0, 183, 0, 0, 1, 1, 0, 19, 216, 0, 0
5, Run: 001, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 002, P, 0, 208, 0, 0, 1, 1, 0, 26, 232, 0, 1
5, Run: 003, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 004, P, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 005, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 006, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 007, P, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 008, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 009, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 010, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 011, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 012, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 013, P, 0, 200, 0, 0, 1, 1, 0, 26, 220, 0, 1
5, Run: 014, P, 0, 249, 0, 0, 1, 1, 0, 26, 294, 0, 0
5, Run: 015, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 016, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 017, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 018, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 019, P, 0, 249, 0, 0, 1, 1, 0, 26, 294, 0, 0
5, Run: 020, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 021, P, 0, 252, 0, 0, 1, 1, 0, 26, 298, 0, 1
5, Run: 022, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 023, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 024, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 025, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 026, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 027, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 028, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 029, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 030, P, 0, 209, 0, 0, 1, 1, 0, 26, 234, 0, 0
5, Run: 031, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 032, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 033, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 034, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 035, P, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 036, P, 0, 228, 0, 0, 1, 1, 0, 26, 262, 0, 1
5, Run: 037, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 038, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 039, P, 0, 228, 0, 0, 1, 1, 0, 26, 262, 0, 1
5, Run: 040, P, 0, 212, 0, 0, 1, 1, 0, 26, 238, 0, 1
5, Run: 041, P, 0, 216, 0, 0, 1, 1, 0, 26, 244, 0, 1
5, Run: 042, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 043, P, 0, 208, 0, 0, 1, 1, 0, 26, 232, 0, 1
5, Run: 044, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 045, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 046, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 047, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 048, P, 0, 241, 0, 0, 1, 1, 0, 26, 282, 0, 0
5, Run: 049, P, 0, 244, 0, 0, 1, 1, 0, 26, 286, 0, 1
5, Run: 050, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 051, P, 0, 232, 0, 0, 1, 1, 0, 26, 268, 0, 1
5, Run: 052, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 053, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 054, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 055, P, 0, 228, 0, 0, 1, 1, 0, 26, 262, 0, 1
5, Run: 056, P, 0, 232, 0, 0, 1, 1, 0, 26, 268, 0, 1
5, Run: 057, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 058, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 059, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 060, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 061, P, 0, 244, 0, 0, 1, 1, 0, 26, 286, 0, 1
5, Run: 062, P, 0, 201, 0, 0, 1, 1, 0, 26, 222, 0, 0
5, Run: 063, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 064, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 065, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 066, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 067, P, 0, 237, 0, 0, 1, 1, 0, 26, 276, 0, 0
5, Run: 068, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 069, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 070, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 071, P, 0, 220, 0, 0, 1, 1, 0, 26, 250, 0, 1
5, Run: 072, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 073, P, 0, 249, 0, 0, 1, 1, 0, 26, 294, 0, 0
5, Run: 074, P, 0, 244, 0, 0, 1, 1, 0, 26, 286, 0, 1
5, Run: 075, P, 0, 220, 0, 0, 1, 1, 0, 26, 250, 0, 1
5, Run: 076, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 077, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 078, P, 0, 220, 0, 0, 1, 1, 0, 26, 250, 0, 1
5, Run: 079, P, 0, 236, 0, 0, 1, 1, 0, 26, 274, 0, 1
5, Run: 080, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 081, P, 0, 220, 0, 0, 1, 1, 0, 26, 250, 0, 1
5, Run: 082, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 083, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 084, P, 0, 241, 0, 0, 1, 1, 0, 26, 282, 0, 0
5, Run: 085, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 086, P, 0, 224, 0, 0, 1, 1, 0, 26, 256, 0, 1
5, Run: 087, P, 0, 229, 0, 0, 1, 1, 0, 26, 264, 0, 0
5, Run: 088, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 089, P, 0, 252, 0, 0, 1, 1, 0, 26, 298, 0, 1
5, Run: 090, P, 0, 221, 0, 0, 1, 1, 0, 26, 252, 0, 0
5, Run: 091, P, 0, 185, 0, 0, 1, 1, 0, 26, 198, 0, 0
5, Run: 092, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
5, Run: 093, P, 0, 228, 0, 0, 1, 1, 0, 26, 262, 0, 1
5, Run: 094, P, 0, 233, 0, 0, 1, 1, 0, 26, 270, 0, 0
5, Run: 095, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 096, P, 0, 225, 0, 0, 1, 1, 0, 26, 258, 0, 0
5, Run: 097, P, 0, 252, 0, 0, 1, 1, 0, 26, 298, 0, 1
5, Run: 098, P, 0, 232, 0, 0, 1, 1, 0, 26, 268, 0, 1
5, Run: 099, P, 0, 217, 0, 0, 1, 1, 0, 26, 246, 0, 0
5, Run: 100, P, 0, 240, 0, 0, 1, 1, 0, 26, 280, 0, 1
6, Run: 001, P, 0, 714, 0, 0, 1, 1, 0, 87, 808, 0, 1
6, Run: 002, P, 0, 699, 0, 0, 1, 1, 0, 87, 786, 0, 0
6, Run: 003, P, 0, 703, 0, 0, 1, 1, 0, 87, 792, 0, 0
6, Run: 004, P, 0, 666, 0, 0, 1, 1, 0, 87, 736, 0, 1
6, Run: 005, P, 0, 746, 0, 0, 1, 1, 0, 87, 856, 0, 1
6, Run: 006, P, 0, 735, 0, 0, 1, 1, 0, 87, 840, 0, 0
6, Run: 007, P, 0, 707, 0, 0, 1, 1, 0, 87, 798, 0, 0
6, Run: 008, P, 0, 722, 0, 0, 1, 1, 0, 87, 820, 0, 1
6, Run: 009, P, 0, 722, 0, 0, 1, 1, 0, 87, 820, 0, 1
6, Run: 010, P, 0, 742, 0, 0, 1, 1, 0, 87, 850, 0, 1
6, Run: 011, P, 0, 719, 0, 0, 1, 1, 0, 87, 816, 0, 0
6, Run: 012, P, 0, 722, 0, 0, 1, 1, 0, 87, 820, 0, 1
6, Run: 013, P, 0, 707, 0, 0, 1, 1, 0, 87, 798, 0, 0
6, Run: 014, P, 0, 711, 0, 0, 1, 1, 0, 87, 804, 0, 0
6, Run: 015, P, 0, 698, 0, 0, 1, 1, 0, 87, 784, 0, 1
6, Run: 016, P, 0, 719, 0, 0, 1, 1, 0, 87, 816, 0, 0
6, Run: 017, P, 0, 718, 0, 0, 1, 1, 0, 87, 814, 0, 1
6, Run: 018, P, 0, 722, 0, 0, 1, 1, 0, 87, 820, 0, 1
6, Run: 019, P, 0, 715, 0, 0, 1, 1, 0, 87, 810, 0, 0
6, Run: 020, P, 0, 686, 0, 0, 1, 1, 0, 87, 766, 0, 1
6, Run: 021, P, 0, 711, 0, 0, 1, 1, 0, 87, 804, 0, 0
6, Run: 022, P, 0, 706, 0, 0, 1, 1, 0, 87, 796, 0, 1
6, Run: 023, P, 0, 734, 0, 0, 1, 1, 0, 87, 838, 0, 1
6, Run: 024, P, 0, 727, 0, 0, 1, 1, 0, 87, 828, 0, 0
6, Run: 025, P, 0, 707, 0, 0, 1, 1, 0, 87, 798, 0, 0
6, Run: 026, P, 0, 722, 0, 0, 1, 1, 0, 87, 820, 0, 1
6, Run: 027, P, 0, 739, 0, 0, 1, 1, 0, 87, 846, 0, 0
6, Run: 028, P, 0, 726, 0, 0, 1, 1, 0, 87, 826, 0, 1
6, Run: 029, P, 0, 699, 0, 0, 1, 1, 0, 87, 786, 0, 0
6, Run: 030, P, 0, 714, 0, 0, 1, 1, 0, 87, 808, 0, 1
6, Run: 031, P, 0, 719, 0, 0, 1, 1, 0, 87, 816, 0, 0
6, Run: 032, P, 0, 714, 0, 0, 1, 1, 0, 87, 808, 0, 1
6, Run: 033, P, 0, 730, 0, 0, 1, 1, 0, 87, 832, 0, 1
6, Run: 034, P, 0, 698, 0, 0, 1, 1, 0, 87, 784, 0, 1
6, Run: 035, P, 0, 735, 0, 0, 1, 1, 0, 87, 840, 0, 0
6, Run: 036, P, 0, 703, 0, 0, 1, 1, 0, 87, 792, 0, 0
6, Run: 037, P, 0, 694, 0, 0, 1, 1, 0, 87, 778, 0, 1
6, Run: 038, P, 0, 691, 0, 0, 1, 1, 0, 87, 774, 0, 0
6, Run: 039, P, 0, 706, 0, 0, 1, 1, 0, 87, 796, 0, 1
6, Run: 040, P, 0, 702, 0, 0, 1, 1, 0, 87, 790, 0, 1
6, Run: 041, P, 0, 699, 0, 0, 1, 1, 0, 87, 786, 0, 0
6, Run: 042, P, 0, 719, 0, 0, 1, 1, 0, 87, 816, 0, 0
6, Run: 043, P, 0, 679, 0, 0, 1, 1, 0, 87, 756, 0, 0
6, Run: 044, P, 0, 738, 0, 0, 1, 1, 0, 87, 844, 0, 1
