Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE
5, Run: 027, F, 0, 31, 0, 0, 1, 0, 0, 38, 116, 116, 0, 0
5, Run: 028, F, 0, 39, 0, 0, 1, 0, 0, 61, 85, 85, 0, 0
5, Run: 029, P, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1
5, Run: 030, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
5, Run: 031, F, 0, 37, 0, 0, 1, 0, 0, 24, 124, 124, 0, 0
5, Run: 032, F, 0, 35, 0, 0, 1, 0, 0, 72, 78, 78, 0, 0
5, Run: 033, F, 0, 37, 0, 0, 1, 0, 0, 27, 121, 121, 0, 0
5, Run: 034, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 035, P, 0, 39, 0, 0, 0, 0, 0, 146, 0, 1, 1, 1
5, Run: 036, F, 0, 33, 0, 0, 1, 0, 0, 70, 82, 82, 0, 0
5, Run: 037, F, 0, 33, 0, 0, 1, 0, 0, 50, 102, 102, 0, 0
5, Run: 038, F, 0, 39, 0, 0, 1, 0, 0, 1, 145, 145, 0, 0
5, Run: 039, F, 0, 35, 0, 0, 1, 0, 0, 32, 118, 118, 0, 0
5, Run: 040, F, 0, 37, 0, 0, 1, 0, 0, 20, 128, 128, 0, 0
5, Run: 041, F, 0, 35, 0, 0, 1, 0, 0, 2, 148, 148, 0, 0
5, Run: 042, F, 0, 37, 0, 0, 1, 0, 0, 43, 105, 105, 0, 0
5, Run: 043, F, 0, 33, 0, 0, 1, 0, 0, 44, 108, 108, 0, 0
5, Run: 044, F, 0, 37, 0, 0, 1, 0, 0, 17, 131, 131, 0, 0
5, Run: 045, F, 0, 37, 0, 0, 1, 0, 0, 29, 119, 119, 0, 0
5, Run: 046, F, 0, 35, 0, 0, 1, 0, 0, 8, 142, 142, 0, 0
5, Run: 047, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 048, F, 0, 35, 0, 0, 1, 0, 0, 3, 147, 147, 0, 0
5, Run: 049, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 050, F, 0, 37, 0, 0, 1, 0, 0, 20, 128, 128, 0, 0
5, Run: 051, F, 0, 37, 0, 0, 1, 0, 0, 16, 132, 132, 0, 0
5, Run: 052, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 053, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
5, Run: 054, F, 0, 35, 0, 0, 1, 0, 0, 53, 97, 97, 0, 0
5, Run: 055, F, 0, 37, 0, 0, 1, 0, 0, 76, 72, 72, 0, 0
5, Run: 056, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 057, F, 0, 33, 0, 0, 1, 0, 0, 12, 140, 140, 0, 0
5, Run: 058, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 059, F, 0, 37, 0, 0, 1, 0, 0, 12, 136, 136, 0, 0
5, Run: 060, F, 0, 41, 0, 0, 1, 0, 0, 50, 94, 94, 0, 0
5, Run: 061, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
5, Run: 062, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
5, Run: 063, F, 0, 35, 0, 0, 1, 0, 0, 126, 24, 24, 0, 0
5, Run: 064, F, 0, 39, 0, 0, 1, 0, 0, 11, 135, 135, 0, 0
5, Run: 065, F, 0, 37, 0, 0, 1, 0, 0, 69, 79, 79, 0, 0
5, Run: 066, F, 0, 33, 0, 0, 1, 0, 0, 106, 46, 46, 0, 0
5, Run: 067, F, 0, 33, 0, 0, 1, 0, 0, 103, 49, 49, 0, 0
5, Run: 068, P, 0, 41, 0, 0, 0, 0, 0, 144, 0, 1, 1, 1
5, Run: 069, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
5, Run: 070, F, 0, 35, 0, 0, 1, 0, 0, 24, 126, 126, 0, 0
5, Run: 071, F, 0, 41, 0, 0, 1, 0, 0, 3, 141, 141, 0, 0
5, Run: 072, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 073, F, 0, 35, 0, 0, 1, 0, 0, 52, 98, 98, 0, 0
5, Run: 074, F, 0, 33, 0, 0, 1, 0, 0, 27, 125, 125, 0, 0
5, Run: 075, F, 0, 35, 0, 0, 1, 0, 0, 12, 138, 138, 0, 0
5, Run: 076, F, 0, 37, 0, 0, 1, 0, 0, 3, 145, 145, 0, 0
5, Run: 077, F, 0, 43, 0, 0, 1, 0, 0, 2, 140, 140, 0, 0
5, Run: 078, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 079, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
5, Run: 080, F, 0, 37, 0, 0, 1, 0, 0, 54, 94, 94, 0, 0
5, Run: 081, F, 0, 37, 0, 0, 1, 0, 0, 88, 60, 60, 0, 0
5, Run: 082, F, 0, 35, 0, 0, 1, 0, 0, 7, 143, 143, 0, 0
5, Run: 083, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
5, Run: 084, F, 0, 43, 0, 0, 1, 0, 0, 13, 129, 129, 0, 0
5, Run: 085, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 086, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 087, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 088, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 089, F, 0, 39, 0, 0, 1, 0, 0, 16, 130, 130, 0, 0
5, Run: 090, F, 0, 39, 0, 0, 1, 0, 0, 33, 113, 113, 0, 0
5, Run: 091, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 092, P, 0, 35, 0, 0, 0, 0, 0, 150, 0, 1, 1, 1
5, Run: 093, F, 0, 33, 0, 0, 1, 0, 0, 102, 50, 50, 0, 0
5, Run: 094, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
5, Run: 095, F, 0, 35, 0, 0, 1, 0, 0, 30, 120, 120, 0, 0
5, Run: 096, P, 0, 31, 0, 0, 0, 0, 0, 154, 0, 1, 1, 1
5, Run: 097, P, 0, 37, 0, 0, 0, 0, 0, 148, 0, 1, 1, 1
5, Run: 098, F, 0, 37, 0, 0, 1, 0, 0, 26, 122, 122, 0, 0
5, Run: 099, P, 0, 33, 0, 0, 0, 0, 0, 152, 0, 1, 1, 1
5, Run: 100, P, 0, 41, 0, 0, 0, 0, 0, 144, 0, 1, 1, 1
6, Run: 001, F, 0, 106, 0, 0, 1, 0, 0, 476, 30, 30, 0, 0
6, Run: 002, F, 0, 116, 0, 0, 1, 0, 0, 95, 401, 401, 0, 0
6, Run: 003, F, 0, 104, 0, 0, 1, 0, 0, 366, 142, 142, 0, 0
6, Run: 004, P, 0, 107, 0, 0, 0, 0, 0, 504, 0, 3, 1, 3
6, Run: 005, F, 0, 108, 0, 0, 1, 0, 0, 101, 403, 403, 0, 0
6, Run: 006, F, 0, 108, 0, 0, 1, 0, 0, 12, 492, 492, 0, 0
6, Run: 007, P, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1
6, Run: 008, P, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1
6, Run: 009, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 010, F, 0, 106, 0, 0, 1, 0, 0, 257, 249, 249, 0, 0
6, Run: 011, P, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1
6, Run: 012, P, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1
6, Run: 013, P, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1
6, Run: 014, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 015, F, 0, 106, 0, 0, 1, 0, 0, 294, 212, 212, 0, 0
6, Run: 016, F, 0, 110, 0, 0, 1, 0, 0, 294, 208, 208, 0, 0
6, Run: 017, F, 0, 100, 0, 0, 1, 0, 0, 84, 428, 428, 0, 0
6, Run: 018, F, 0, 110, 0, 0, 1, 0, 0, 324, 178, 178, 0, 0
6, Run: 019, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 020, F, 0, 106, 0, 0, 1, 0, 0, 421, 85, 85, 0, 0
6, Run: 021, F, 0, 106, 0, 0, 1, 0, 0, 4, 502, 502, 0, 0
6, Run: 022, F, 0, 118, 0, 0, 1, 0, 0, 134, 360, 360, 0, 0
6, Run: 023, F, 0, 106, 0, 0, 1, 0, 0, 94, 412, 412, 0, 0
6, Run: 024, F, 0, 100, 0, 0, 1, 0, 0, 283, 229, 229, 0, 0
6, Run: 025, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 026, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 027, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 028, P, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1
6, Run: 029, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 030, P, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1
6, Run: 031, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 032, F, 0, 108, 0, 0, 1, 0, 0, 27, 477, 477, 0, 0
6, Run: 033, F, 0, 96, 0, 0, 1, 0, 0, 251, 265, 265, 0, 0
6, Run: 034, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 035, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 036, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 037, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 038, F, 0, 102, 0, 0, 1, 0, 0, 54, 456, 456, 0, 0
6, Run: 039, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 040, F, 0, 102, 0, 0, 1, 0, 0, 206, 304, 304, 0, 0
6, Run: 041, F, 0, 106, 0, 0, 1, 0, 0, 465, 41, 41, 0, 0
6, Run: 042, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 043, F, 0, 100, 0, 0, 1, 0, 0, 3, 509, 509, 0, 0
6, Run: 044, F, 0, 108, 0, 0, 1, 0, 0, 112, 392, 392, 0, 0
6, Run: 045, F, 0, 102, 0, 0, 1, 0, 0, 76, 434, 434, 0, 0
6, Run: 046, F, 0, 104, 0, 0, 1, 0, 0, 109, 399, 399, 0, 0
6, Run: 047, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 048, P, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1
6, Run: 049, F, 0, 108, 0, 0, 1, 0, 0, 55, 449, 449, 0, 0
6, Run: 050, F, 0, 116, 0, 0, 1, 0, 0, 36, 460, 460, 0, 0
6, Run: 051, F, 0, 100, 0, 0, 1, 0, 0, 306, 206, 206, 0, 0
6, Run: 052, P, 0, 105, 0, 0, 0, 0, 0, 506, 0, 3, 1, 3
6, Run: 053, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 054, F, 0, 104, 0, 0, 1, 0, 0, 406, 102, 102, 0, 0
6, Run: 055, F, 0, 108, 0, 0, 1, 0, 0, 206, 298, 298, 0, 0
6, Run: 056, F, 0, 110, 0, 0, 1, 0, 0, 114, 388, 388, 0, 0
6, Run: 057, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 058, F, 0, 102, 0, 0, 1, 0, 0, 90, 420, 420, 0, 0
6, Run: 059, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 060, F, 0, 108, 0, 0, 1, 0, 0, 203, 301, 301, 0, 0
6, Run: 061, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 062, F, 0, 106, 0, 0, 1, 0, 0, 389, 117, 117, 0, 0
6, Run: 063, F, 0, 102, 0, 0, 1, 0, 0, 126, 384, 384, 0, 0
6, Run: 064, P, 0, 98, 0, 0, 0, 0, 0, 514, 0, 1, 1, 1
6, Run: 065, P, 0, 108, 0, 0, 0, 0, 0, 504, 0, 1, 1, 1
6, Run: 066, F, 0, 100, 0, 0, 1, 0, 0, 106, 406, 406, 0, 0
6, Run: 067, P, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1
6, Run: 068, F, 0, 114, 0, 0, 1, 0, 0, 19, 479, 479, 0, 0
6, Run: 069, F, 0, 104, 0, 0, 1, 0, 0, 102, 406, 406, 0, 0
6, Run: 070, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 071, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 072, P, 0, 106, 0, 0, 0, 0, 0, 506, 0, 1, 1, 1
6, Run: 073, F, 0, 104, 0, 0, 1, 0, 0, 463, 45, 45, 0, 0
6, Run: 074, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 075, F, 0, 102, 0, 0, 1, 0, 0, 347, 163, 163, 0, 0
6, Run: 076, P, 0, 96, 0, 0, 0, 0, 0, 516, 0, 1, 1, 1
6, Run: 077, F, 0, 106, 0, 0, 1, 0, 0, 3, 503, 503, 0, 0
6, Run: 078, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 079, P, 0, 112, 0, 0, 0, 0, 0, 500, 0, 1, 1, 1
6, Run: 080, F, 0, 102, 0, 0, 1, 0, 0, 199, 311, 311, 0, 0
6, Run: 081, F, 0, 104, 0, 0, 1, 0, 0, 182, 326, 326, 0, 0
6, Run: 082, F, 0, 102, 0, 0, 1, 0, 0, 55, 455, 455, 0, 0
6, Run: 083, P, 0, 104, 0, 0, 0, 0, 0, 508, 0, 1, 1, 1
6, Run: 084, F, 0, 106, 0, 0, 1, 0, 0, 108, 398, 398, 0, 0
6, Run: 085, F, 0, 106, 0, 0, 1, 0, 0, 64, 442, 442, 0, 0
6, Run: 086, F, 0, 112, 0, 0, 1, 0, 0, 57, 443, 443, 0, 0
6, Run: 087, P, 0, 100, 0, 0, 0, 0, 0, 512, 0, 1, 1, 1
6, Run: 088, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 089, F, 0, 106, 0, 0, 1, 0, 0, 45, 461, 461, 0, 0
6, Run: 090, F, 0, 102, 0, 0, 1, 0, 0, 5, 505, 505, 0, 0
6, Run: 091, F, 0, 102, 0, 0, 1, 0, 0, 168, 342, 342, 0, 0
6, Run: 092, F, 0, 104, 0, 0, 1, 0, 0, 113, 395, 395, 0, 0
6, Run: 093, F, 0, 110, 0, 0, 1, 0, 0, 127, 375, 375, 0, 0
6, Run: 094, P, 0, 110, 0, 0, 0, 0, 0, 502, 0, 1, 1, 1
6, Run: 095, F, 0, 104, 0, 0, 1, 0, 0, 222, 286, 286, 0, 0
6, Run: 096, F, 0, 106, 0, 0, 1, 0, 0, 191, 315, 315, 0, 0
6, Run: 097, P, 0, 102, 0, 0, 0, 0, 0, 510, 0, 1, 1, 1
6, Run: 098, F, 0, 100, 0, 0, 1, 0, 0, 496, 16, 16, 0, 0
6, Run: 099, F, 0, 108, 0, 0, 1, 0, 0, 332, 172, 172, 0, 0
6, Run: 100, F, 0, 112, 0, 0, 1, 0, 0, 420, 80, 80, 0, 0
8, Run: 001, P, 0, 29, 0, 0, 0, 0, 0, 146, 0, 0, 1, 0
8, Run: 002, F, 0, 33, 0, 0, 0, 0, 0, 19, 123, 123, 0, 0
8, Run: 003, F, 0, 41, 2, 0, 0, 0, 0, 1, 135, 135, 0, 0
8, Run: 004, P, 0, 32, 0, 0, 0, 0, 0, 142, 0, 2, 1, 2
8, Run: 005, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 006, F, 0, 31, 0, 0, 0, 0, 0, 121, 23, 23, 0, 0
8, Run: 007, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 008, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 009, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 010, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 011, P, 0, 32, 0, 0, 0, 0, 0, 142, 0, 2, 1, 2
8, Run: 012, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 013, F, 0, 35, 0, 0, 0, 0, 0, 8, 132, 132, 0, 0
8, Run: 014, F, 0, 31, 0, 0, 0, 0, 0, 120, 24, 24, 0, 0
8, Run: 015, F, 0, 41, 0, 0, 0, 0, 0, 7, 127, 127, 0, 0
8, Run: 016, F, 0, 33, 0, 0, 0, 0, 0, 69, 73, 73, 0, 0
8, Run: 017, F, 0, 35, 0, 0, 0, 0, 0, 99, 41, 41, 0, 0
8, Run: 018, F, 0, 35, 0, 0, 0, 0, 0, 115, 25, 25, 0, 0
8, Run: 019, F, 0, 33, 0, 0, 0, 0, 0, 86, 56, 56, 0, 0
8, Run: 020, F, 0, 37, 0, 0, 0, 0, 0, 77, 61, 61, 0, 0
8, Run: 021, F, 0, 33, 0, 0, 0, 0, 0, 75, 67, 67, 0, 0
8, Run: 022, F, 0, 35, 0, 0, 0, 0, 0, 84, 56, 56, 0, 0
8, Run: 023, F, 0, 39, 0, 0, 0, 0, 0, 48, 88, 88, 0, 0
8, Run: 024, F, 0, 33, 0, 0, 0, 0, 0, 53, 89, 89, 0, 0
8, Run: 025, P, 0, 36, 0, 0, 0, 0, 0, 138, 0, 2, 1, 2
8, Run: 026, P, 0, 29, 0, 0, 0, 0, 0, 146, 0, 0, 1, 0
8, Run: 027, F, 0, 39, 0, 0, 0, 0, 0, 18, 118, 118, 0, 0
8, Run: 028, P, 0, 32, 0, 0, 0, 0, 0, 142, 0, 2, 1, 2
8, Run: 029, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 030, F, 0, 33, 0, 0, 0, 0, 0, 100, 42, 42, 0, 0
8, Run: 031, F, 0, 37, 0, 0, 0, 0, 0, 22, 116, 116, 0, 0
8, Run: 032, F, 0, 39, 2, 0, 0, 0, 0, 0, 138, 138, 0, 0
8, Run: 033, F, 0, 33, 0, 0, 0, 0, 0, 77, 65, 65, 0, 0
8, Run: 034, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 035, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 036, P, 0, 36, 0, 0, 0, 0, 0, 138, 0, 2, 1, 2
8, Run: 037, F, 0, 35, 0, 0, 0, 0, 0, 79, 61, 61, 0, 0
8, Run: 038, F, 0, 35, 0, 0, 0, 0, 0, 8, 132, 132, 0, 0
8, Run: 039, F, 0, 33, 0, 0, 0, 0, 0, 21, 121, 121, 0, 0
8, Run: 040, F, 0, 35, 0, 0, 0, 0, 0, 17, 123, 123, 0, 0
8, Run: 041, F, 0, 35, 0, 0, 0, 0, 0, 73, 67, 67, 0, 0
8, Run: 042, F, 0, 37, 0, 0, 0, 0, 0, 93, 45, 45, 0, 0
8, Run: 043, P, 0, 36, 0, 0, 0, 0, 0, 138, 0, 2, 1, 2
8, Run: 044, P, 0, 32, 0, 0, 0, 0, 0, 142, 0, 2, 1, 2
8, Run: 045, F, 0, 35, 0, 0, 0, 0, 0, 41, 99, 99, 0, 0
8, Run: 046, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 047, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 048, F, 0, 39, 0, 0, 0, 0, 0, 39, 97, 97, 0, 0
8, Run: 049, F, 0, 37, 0, 0, 0, 0, 0, 50, 88, 88, 0, 0
8, Run: 050, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 051, F, 0, 37, 0, 0, 0, 0, 0, 2, 136, 136, 0, 0
8, Run: 052, F, 0, 39, 0, 0, 0, 0, 0, 35, 101, 101, 0, 0
8, Run: 053, F, 0, 33, 0, 0, 0, 0, 0, 117, 25, 25, 0, 0
8, Run: 054, F, 0, 33, 0, 0, 0, 0, 0, 67, 75, 75, 0, 0
8, Run: 055, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 056, P, 0, 39, 0, 0, 0, 0, 0, 136, 0, 0, 1, 0
8, Run: 057, P, 0, 40, 0, 0, 0, 0, 0, 134, 0, 2, 1, 2
8, Run: 058, F, 0, 31, 0, 0, 0, 0, 0, 36, 108, 108, 0, 0
8, Run: 059, F, 0, 33, 0, 0, 0, 0, 0, 97, 45, 45, 0, 0
8, Run: 060, F, 0, 41, 0, 0, 0, 0, 0, 37, 97, 97, 0, 0
8, Run: 061, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 062, F, 0, 35, 0, 0, 0, 0, 0, 13, 127, 127, 0, 0
8, Run: 063, P, 0, 39, 0, 0, 0, 0, 0, 136, 0, 0, 1, 0
8, Run: 064, F, 0, 37, 0, 0, 0, 0, 0, 75, 63, 63, 0, 0
8, Run: 065, P, 0, 26, 0, 0, 0, 0, 0, 148, 0, 2, 1, 2
8, Run: 066, F, 0, 33, 0, 0, 0, 0, 0, 6, 136, 136, 0, 0
8, Run: 067, F, 0, 33, 0, 0, 0, 0, 0, 84, 58, 58, 0, 0
8, Run: 068, F, 0, 45, 0, 0, 0, 0, 0, 79, 51, 51, 0, 0
8, Run: 069, F, 0, 33, 0, 0, 0, 0, 0, 26, 116, 116, 0, 0
8, Run: 070, F, 0, 33, 0, 0, 0, 0, 0, 22, 120, 120, 0, 0
8, Run: 071, P, 0, 39, 0, 0, 0, 0, 0, 136, 0, 0, 1, 0
8, Run: 072, P, 0, 37, 0, 0, 0, 0, 0, 138, 0, 0, 1, 0
8, Run: 073, F, 0, 31, 0, 0, 0, 0, 0, 86, 58, 58, 0, 0
8, Run: 074, F, 0, 39, 0, 0, 0, 0, 0, 8, 128, 128, 0, 0
8, Run: 075, P, 0, 39, 0, 0, 0, 0, 0, 136, 0, 0, 1, 0
8, Run: 076, P, 0, 31, 0, 0, 0, 0, 0, 144, 0, 0, 1, 0
8, Run: 077, F, 0, 31, 0, 0, 0, 0, 0, 115, 29, 29, 0, 0
8, Run: 078, F, 0, 35, 0, 0, 0, 0, 0, 64, 76, 76, 0, 0
8, Run: 079, F, 0, 35, 0, 0, 0, 0, 0, 54, 86, 86, 0, 0
8, Run: 080, F, 0, 41, 0, 0, 0, 0, 0, 2, 132, 132, 0, 0
8, Run: 081, F, 0, 39, 0, 0, 0, 0, 0, 9, 127, 127, 0, 0
8, Run: 082, F, 0, 33, 0, 0, 0, 0, 0, 69, 73, 73, 0, 0
8, Run: 083, F, 0, 41, 0, 0, 0, 0, 0, 73, 61, 61, 0, 0
8, Run: 084, P, 0, 34, 0, 0, 0, 0, 0, 140, 0, 2, 1, 2
8, Run: 085, F, 0, 37, 0, 0, 0, 0, 0, 69, 69, 69, 0, 0
8, Run: 086, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 087, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 088, F, 0, 37, 0, 0, 0, 0, 0, 6, 132, 132, 0, 0
8, Run: 089, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 090, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 091, P, 0, 30, 0, 0, 0, 0, 0, 144, 0, 2, 1, 2
8, Run: 092, P, 0, 36, 0, 0, 0, 0, 0, 138, 0, 2, 1, 2
8, Run: 093, F, 0, 41, 0, 0, 0, 0, 0, 36, 98, 98, 0, 0
8, Run: 094, F, 0, 33, 0, 0, 0, 0, 0, 67, 75, 75, 0, 0
8, Run: 095, P, 0, 33, 0, 0, 0, 0, 0, 142, 0, 0, 1, 0
8, Run: 096, F, 0, 33, 0, 0, 0, 0, 0, 34, 108, 108, 0, 0
8, Run: 097, P, 0, 35, 0, 0, 0, 0, 0, 140, 0, 0, 1, 0
8, Run: 098, F, 0, 39, 0, 0, 0, 0, 0, 105, 31, 31, 0, 0
8, Run: 099, F, 0, 39, 0, 0, 0, 0, 0, 100, 36, 36, 0, 0
8, Run: 100, F, 0, 39, 0, 0, 0, 0, 0, 17, 119, 119, 0, 0
9, Run: 001, F, 0, 66, 0, 0, 0, 0, 0, 70, 214, 214, 0, 0
9, Run: 002, P, 0, 60, 0, 0, 0, 0, 0, 290, 0, 0, 1, 0
9, Run: 003, P, 0, 62, 0, 0, 0, 0, 0, 288, 0, 0, 1, 0
9, Run: 004, P, 0, 68, 0, 0, 0, 0, 0, 282, 0, 0, 1, 0
9, Run: 005, F, 0, 68, 0, 0, 0, 0, 0, 20, 262, 262, 0, 0
9, Run: 006, F, 0, 64, 0, 0, 0, 0, 0, 74, 212, 212, 0, 0
9, Run: 007, F, 0, 62, 0, 0, 0, 0, 0, 36, 252, 252, 0, 0
9, Run: 008, F, 0, 66, 0, 0, 0, 0, 0, 38, 246, 246, 0, 0
9, Run: 009, F, 0, 60, 0, 0, 0, 0, 0, 22, 268, 268, 0, 0
9, Run: 010, F, 0, 60, 0, 0, 0, 0, 0, 241, 49, 49, 0, 0
9, Run: 011, P, 0, 64, 0, 0, 0, 0, 0, 286, 0, 0, 1, 0
9, Run: 012, F, 0, 62, 0, 0, 0, 0, 0, 62, 226, 226, 0, 0
9, Run: 013, F, 0, 64, 0, 0, 0, 0, 0, 64, 222, 222, 0, 0
9, Run: 014, P, 0, 61, 0, 0, 0, 0, 0, 288, 0, 2, 1, 2
9, Run: 015, F, 0, 66, 0, 0, 0, 0, 0, 18, 266, 266, 0, 0
9, Run: 016, P, 0, 69, 0, 0, 0, 0, 0, 280, 0, 2, 1, 2
9, Run: 017, F, 0, 62, 0, 0, 0, 0, 0, 117, 171, 171, 0, 0
9, Run: 018, F, 0, 68, 0, 0, 0, 0, 0, 24, 258, 258, 0, 0
9, Run: 019, F, 0, 72, 0, 0, 0, 0, 0, 170, 108, 108, 0, 0
9, Run: 020, P, 0, 56, 0, 0, 0, 0, 0, 294, 0, 0, 1, 0
9, Run: 021, F, 0, 64, 0, 0, 0, 0, 0, 52, 234, 234, 0, 0
9, Run: 022, P, 0, 59, 0, 0, 0, 0, 0, 290, 0, 2, 1, 2
9, Run: 023, F, 0, 64, 0, 0, 0, 0, 0, 30, 256, 256, 0, 0
9, Run: 024, P, 0, 66, 0, 0, 0, 0, 0, 284, 0, 0, 1, 0
9, Run: 025, P, 0, 67, 0, 0, 0, 0, 0, 282, 0, 2, 1, 2
9, Run: 026, P, 0, 58, 0, 0, 0, 0, 0, 292, 0, 0, 1, 0
9, Run: 027, P, 0, 60, 0, 0, 0, 0, 0, 290, 0, 0, 1, 0
9, Run: 028, P, 0, 62, 0, 0, 0, 0, 0, 288, 0, 0, 1, 0
9, Run: 029, F, 0, 62, 0, 0, 0, 0, 0, 116, 172, 172, 0, 0
