Input Number, Run_Number, Result@ 100, X1, Y, X2, NEW_REACTION, Reaction1, Reaction2
INVAR-10, Run: 033, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 034, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 035, P, 0, 0, 11, 19, 31, 31
INVAR-10, Run: 036, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 037, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 038, P, 0, 0, 15, 23, 27, 27
INVAR-10, Run: 039, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 040, P, 0, 0, 16, 24, 26, 26
INVAR-10, Run: 041, P, 0, 0, 16, 24, 26, 26
INVAR-10, Run: 042, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 043, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 044, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 045, P, 0, 0, 16, 24, 26, 26
INVAR-10, Run: 046, P, 0, 0, 11, 19, 31, 31
INVAR-10, Run: 047, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 048, P, 0, 0, 9, 17, 33, 33
INVAR-10, Run: 049, P, 0, 0, 8, 16, 34, 34
INVAR-10, Run: 050, P, 0, 0, 17, 25, 25, 25
INVAR-10, Run: 051, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 052, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 053, P, 0, 0, 11, 19, 31, 31
INVAR-10, Run: 054, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 055, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 056, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 057, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 058, P, 0, 0, 11, 19, 31, 31
INVAR-10, Run: 059, P, 0, 0, 7, 15, 35, 35
INVAR-10, Run: 060, P, 0, 0, 16, 24, 26, 26
INVAR-10, Run: 061, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 062, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 063, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 064, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 065, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 066, P, 0, 0, 11, 19, 31, 31
INVAR-10, Run: 067, P, 0, 0, 17, 25, 25, 25
INVAR-10, Run: 068, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 069, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 070, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 071, P, 0, 0, 20, 28, 22, 22
INVAR-10, Run: 072, P, 0, 0, 19, 27, 23, 23
INVAR-10, Run: 073, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 074, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 075, P, 0, 0, 8, 16, 34, 34
INVAR-10, Run: 076, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 077, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 078, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 079, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 080, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 081, P, 0, 0, 9, 17, 33, 33
INVAR-10, Run: 082, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 083, P, 0, 0, 15, 23, 27, 27
INVAR-10, Run: 084, P, 0, 0, 8, 16, 34, 34
INVAR-10, Run: 085, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 086, P, 0, 0, 15, 23, 27, 27
INVAR-10, Run: 087, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 088, P, 0, 0, 9, 17, 33, 33
INVAR-10, Run: 089, P, 0, 0, 9, 17, 33, 33
INVAR-10, Run: 090, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 091, P, 0, 0, 15, 23, 27, 27
INVAR-10, Run: 092, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 093, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 094, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 095, P, 0, 0, 13, 21, 29, 29
INVAR-10, Run: 096, P, 0, 0, 10, 18, 32, 32
INVAR-10, Run: 097, P, 0, 0, 12, 20, 30, 30
INVAR-10, Run: 098, P, 0, 0, 14, 22, 28, 28
INVAR-10, Run: 099, P, 0, 0, 15, 23, 27, 27
INVAR-10, Run: 100, P, 0, 0, 12, 20, 30, 30
INVAR-11, Run: 001, P, 0, 0, 3, 45, 55, 55
INVAR-11, Run: 002, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 003, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 004, P, 0, 0, 14, 56, 44, 44
INVAR-11, Run: 005, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 006, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 007, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 008, P, 0, 0, 17, 59, 41, 41
INVAR-11, Run: 009, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 010, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 011, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 012, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 013, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 014, P, 0, 0, 5, 47, 53, 53
INVAR-11, Run: 015, P, 0, 0, 5, 47, 53, 53
INVAR-11, Run: 016, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 017, P, 0, 0, 16, 58, 42, 42
INVAR-11, Run: 018, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 019, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 020, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 021, P, 0, 0, 13, 55, 45, 45
INVAR-11, Run: 022, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 023, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 024, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 025, P, 0, 0, 3, 45, 55, 55
INVAR-11, Run: 026, P, 0, 0, 16, 58, 42, 42
INVAR-11, Run: 027, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 028, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 029, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 030, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 031, P, 0, 0, 4, 46, 54, 54
INVAR-11, Run: 032, P, 0, 0, 15, 57, 43, 43
INVAR-11, Run: 033, P, 0, 0, 14, 56, 44, 44
INVAR-11, Run: 034, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 035, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 036, P, 0, 0, 5, 47, 53, 53
INVAR-11, Run: 037, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 038, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 039, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 040, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 041, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 042, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 043, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 044, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 045, P, 0, 0, 15, 57, 43, 43
INVAR-11, Run: 046, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 047, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 048, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 049, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 050, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 051, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 052, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 053, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 054, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 055, P, 0, 0, 5, 47, 53, 53
INVAR-11, Run: 056, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 057, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 058, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 059, P, 0, 0, 4, 46, 54, 54
INVAR-11, Run: 060, P, 0, 0, 13, 55, 45, 45
INVAR-11, Run: 061, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 062, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 063, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 064, P, 0, 0, 3, 45, 55, 55
INVAR-11, Run: 065, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 066, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 067, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 068, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 069, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 070, P, 0, 0, 9, 51, 49, 49
INVAR-11, Run: 071, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 072, P, 0, 0, 13, 55, 45, 45
INVAR-11, Run: 073, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 074, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 075, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 076, P, 0, 0, 13, 55, 45, 45
INVAR-11, Run: 077, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 078, P, 0, 0, 12, 54, 46, 46
INVAR-11, Run: 079, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 080, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 081, P, 0, 0, 5, 47, 53, 53
INVAR-11, Run: 082, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 083, P, 0, 0, 14, 56, 44, 44
INVAR-11, Run: 084, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 085, P, 0, 0, 4, 46, 54, 54
INVAR-11, Run: 086, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 087, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 088, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 089, P, 0, 0, 7, 49, 51, 51
INVAR-11, Run: 090, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 091, P, 0, 0, 11, 53, 47, 47
INVAR-11, Run: 092, P, 0, 0, 15, 57, 43, 43
INVAR-11, Run: 093, P, 0, 0, 8, 50, 50, 50
INVAR-11, Run: 094, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 095, P, 0, 0, 13, 55, 45, 45
INVAR-11, Run: 096, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 097, P, 0, 0, 6, 48, 52, 52
INVAR-11, Run: 098, P, 0, 0, 16, 58, 42, 42
INVAR-11, Run: 099, P, 0, 0, 10, 52, 48, 48
INVAR-11, Run: 100, P, 0, 0, 16, 58, 42, 42
INVAR-12, Run: 001, P, 0, 0, 12, 82, 118, 118
INVAR-12, Run: 002, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 003, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 004, P, 0, 0, 36, 106, 94, 94
INVAR-12, Run: 005, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 006, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 007, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 008, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 009, P, 0, 0, 32, 102, 98, 98
INVAR-12, Run: 010, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 011, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 012, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 013, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 014, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 015, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 016, P, 0, 0, 19, 89, 111, 111
INVAR-12, Run: 017, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 018, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 019, P, 0, 0, 18, 88, 112, 112
INVAR-12, Run: 020, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 021, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 022, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 023, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 024, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 025, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 026, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 027, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 028, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 029, P, 0, 0, 15, 85, 115, 115
INVAR-12, Run: 030, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 031, P, 0, 0, 18, 88, 112, 112
INVAR-12, Run: 032, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 033, P, 0, 0, 20, 90, 110, 110
INVAR-12, Run: 034, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 035, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 036, P, 0, 0, 18, 88, 112, 112
INVAR-12, Run: 037, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 038, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 039, P, 0, 0, 36, 106, 94, 94
INVAR-12, Run: 040, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 041, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 042, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 043, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 044, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 045, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 046, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 047, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 048, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 049, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 050, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 051, P, 0, 0, 27, 97, 103, 103
INVAR-12, Run: 052, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 053, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 054, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 055, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 056, P, 0, 0, 23, 93, 107, 107
INVAR-12, Run: 057, P, 0, 0, 22, 92, 108, 108
INVAR-12, Run: 058, P, 0, 0, 27, 97, 103, 103
INVAR-12, Run: 059, P, 0, 0, 20, 90, 110, 110
INVAR-12, Run: 060, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 061, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 062, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 063, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 064, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 065, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 066, P, 0, 0, 34, 104, 96, 96
INVAR-12, Run: 067, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 068, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 069, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 070, P, 0, 0, 34, 104, 96, 96
INVAR-12, Run: 071, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 072, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 073, P, 0, 0, 32, 102, 98, 98
INVAR-12, Run: 074, P, 0, 0, 41, 111, 89, 89
INVAR-12, Run: 075, P, 0, 0, 36, 106, 94, 94
INVAR-12, Run: 076, P, 0, 0, 30, 100, 100, 100
INVAR-12, Run: 077, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 078, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 079, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 080, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 081, P, 0, 0, 27, 97, 103, 103
INVAR-12, Run: 082, P, 0, 0, 26, 96, 104, 104
INVAR-12, Run: 083, P, 0, 0, 34, 104, 96, 96
INVAR-12, Run: 084, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 085, P, 0, 0, 31, 101, 99, 99
INVAR-12, Run: 086, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 087, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 088, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 089, P, 0, 0, 29, 99, 101, 101
INVAR-12, Run: 090, P, 0, 0, 33, 103, 97, 97
INVAR-12, Run: 091, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 092, P, 0, 0, 34, 104, 96, 96
INVAR-12, Run: 093, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 094, P, 0, 0, 25, 95, 105, 105
INVAR-12, Run: 095, P, 0, 0, 21, 91, 109, 109
INVAR-12, Run: 096, P, 0, 0, 24, 94, 106, 106
INVAR-12, Run: 097, P, 0, 0, 32, 102, 98, 98
INVAR-12, Run: 098, P, 0, 0, 27, 97, 103, 103
INVAR-12, Run: 099, P, 0, 0, 28, 98, 102, 102
INVAR-12, Run: 100, P, 0, 0, 39, 109, 91, 91
INVAR-13, Run: 001, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 002, P, 0, 2, 0, 11, 7, 5
INVAR-13, Run: 003, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 004, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 005, P, 0, 2, 0, 11, 7, 5
INVAR-13, Run: 006, P, 0, 2, 0, 11, 7, 5
INVAR-13, Run: 007, P, 0, 0, 0, 13, 5, 5
INVAR-13, Run: 008, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 009, P, 0, 3, 0, 10, 8, 5
INVAR-13, Run: 010, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 011, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 012, P, 0, 3, 0, 10, 8, 5
INVAR-13, Run: 013, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 014, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 015, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 016, P, 0, 1, 0, 12, 6, 5
INVAR-13, Run: 017, P, 0, 2, 0, 11, 7, 5
INVAR-13, Run: 018, P, 0, 3, 0, 10, 8, 5
INVAR-13, Run: 019, P, 0, 4, 0, 9, 9, 5
INVAR-13, Run: 020, P, 0, 4, 0, 9, 9, 5
INVAR-13, Run: 021, P, 0, 3, 0, 10, 8, 5
