Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, Y, PE, CE, CO, E, F
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 5, 49, 1, 0, 0, 9, 0
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 5, 51, 1, 2, 0, 8, 0
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 9, 45, 1, 0, 0, 9, 0
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 22, 34, 1, 2, 0, 8, 0
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 8, 46, 1, 0, 0, 9, 0
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 4, 50, 1, 0, 0, 9, 0
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 13, 43, 1, 2, 0, 8, 0
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 13, 41, 1, 0, 0, 9, 0
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 17, 37, 1, 0, 0, 9, 0
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 23, 31, 1, 0, 0, 9, 0
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 6, 48, 1, 0, 0, 9, 0
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 12, 42, 1, 0, 0, 9, 0
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 3, 51, 1, 0, 0, 9, 0
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 18, 38, 1, 2, 0, 8, 0
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 18, 38, 1, 2, 0, 8, 0
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 21, 35, 1, 2, 0, 8, 0
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 26, 30, 1, 2, 0, 8, 0
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 19, 35, 1, 0, 0, 9, 0
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 21, 33, 1, 0, 0, 9, 0
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 3, 51, 1, 0, 0, 9, 0
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 20, 34, 1, 0, 0, 9, 0
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 17, 37, 1, 0, 0, 9, 0
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 19, 37, 1, 2, 0, 8, 0
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 17, 37, 1, 0, 0, 9, 0
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 5, 49, 1, 0, 0, 9, 0
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 11, 43, 1, 0, 0, 9, 0
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 2, 52, 1, 0, 0, 9, 0
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 3, 51, 1, 0, 0, 9, 0
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 30, 26, 1, 2, 0, 8, 0
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 3, 51, 1, 0, 0, 9, 0
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 10, 46, 1, 2, 0, 8, 0
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 1, 55, 1, 2, 0, 8, 0
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 5, 49, 1, 0, 0, 9, 0
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 3, 51, 1, 0, 0, 9, 0
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 19, 35, 1, 0, 0, 9, 0
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 0, 54, 1, 0, 0, 9, 0
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 34, 568, 1, 2, 0, 99, 0
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 11, 589, 1, 0, 0, 100, 0
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 1, 599, 1, 0, 0, 100, 0
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 79, 521, 1, 0, 0, 100, 0
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 51, 551, 1, 2, 0, 99, 0
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 5, 595, 1, 0, 0, 100, 0
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 36, 564, 1, 0, 0, 100, 0
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 7, 593, 1, 0, 0, 100, 0
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 22, 580, 1, 2, 0, 99, 0
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 15, 585, 1, 0, 0, 100, 0
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 8, 592, 1, 0, 0, 100, 0
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 6, 596, 1, 2, 0, 99, 0
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 18, 582, 1, 0, 0, 100, 0
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 3, 597, 1, 0, 0, 100, 0
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 33, 567, 1, 0, 0, 100, 0
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 30, 570, 1, 0, 0, 100, 0
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 22, 580, 1, 2, 0, 99, 0
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 43, 559, 1, 2, 0, 99, 0
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 8, 594, 1, 2, 0, 99, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 38, 562, 1, 0, 0, 100, 0
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 57, 545, 1, 2, 0, 99, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 13, 589, 1, 2, 0, 99, 0
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 7, 593, 1, 0, 0, 100, 0
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 17, 585, 1, 2, 0, 99, 0
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 21, 579, 1, 0, 0, 100, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 45, 555, 1, 0, 0, 100, 0
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 40, 562, 1, 2, 0, 99, 0
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 25, 577, 1, 2, 0, 99, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 35, 565, 1, 0, 0, 100, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 43, 557, 1, 0, 0, 100, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 31, 571, 1, 2, 0, 99, 0
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 44, 556, 1, 0, 0, 100, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 16, 584, 1, 0, 0, 100, 0
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 18, 584, 1, 2, 0, 99, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 15, 587, 1, 2, 0, 99, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 29, 571, 1, 0, 0, 100, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 46, 554, 1, 0, 0, 100, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 22, 580, 1, 2, 0, 99, 0
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 18, 582, 1, 0, 0, 100, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 55, 547, 1, 2, 0, 99, 0
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 14, 586, 1, 0, 0, 100, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 10, 590, 1, 0, 0, 100, 0
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 28, 572, 1, 0, 0, 100, 0
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 20, 582, 1, 2, 0, 99, 0
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 9, 591, 1, 0, 0, 100, 0
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 9, 591, 1, 0, 0, 100, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 2, 598, 1, 0, 0, 100, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 5, 595, 1, 0, 0, 100, 0
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 18, 582, 1, 0, 0, 100, 0
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 33, 569, 1, 2, 0, 99, 0
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 94, 508, 1, 2, 0, 99, 0
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 25, 575, 1, 0, 0, 100, 0
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 82, 520, 1, 2, 0, 99, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 12, 588, 1, 0, 0, 100, 0
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 26, 576, 1, 2, 0, 99, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 32, 570, 1, 2, 0, 99, 0
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 1, 599, 1, 0, 0, 100, 0
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 27, 573, 1, 0, 0, 100, 0
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 8, 592, 1, 0, 0, 100, 0
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 6, 596, 1, 2, 0, 99, 0
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 20, 580, 1, 0, 0, 100, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 39, 561, 1, 0, 0, 100, 0
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 41, 559, 1, 0, 0, 100, 0
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 58, 542, 1, 0, 0, 100, 0
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 20, 582, 1, 2, 0, 99, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 57, 543, 1, 0, 0, 100, 0
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 34, 566, 1, 0, 0, 100, 0
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 11, 591, 1, 2, 0, 99, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 41, 561, 1, 2, 0, 99, 0
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 11, 589, 1, 0, 0, 100, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 24, 576, 1, 0, 0, 100, 0
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 7, 595, 1, 2, 0, 99, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 32, 568, 1, 0, 0, 100, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 48, 552, 1, 0, 0, 100, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 86, 516, 1, 2, 0, 99, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 2, 598, 1, 0, 0, 100, 0
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 35, 565, 1, 0, 0, 100, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 25, 577, 1, 2, 0, 99, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 43, 557, 1, 0, 0, 100, 0
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 12, 588, 1, 0, 0, 100, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 22, 578, 1, 0, 0, 100, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 11, 589, 1, 0, 0, 100, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 24, 578, 1, 2, 0, 99, 0
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 4, 596, 1, 0, 0, 100, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 27, 573, 1, 0, 0, 100, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 600, 1, 0, 0, 100, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 6, 594, 1, 0, 0, 100, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 25, 575, 1, 0, 0, 100, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 13, 587, 1, 0, 0, 100, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 5, 595, 1, 0, 0, 100, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 2, 598, 1, 0, 0, 100, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 29, 571, 1, 0, 0, 100, 0
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 6, 164, 1, 2, 0, 27, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 47, 123, 1, 2, 0, 27, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 7, 161, 1, 0, 0, 28, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 17, 151, 1, 0, 0, 28, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 2, 168, 1, 2, 0, 27, 0
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 25, 145, 1, 2, 0, 27, 0
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 24, 144, 1, 0, 0, 28, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 29, 139, 1, 0, 0, 28, 0
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 38, 130, 1, 0, 0, 28, 0
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 16, 152, 1, 0, 0, 28, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 40, 128, 1, 0, 0, 28, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 9, 161, 1, 2, 0, 27, 0
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 19, 149, 1, 0, 0, 28, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 10, 158, 1, 0, 0, 28, 0
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 30, 140, 1, 2, 0, 27, 0
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 32, 138, 1, 2, 0, 27, 0
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 28, 140, 1, 0, 0, 28, 0
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 19, 151, 1, 2, 0, 27, 0
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 8, 162, 1, 2, 0, 27, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 2, 168, 1, 2, 0, 27, 0
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 3, 165, 1, 0, 0, 28, 0
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 16, 152, 1, 0, 0, 28, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 52, 116, 1, 0, 0, 28, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 34, 134, 1, 0, 0, 28, 0
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 6, 164, 1, 2, 0, 27, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 19, 151, 1, 2, 0, 27, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 37, 131, 1, 0, 0, 28, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 79, 89, 1, 0, 0, 28, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 10, 158, 1, 0, 0, 28, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 29, 139, 1, 0, 0, 28, 0
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 20, 150, 1, 2, 0, 27, 0
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 24, 144, 1, 0, 0, 28, 0
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 1, 167, 1, 0, 0, 28, 0
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 3, 165, 1, 0, 0, 28, 0
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 36, 132, 1, 0, 0, 28, 0
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 35, 133, 1, 0, 0, 28, 0
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 35, 133, 1, 0, 0, 28, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 6, 162, 1, 0, 0, 28, 0
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 3, 167, 1, 2, 0, 27, 0
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 13, 157, 1, 2, 0, 27, 0
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 38, 132, 1, 2, 0, 27, 0
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 15, 153, 1, 0, 0, 28, 0
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 21, 147, 1, 0, 0, 28, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 31, 137, 1, 0, 0, 28, 0
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 9, 159, 1, 0, 0, 28, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 22, 146, 1, 0, 0, 28, 0
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 13, 155, 1, 0, 0, 28, 0
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 8, 160, 1, 0, 0, 28, 0
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 18, 150, 1, 0, 0, 28, 0
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 4, 164, 1, 0, 0, 28, 0
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 47, 123, 1, 2, 0, 27, 0
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 17, 153, 1, 2, 0, 27, 0
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 26, 144, 1, 2, 0, 27, 0
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 14, 154, 1, 0, 0, 28, 0
