Input Number, Run_Number, Result@ 100, Y, X, XP, Z, YP
INVAR-18, Run: 030, F, 0, 0, 82, 165, 0
INVAR-18, Run: 031, F, 0, 0, 83, 165, 0
INVAR-18, Run: 032, F, 0, 0, 87, 165, 0
INVAR-18, Run: 033, F, 0, 0, 85, 165, 0
INVAR-18, Run: 034, F, 0, 0, 89, 165, 0
INVAR-18, Run: 035, F, 0, 0, 87, 165, 0
INVAR-18, Run: 036, F, 0, 0, 82, 165, 0
INVAR-18, Run: 037, F, 0, 0, 87, 165, 0
INVAR-18, Run: 038, F, 0, 0, 79, 165, 0
INVAR-18, Run: 039, F, 0, 0, 75, 165, 0
INVAR-18, Run: 040, F, 0, 0, 78, 165, 0
INVAR-18, Run: 041, F, 0, 0, 77, 165, 0
INVAR-18, Run: 042, F, 0, 0, 89, 165, 0
INVAR-18, Run: 043, F, 0, 0, 98, 165, 0
INVAR-18, Run: 044, F, 0, 0, 80, 165, 0
INVAR-18, Run: 045, F, 0, 0, 82, 165, 0
INVAR-18, Run: 046, F, 0, 0, 74, 165, 0
INVAR-18, Run: 047, F, 0, 0, 77, 165, 0
INVAR-18, Run: 048, F, 0, 0, 79, 165, 0
INVAR-18, Run: 049, F, 0, 0, 87, 165, 0
INVAR-18, Run: 050, F, 0, 0, 87, 165, 0
INVAR-18, Run: 051, F, 0, 0, 84, 165, 0
INVAR-18, Run: 052, F, 0, 0, 75, 165, 0
INVAR-18, Run: 053, F, 0, 0, 80, 165, 0
INVAR-18, Run: 054, F, 0, 0, 73, 165, 0
INVAR-18, Run: 055, F, 0, 0, 77, 165, 0
INVAR-18, Run: 056, F, 0, 0, 74, 165, 0
INVAR-18, Run: 057, F, 0, 0, 79, 165, 0
INVAR-18, Run: 058, F, 0, 0, 88, 165, 0
INVAR-18, Run: 059, F, 0, 0, 82, 165, 0
INVAR-18, Run: 060, F, 0, 0, 87, 165, 0
INVAR-18, Run: 061, F, 0, 0, 84, 165, 0
INVAR-18, Run: 062, F, 0, 0, 77, 165, 0
INVAR-18, Run: 063, F, 0, 0, 87, 165, 0
INVAR-18, Run: 064, F, 0, 0, 86, 165, 0
INVAR-18, Run: 065, F, 0, 0, 88, 165, 0
INVAR-18, Run: 066, F, 0, 0, 87, 165, 0
INVAR-18, Run: 067, F, 0, 0, 88, 165, 0
INVAR-18, Run: 068, F, 0, 0, 80, 165, 0
INVAR-18, Run: 069, F, 0, 0, 87, 165, 0
INVAR-18, Run: 070, F, 0, 0, 74, 165, 0
INVAR-18, Run: 071, F, 0, 0, 81, 165, 0
INVAR-18, Run: 072, F, 0, 0, 85, 165, 0
INVAR-18, Run: 073, F, 0, 0, 89, 165, 0
INVAR-18, Run: 074, F, 0, 0, 81, 165, 0
INVAR-18, Run: 075, F, 0, 0, 70, 165, 0
INVAR-18, Run: 076, F, 0, 0, 77, 165, 0
INVAR-18, Run: 077, F, 0, 0, 92, 165, 0
INVAR-18, Run: 078, F, 0, 0, 73, 165, 0
INVAR-18, Run: 079, F, 0, 0, 88, 165, 0
INVAR-18, Run: 080, F, 0, 0, 82, 165, 0
INVAR-18, Run: 081, F, 0, 0, 83, 165, 0
INVAR-18, Run: 082, F, 0, 0, 80, 165, 0
INVAR-18, Run: 083, F, 0, 0, 84, 165, 0
INVAR-18, Run: 084, F, 0, 0, 94, 165, 0
INVAR-18, Run: 085, F, 0, 0, 71, 165, 0
INVAR-18, Run: 086, F, 0, 0, 85, 165, 0
INVAR-18, Run: 087, F, 0, 0, 70, 165, 0
INVAR-18, Run: 088, F, 0, 0, 77, 165, 0
INVAR-18, Run: 089, F, 0, 0, 86, 165, 0
INVAR-18, Run: 090, F, 0, 0, 80, 165, 0
INVAR-18, Run: 091, F, 0, 0, 82, 165, 0
INVAR-18, Run: 092, F, 0, 0, 81, 165, 0
INVAR-18, Run: 093, F, 0, 0, 74, 165, 0
INVAR-18, Run: 094, F, 0, 0, 81, 165, 0
INVAR-18, Run: 095, F, 0, 0, 83, 165, 0
INVAR-18, Run: 096, F, 0, 0, 84, 165, 0
INVAR-18, Run: 097, F, 0, 0, 81, 165, 0
INVAR-18, Run: 098, F, 0, 0, 73, 165, 0
INVAR-18, Run: 099, F, 0, 0, 77, 165, 0
INVAR-18, Run: 100, F, 0, 0, 77, 165, 0
INVAR-19, Run: 001, P, 0, 0, 35, 35, 0
INVAR-19, Run: 002, P, 0, 0, 35, 35, 0
INVAR-19, Run: 003, P, 0, 0, 35, 35, 0
INVAR-19, Run: 004, P, 0, 0, 35, 35, 0
INVAR-19, Run: 005, P, 0, 0, 35, 35, 0
INVAR-19, Run: 006, P, 0, 0, 35, 35, 0
INVAR-19, Run: 007, P, 0, 0, 35, 35, 0
INVAR-19, Run: 008, P, 0, 0, 35, 35, 0
INVAR-19, Run: 009, P, 0, 0, 35, 35, 0
INVAR-19, Run: 010, P, 0, 0, 35, 35, 0
INVAR-19, Run: 011, P, 0, 0, 35, 35, 0
INVAR-19, Run: 012, P, 0, 0, 35, 35, 0
INVAR-19, Run: 013, P, 0, 0, 35, 35, 0
INVAR-19, Run: 014, P, 0, 0, 35, 35, 0
INVAR-19, Run: 015, P, 0, 0, 35, 35, 0
INVAR-19, Run: 016, P, 0, 0, 35, 35, 0
INVAR-19, Run: 017, P, 0, 0, 35, 35, 0
INVAR-19, Run: 018, P, 0, 0, 35, 35, 0
INVAR-19, Run: 019, P, 0, 0, 35, 35, 0
INVAR-19, Run: 020, P, 0, 0, 35, 35, 0
INVAR-19, Run: 021, P, 0, 0, 35, 35, 0
INVAR-19, Run: 022, P, 0, 0, 35, 35, 0
INVAR-19, Run: 023, P, 0, 0, 35, 35, 0
INVAR-19, Run: 024, P, 0, 0, 35, 35, 0
INVAR-19, Run: 025, P, 0, 0, 35, 35, 0
INVAR-19, Run: 026, P, 0, 0, 35, 35, 0
INVAR-19, Run: 027, P, 0, 0, 35, 35, 0
INVAR-19, Run: 028, P, 0, 0, 35, 35, 0
INVAR-19, Run: 029, P, 0, 0, 35, 35, 0
INVAR-19, Run: 030, P, 0, 0, 35, 35, 0
INVAR-19, Run: 031, P, 0, 0, 35, 35, 0
INVAR-19, Run: 032, P, 0, 0, 35, 35, 0
INVAR-19, Run: 033, P, 0, 0, 35, 35, 0
INVAR-19, Run: 034, P, 0, 0, 35, 35, 0
INVAR-19, Run: 035, P, 0, 0, 35, 35, 0
INVAR-19, Run: 036, P, 0, 0, 35, 35, 0
INVAR-19, Run: 037, P, 0, 0, 35, 35, 0
INVAR-19, Run: 038, P, 0, 0, 35, 35, 0
INVAR-19, Run: 039, P, 0, 0, 35, 35, 0
INVAR-19, Run: 040, P, 0, 0, 35, 35, 0
INVAR-19, Run: 041, P, 0, 0, 35, 35, 0
INVAR-19, Run: 042, P, 0, 0, 35, 35, 0
INVAR-19, Run: 043, P, 0, 0, 35, 35, 0
INVAR-19, Run: 044, P, 0, 0, 35, 35, 0
INVAR-19, Run: 045, P, 0, 0, 35, 35, 0
INVAR-19, Run: 046, P, 0, 0, 35, 35, 0
INVAR-19, Run: 047, P, 0, 0, 35, 35, 0
INVAR-19, Run: 048, P, 0, 0, 35, 35, 0
INVAR-19, Run: 049, P, 0, 0, 35, 35, 0
INVAR-19, Run: 050, P, 0, 0, 35, 35, 0
INVAR-19, Run: 051, P, 0, 0, 35, 35, 0
INVAR-19, Run: 052, P, 0, 0, 35, 35, 0
INVAR-19, Run: 053, P, 0, 0, 35, 35, 0
INVAR-19, Run: 054, P, 0, 0, 35, 35, 0
INVAR-19, Run: 055, P, 0, 0, 35, 35, 0
INVAR-19, Run: 056, P, 0, 0, 35, 35, 0
INVAR-19, Run: 057, P, 0, 0, 35, 35, 0
INVAR-19, Run: 058, P, 0, 0, 35, 35, 0
INVAR-19, Run: 059, P, 0, 0, 35, 35, 0
INVAR-19, Run: 060, P, 0, 0, 35, 35, 0
INVAR-19, Run: 061, P, 0, 0, 35, 35, 0
INVAR-19, Run: 062, P, 0, 0, 35, 35, 0
INVAR-19, Run: 063, P, 0, 0, 35, 35, 0
INVAR-19, Run: 064, P, 0, 0, 35, 35, 0
INVAR-19, Run: 065, P, 0, 0, 35, 35, 0
INVAR-19, Run: 066, P, 0, 0, 35, 35, 0
INVAR-19, Run: 067, P, 0, 0, 35, 35, 0
INVAR-19, Run: 068, P, 0, 0, 35, 35, 0
INVAR-19, Run: 069, P, 0, 0, 35, 35, 0
INVAR-19, Run: 070, P, 0, 0, 35, 35, 0
INVAR-19, Run: 071, P, 0, 0, 35, 35, 0
INVAR-19, Run: 072, P, 0, 0, 35, 35, 0
INVAR-19, Run: 073, P, 0, 0, 35, 35, 0
INVAR-19, Run: 074, P, 0, 0, 35, 35, 0
INVAR-19, Run: 075, P, 0, 0, 35, 35, 0
INVAR-19, Run: 076, P, 0, 0, 35, 35, 0
INVAR-19, Run: 077, P, 0, 0, 35, 35, 0
INVAR-19, Run: 078, P, 0, 0, 35, 35, 0
INVAR-19, Run: 079, P, 0, 0, 35, 35, 0
INVAR-19, Run: 080, P, 0, 0, 35, 35, 0
INVAR-19, Run: 081, P, 0, 0, 35, 35, 0
INVAR-19, Run: 082, P, 0, 0, 35, 35, 0
INVAR-19, Run: 083, P, 0, 0, 35, 35, 0
INVAR-19, Run: 084, P, 0, 0, 35, 35, 0
INVAR-19, Run: 085, P, 0, 0, 35, 35, 0
INVAR-19, Run: 086, P, 0, 0, 35, 35, 0
INVAR-19, Run: 087, P, 0, 0, 35, 35, 0
INVAR-19, Run: 088, P, 0, 0, 35, 35, 0
INVAR-19, Run: 089, P, 0, 0, 35, 35, 0
INVAR-19, Run: 090, P, 0, 0, 35, 35, 0
INVAR-19, Run: 091, P, 0, 0, 35, 35, 0
INVAR-19, Run: 092, P, 0, 0, 35, 35, 0
INVAR-19, Run: 093, P, 0, 0, 35, 35, 0
INVAR-19, Run: 094, P, 0, 0, 35, 35, 0
INVAR-19, Run: 095, P, 0, 0, 35, 35, 0
INVAR-19, Run: 096, P, 0, 0, 35, 35, 0
INVAR-19, Run: 097, P, 0, 0, 35, 35, 0
INVAR-19, Run: 098, P, 0, 0, 35, 35, 0
INVAR-19, Run: 099, P, 0, 0, 35, 35, 0
INVAR-19, Run: 100, P, 0, 0, 35, 35, 0
INVAR-2, Run: 001, F, 0, 0, 19, 60, 0
INVAR-2, Run: 002, F, 0, 0, 26, 60, 0
INVAR-2, Run: 003, F, 0, 0, 25, 60, 0
INVAR-2, Run: 004, F, 0, 0, 24, 60, 0
INVAR-2, Run: 005, F, 0, 0, 27, 60, 0
INVAR-2, Run: 006, F, 0, 0, 27, 60, 0
INVAR-2, Run: 007, F, 0, 0, 26, 60, 0
INVAR-2, Run: 008, F, 0, 0, 22, 60, 0
INVAR-2, Run: 009, F, 0, 0, 24, 60, 0
INVAR-2, Run: 010, F, 0, 0, 28, 60, 0
INVAR-2, Run: 011, F, 0, 0, 27, 60, 0
INVAR-2, Run: 012, F, 0, 0, 28, 60, 0
INVAR-2, Run: 013, F, 0, 0, 25, 60, 0
INVAR-2, Run: 014, F, 0, 0, 29, 60, 0
INVAR-2, Run: 015, F, 0, 0, 27, 60, 0
INVAR-2, Run: 016, F, 0, 0, 27, 60, 0
INVAR-2, Run: 017, F, 0, 0, 27, 60, 0
INVAR-2, Run: 018, F, 0, 0, 29, 60, 0
INVAR-2, Run: 019, F, 0, 0, 31, 60, 0
INVAR-2, Run: 020, F, 0, 0, 24, 60, 0
INVAR-2, Run: 021, F, 0, 0, 19, 60, 0
INVAR-2, Run: 022, F, 0, 0, 22, 60, 0
INVAR-2, Run: 023, F, 0, 0, 29, 60, 0
INVAR-2, Run: 024, F, 0, 0, 27, 60, 0
INVAR-2, Run: 025, F, 0, 0, 35, 60, 0
INVAR-2, Run: 026, F, 0, 0, 28, 60, 0
INVAR-2, Run: 027, F, 0, 0, 25, 60, 0
INVAR-2, Run: 028, F, 0, 0, 28, 60, 0
INVAR-2, Run: 029, F, 0, 0, 25, 60, 0
INVAR-2, Run: 030, F, 0, 0, 29, 60, 0
INVAR-2, Run: 031, F, 0, 0, 21, 60, 0
INVAR-2, Run: 032, F, 0, 0, 29, 60, 0
INVAR-2, Run: 033, F, 0, 0, 23, 60, 0
INVAR-2, Run: 034, F, 0, 0, 20, 60, 0
INVAR-2, Run: 035, F, 0, 0, 27, 60, 0
INVAR-2, Run: 036, F, 0, 0, 30, 60, 0
INVAR-2, Run: 037, F, 0, 0, 30, 60, 0
INVAR-2, Run: 038, F, 0, 0, 21, 60, 0
INVAR-2, Run: 039, F, 0, 0, 15, 60, 0
INVAR-2, Run: 040, F, 0, 0, 28, 60, 0
INVAR-2, Run: 041, F, 0, 0, 29, 60, 0
INVAR-2, Run: 042, F, 0, 0, 27, 60, 0
INVAR-2, Run: 043, F, 0, 0, 26, 60, 0
INVAR-2, Run: 044, F, 0, 0, 23, 60, 0
INVAR-2, Run: 045, F, 0, 0, 26, 60, 0
INVAR-2, Run: 046, F, 0, 0, 27, 60, 0
INVAR-2, Run: 047, F, 0, 0, 23, 60, 0
INVAR-2, Run: 048, F, 0, 0, 24, 60, 0
INVAR-2, Run: 049, F, 0, 0, 22, 60, 0
INVAR-2, Run: 050, F, 0, 0, 23, 60, 0
INVAR-2, Run: 051, F, 0, 0, 28, 60, 0
INVAR-2, Run: 052, F, 0, 0, 27, 60, 0
INVAR-2, Run: 053, F, 0, 0, 22, 60, 0
INVAR-2, Run: 054, F, 0, 0, 20, 60, 0
INVAR-2, Run: 055, F, 0, 0, 21, 60, 0
INVAR-2, Run: 056, F, 0, 0, 20, 60, 0
INVAR-2, Run: 057, F, 0, 0, 18, 60, 0
INVAR-2, Run: 058, F, 0, 0, 30, 60, 0
INVAR-2, Run: 059, F, 0, 0, 25, 60, 0
INVAR-2, Run: 060, F, 0, 0, 26, 60, 0
INVAR-2, Run: 061, F, 0, 0, 29, 60, 0
INVAR-2, Run: 062, F, 0, 0, 24, 60, 0
INVAR-2, Run: 063, F, 0, 0, 27, 60, 0
INVAR-2, Run: 064, F, 0, 0, 28, 60, 0
INVAR-2, Run: 065, F, 0, 0, 28, 60, 0
INVAR-2, Run: 066, F, 0, 0, 24, 60, 0
INVAR-2, Run: 067, F, 0, 0, 29, 60, 0
INVAR-2, Run: 068, F, 0, 0, 25, 60, 0
INVAR-2, Run: 069, F, 0, 0, 26, 60, 0
INVAR-2, Run: 070, F, 0, 0, 31, 60, 0
INVAR-2, Run: 071, F, 0, 0, 29, 60, 0
INVAR-2, Run: 072, F, 0, 0, 26, 60, 0
INVAR-2, Run: 073, F, 0, 0, 30, 60, 0
INVAR-2, Run: 074, F, 0, 0, 19, 60, 0
INVAR-2, Run: 075, F, 0, 0, 25, 60, 0
INVAR-2, Run: 076, F, 0, 0, 31, 60, 0
INVAR-2, Run: 077, F, 0, 0, 26, 60, 0
INVAR-2, Run: 078, F, 0, 0, 26, 60, 0
INVAR-2, Run: 079, F, 0, 0, 21, 60, 0
INVAR-2, Run: 080, F, 0, 0, 26, 60, 0
INVAR-2, Run: 081, F, 0, 0, 21, 60, 0
INVAR-2, Run: 082, F, 0, 0, 24, 60, 0
INVAR-2, Run: 083, F, 0, 0, 28, 60, 0
INVAR-2, Run: 084, F, 0, 0, 29, 60, 0
INVAR-2, Run: 085, F, 0, 0, 26, 60, 0
INVAR-2, Run: 086, F, 0, 0, 18, 60, 0
INVAR-2, Run: 087, F, 0, 0, 25, 60, 0
INVAR-2, Run: 088, F, 0, 0, 31, 60, 0
INVAR-2, Run: 089, F, 0, 0, 32, 60, 0
INVAR-2, Run: 090, F, 0, 0, 24, 60, 0
INVAR-2, Run: 091, F, 0, 0, 22, 60, 0
INVAR-2, Run: 092, F, 0, 0, 25, 60, 0
INVAR-2, Run: 093, F, 0, 0, 26, 60, 0
INVAR-2, Run: 094, F, 0, 0, 29, 60, 0
INVAR-2, Run: 095, F, 0, 0, 30, 60, 0
INVAR-2, Run: 096, F, 0, 0, 23, 60, 0
INVAR-2, Run: 097, F, 0, 0, 30, 60, 0
INVAR-2, Run: 098, F, 0, 0, 28, 60, 0
INVAR-2, Run: 099, F, 0, 0, 23, 60, 0
INVAR-2, Run: 100, F, 0, 0, 26, 60, 0
INVAR-20, Run: 001, P, 0, 0, 91, 91, 0
INVAR-20, Run: 002, P, 0, 0, 91, 91, 0
INVAR-20, Run: 003, P, 0, 0, 91, 91, 0
INVAR-20, Run: 004, P, 0, 0, 91, 91, 0
INVAR-20, Run: 005, P, 0, 0, 91, 91, 0
INVAR-20, Run: 006, P, 0, 0, 91, 91, 0
INVAR-20, Run: 007, P, 0, 0, 91, 91, 0
INVAR-20, Run: 008, P, 0, 0, 91, 91, 0
INVAR-20, Run: 009, P, 0, 0, 91, 91, 0
INVAR-20, Run: 010, P, 0, 0, 91, 91, 0
INVAR-20, Run: 011, P, 0, 0, 91, 91, 0
INVAR-20, Run: 012, P, 0, 0, 91, 91, 0
INVAR-20, Run: 013, P, 0, 0, 91, 91, 0
INVAR-20, Run: 014, P, 0, 0, 91, 91, 0
INVAR-20, Run: 015, P, 0, 0, 91, 91, 0
INVAR-20, Run: 016, P, 0, 0, 91, 91, 0
INVAR-20, Run: 017, P, 0, 0, 91, 91, 0
INVAR-20, Run: 018, P, 0, 0, 91, 91, 0
INVAR-20, Run: 019, P, 0, 0, 91, 91, 0
INVAR-20, Run: 020, P, 0, 0, 91, 91, 0
INVAR-20, Run: 021, P, 0, 0, 91, 91, 0
INVAR-20, Run: 022, P, 0, 0, 91, 91, 0
INVAR-20, Run: 023, P, 0, 0, 91, 91, 0
INVAR-20, Run: 024, P, 0, 0, 91, 91, 0
INVAR-20, Run: 025, P, 0, 0, 91, 91, 0
INVAR-20, Run: 026, P, 0, 0, 91, 91, 0
INVAR-20, Run: 027, P, 0, 0, 91, 91, 0
INVAR-20, Run: 028, P, 0, 0, 91, 91, 0
INVAR-20, Run: 029, P, 0, 0, 91, 91, 0
INVAR-20, Run: 030, P, 0, 0, 91, 91, 0
INVAR-20, Run: 031, P, 0, 0, 91, 91, 0
INVAR-20, Run: 032, P, 0, 0, 91, 91, 0
INVAR-20, Run: 033, P, 0, 0, 91, 91, 0
INVAR-20, Run: 034, P, 0, 0, 91, 91, 0
INVAR-20, Run: 035, P, 0, 0, 91, 91, 0
INVAR-20, Run: 036, P, 0, 0, 91, 91, 0
INVAR-20, Run: 037, P, 0, 0, 91, 91, 0
INVAR-20, Run: 038, P, 0, 0, 91, 91, 0
INVAR-20, Run: 039, P, 0, 0, 91, 91, 0
INVAR-20, Run: 040, P, 0, 0, 91, 91, 0
INVAR-20, Run: 041, P, 0, 0, 91, 91, 0
INVAR-20, Run: 042, P, 0, 0, 91, 91, 0
INVAR-20, Run: 043, P, 0, 0, 91, 91, 0
INVAR-20, Run: 044, P, 0, 0, 91, 91, 0
INVAR-20, Run: 045, P, 0, 0, 91, 91, 0
INVAR-20, Run: 046, P, 0, 0, 91, 91, 0
INVAR-20, Run: 047, P, 0, 0, 91, 91, 0
INVAR-20, Run: 048, P, 0, 0, 91, 91, 0
INVAR-20, Run: 049, P, 0, 0, 91, 91, 0
INVAR-20, Run: 050, P, 0, 0, 91, 91, 0
INVAR-20, Run: 051, P, 0, 0, 91, 91, 0
INVAR-20, Run: 052, P, 0, 0, 91, 91, 0
INVAR-20, Run: 053, P, 0, 0, 91, 91, 0
INVAR-20, Run: 054, P, 0, 0, 91, 91, 0
INVAR-20, Run: 055, P, 0, 0, 91, 91, 0
INVAR-20, Run: 056, P, 0, 0, 91, 91, 0
INVAR-20, Run: 057, P, 0, 0, 91, 91, 0
INVAR-20, Run: 058, P, 0, 0, 91, 91, 0
INVAR-20, Run: 059, P, 0, 0, 91, 91, 0
INVAR-20, Run: 060, P, 0, 0, 91, 91, 0
INVAR-20, Run: 061, P, 0, 0, 91, 91, 0
INVAR-20, Run: 062, P, 0, 0, 91, 91, 0
INVAR-20, Run: 063, P, 0, 0, 91, 91, 0
INVAR-20, Run: 064, P, 0, 0, 91, 91, 0
INVAR-20, Run: 065, P, 0, 0, 91, 91, 0
INVAR-20, Run: 066, P, 0, 0, 91, 91, 0
INVAR-20, Run: 067, P, 0, 0, 91, 91, 0
INVAR-20, Run: 068, P, 0, 0, 91, 91, 0
INVAR-20, Run: 069, P, 0, 0, 91, 91, 0
INVAR-20, Run: 070, P, 0, 0, 91, 91, 0
INVAR-20, Run: 071, P, 0, 0, 91, 91, 0
INVAR-20, Run: 072, P, 0, 0, 91, 91, 0
INVAR-20, Run: 073, P, 0, 0, 91, 91, 0
INVAR-20, Run: 074, P, 0, 0, 91, 91, 0
INVAR-20, Run: 075, P, 0, 0, 91, 91, 0
INVAR-20, Run: 076, P, 0, 0, 91, 91, 0
INVAR-20, Run: 077, P, 0, 0, 91, 91, 0
INVAR-20, Run: 078, P, 0, 0, 91, 91, 0
INVAR-20, Run: 079, P, 0, 0, 91, 91, 0
INVAR-20, Run: 080, P, 0, 0, 91, 91, 0
INVAR-20, Run: 081, P, 0, 0, 91, 91, 0
INVAR-20, Run: 082, P, 0, 0, 91, 91, 0
INVAR-20, Run: 083, P, 0, 0, 91, 91, 0
INVAR-20, Run: 084, P, 0, 0, 91, 91, 0
INVAR-20, Run: 085, P, 0, 0, 91, 91, 0
INVAR-20, Run: 086, P, 0, 0, 91, 91, 0
INVAR-20, Run: 087, P, 0, 0, 91, 91, 0
INVAR-20, Run: 088, P, 0, 0, 91, 91, 0
INVAR-20, Run: 089, P, 0, 0, 91, 91, 0
INVAR-20, Run: 090, P, 0, 0, 91, 91, 0
INVAR-20, Run: 091, P, 0, 0, 91, 91, 0
INVAR-20, Run: 092, P, 0, 0, 91, 91, 0
INVAR-20, Run: 093, P, 0, 0, 91, 91, 0
INVAR-20, Run: 094, P, 0, 0, 91, 91, 0
INVAR-20, Run: 095, P, 0, 0, 91, 91, 0
INVAR-20, Run: 096, P, 0, 0, 91, 91, 0
INVAR-20, Run: 097, P, 0, 0, 91, 91, 0
INVAR-20, Run: 098, P, 0, 0, 91, 91, 0
INVAR-20, Run: 099, P, 0, 0, 91, 91, 0
INVAR-20, Run: 100, P, 0, 0, 91, 91, 0
INVAR-21, Run: 001, P, 0, 0, 133, 133, 0
INVAR-21, Run: 002, P, 0, 0, 133, 133, 0
INVAR-21, Run: 003, P, 0, 0, 133, 133, 0
INVAR-21, Run: 004, P, 0, 0, 133, 133, 0
INVAR-21, Run: 005, P, 0, 0, 133, 133, 0
INVAR-21, Run: 006, P, 0, 0, 133, 133, 0
INVAR-21, Run: 007, P, 0, 0, 133, 133, 0
INVAR-21, Run: 008, P, 0, 0, 133, 133, 0
INVAR-21, Run: 009, P, 0, 0, 133, 133, 0
INVAR-21, Run: 010, P, 0, 0, 133, 133, 0
INVAR-21, Run: 011, P, 0, 0, 133, 133, 0
INVAR-21, Run: 012, P, 0, 0, 133, 133, 0
INVAR-21, Run: 013, P, 0, 0, 133, 133, 0
INVAR-21, Run: 014, P, 0, 0, 133, 133, 0
INVAR-21, Run: 015, P, 0, 0, 133, 133, 0
INVAR-21, Run: 016, P, 0, 0, 133, 133, 0
INVAR-21, Run: 017, P, 0, 0, 133, 133, 0
INVAR-21, Run: 018, P, 0, 0, 133, 133, 0
INVAR-21, Run: 019, P, 0, 0, 133, 133, 0
INVAR-21, Run: 020, P, 0, 0, 133, 133, 0
INVAR-21, Run: 021, P, 0, 0, 133, 133, 0
INVAR-21, Run: 022, P, 0, 0, 133, 133, 0
INVAR-21, Run: 023, P, 0, 0, 133, 133, 0
INVAR-21, Run: 024, P, 0, 0, 133, 133, 0
INVAR-21, Run: 025, P, 0, 0, 133, 133, 0
INVAR-21, Run: 026, P, 0, 0, 133, 133, 0
INVAR-21, Run: 027, P, 0, 0, 133, 133, 0
INVAR-21, Run: 028, P, 0, 0, 133, 133, 0
INVAR-21, Run: 029, P, 0, 0, 133, 133, 0
INVAR-21, Run: 030, P, 0, 0, 133, 133, 0
INVAR-21, Run: 031, P, 0, 0, 133, 133, 0
INVAR-21, Run: 032, P, 0, 0, 133, 133, 0
INVAR-21, Run: 033, P, 0, 0, 133, 133, 0
INVAR-21, Run: 034, P, 0, 0, 133, 133, 0
INVAR-21, Run: 035, P, 0, 0, 133, 133, 0
INVAR-21, Run: 036, P, 0, 0, 133, 133, 0
INVAR-21, Run: 037, P, 0, 0, 133, 133, 0
INVAR-21, Run: 038, P, 0, 0, 133, 133, 0
INVAR-21, Run: 039, P, 0, 0, 133, 133, 0
INVAR-21, Run: 040, P, 0, 0, 133, 133, 0
INVAR-21, Run: 041, P, 0, 0, 133, 133, 0
INVAR-21, Run: 042, P, 0, 0, 133, 133, 0
INVAR-21, Run: 043, P, 0, 0, 133, 133, 0
INVAR-21, Run: 044, P, 0, 0, 133, 133, 0
INVAR-21, Run: 045, P, 0, 0, 133, 133, 0
INVAR-21, Run: 046, P, 0, 0, 133, 133, 0
INVAR-21, Run: 047, P, 0, 0, 133, 133, 0
INVAR-21, Run: 048, P, 0, 0, 133, 133, 0
INVAR-21, Run: 049, P, 0, 0, 133, 133, 0
INVAR-21, Run: 050, P, 0, 0, 133, 133, 0
INVAR-21, Run: 051, P, 0, 0, 133, 133, 0
INVAR-21, Run: 052, P, 0, 0, 133, 133, 0
INVAR-21, Run: 053, P, 0, 0, 133, 133, 0
INVAR-21, Run: 054, P, 0, 0, 133, 133, 0
INVAR-21, Run: 055, P, 0, 0, 133, 133, 0
INVAR-21, Run: 056, P, 0, 0, 133, 133, 0
INVAR-21, Run: 057, P, 0, 0, 133, 133, 0
INVAR-21, Run: 058, P, 0, 0, 133, 133, 0
INVAR-21, Run: 059, P, 0, 0, 133, 133, 0
INVAR-21, Run: 060, P, 0, 0, 133, 133, 0
INVAR-21, Run: 061, P, 0, 0, 133, 133, 0
INVAR-21, Run: 062, P, 0, 0, 133, 133, 0
INVAR-21, Run: 063, P, 0, 0, 133, 133, 0
INVAR-21, Run: 064, P, 0, 0, 133, 133, 0
INVAR-21, Run: 065, P, 0, 0, 133, 133, 0
INVAR-21, Run: 066, P, 0, 0, 133, 133, 0
INVAR-21, Run: 067, P, 0, 0, 133, 133, 0
INVAR-21, Run: 068, P, 0, 0, 133, 133, 0
INVAR-21, Run: 069, P, 0, 0, 133, 133, 0
INVAR-21, Run: 070, P, 0, 0, 133, 133, 0
INVAR-21, Run: 071, P, 0, 0, 133, 133, 0
INVAR-21, Run: 072, P, 0, 0, 133, 133, 0
INVAR-21, Run: 073, P, 0, 0, 133, 133, 0
INVAR-21, Run: 074, P, 0, 0, 133, 133, 0
INVAR-21, Run: 075, P, 0, 0, 133, 133, 0
INVAR-21, Run: 076, P, 0, 0, 133, 133, 0
INVAR-21, Run: 077, P, 0, 0, 133, 133, 0
INVAR-21, Run: 078, P, 0, 0, 133, 133, 0
INVAR-21, Run: 079, P, 0, 0, 133, 133, 0
INVAR-21, Run: 080, P, 0, 0, 133, 133, 0
INVAR-21, Run: 081, P, 0, 0, 133, 133, 0
INVAR-21, Run: 082, P, 0, 0, 133, 133, 0
INVAR-21, Run: 083, P, 0, 0, 133, 133, 0
INVAR-21, Run: 084, P, 0, 0, 133, 133, 0
INVAR-21, Run: 085, P, 0, 0, 133, 133, 0
INVAR-21, Run: 086, P, 0, 0, 133, 133, 0
INVAR-21, Run: 087, P, 0, 0, 133, 133, 0
INVAR-21, Run: 088, P, 0, 0, 133, 133, 0
INVAR-21, Run: 089, P, 0, 0, 133, 133, 0
INVAR-21, Run: 090, P, 0, 0, 133, 133, 0
INVAR-21, Run: 091, P, 0, 0, 133, 133, 0
INVAR-21, Run: 092, P, 0, 0, 133, 133, 0
INVAR-21, Run: 093, P, 0, 0, 133, 133, 0
INVAR-21, Run: 094, P, 0, 0, 133, 133, 0
