Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y, A2*, A1*, F1*, F1P*, F2*, F2P*, Y*
1, Run: 001, P, 33, 3333, 0, 0, 0, 0, 5
1, Run: 002, P, 33, 3285, 0, 0, 0, 0, 5
1, Run: 003, P, 33, 3270, 0, 0, 0, 0, 5
1, Run: 004, P, 33, 3386, 0, 0, 0, 0, 5
1, Run: 005, P, 33, 3363, 0, 0, 0, 0, 5
1, Run: 006, P, 34, 3475, 0, 0, 0, 0, 5
1, Run: 007, P, 34, 3458, 0, 0, 0, 0, 5
1, Run: 008, P, 33, 3257, 0, 0, 0, 0, 5
1, Run: 009, P, 34, 3387, 0, 0, 0, 0, 5
1, Run: 010, P, 33, 3339, 0, 0, 0, 0, 5
1, Run: 011, P, 33, 3276, 0, 0, 0, 0, 5
1, Run: 012, P, 33, 3326, 0, 0, 0, 0, 5
1, Run: 013, P, 33, 3332, 0, 0, 0, 0, 5
1, Run: 014, P, 34, 3401, 0, 0, 0, 0, 5
1, Run: 015, P, 34, 3480, 0, 0, 0, 0, 5
1, Run: 016, P, 33, 3223, 0, 0, 0, 0, 5
1, Run: 017, P, 33, 3304, 0, 0, 0, 0, 5
1, Run: 018, P, 33, 3327, 0, 0, 0, 0, 5
1, Run: 019, P, 33, 3270, 0, 0, 0, 0, 5
1, Run: 020, P, 33, 3323, 0, 0, 0, 0, 5
1, Run: 021, P, 33, 3331, 0, 0, 0, 0, 5
1, Run: 022, P, 34, 3359, 0, 0, 0, 0, 5
1, Run: 023, P, 33, 3244, 0, 0, 0, 0, 5
1, Run: 024, P, 33, 3291, 0, 0, 0, 0, 5
1, Run: 025, P, 33, 3309, 0, 0, 0, 0, 5
1, Run: 026, P, 33, 3303, 0, 0, 0, 0, 5
1, Run: 027, P, 33, 3314, 0, 0, 0, 0, 5
1, Run: 028, P, 33, 3285, 0, 0, 0, 0, 5
1, Run: 029, P, 33, 3439, 0, 0, 0, 0, 5
1, Run: 030, P, 33, 3262, 0, 0, 0, 0, 5
1, Run: 031, P, 34, 3291, 0, 0, 0, 0, 5
1, Run: 032, P, 33, 3181, 0, 0, 0, 0, 5
1, Run: 033, P, 33, 3318, 0, 0, 0, 0, 5
1, Run: 034, P, 33, 3401, 0, 0, 0, 0, 5
1, Run: 035, P, 33, 3250, 0, 0, 0, 0, 5
1, Run: 036, P, 33, 3298, 0, 0, 0, 0, 5
1, Run: 037, P, 34, 3410, 0, 0, 0, 0, 5
1, Run: 038, P, 34, 3489, 0, 0, 0, 0, 5
1, Run: 039, P, 33, 3250, 0, 0, 0, 0, 5
1, Run: 040, P, 33, 3350, 0, 0, 0, 0, 5
1, Run: 041, P, 33, 3344, 0, 0, 0, 0, 5
1, Run: 042, P, 34, 3399, 0, 0, 0, 0, 5
1, Run: 043, P, 33, 3375, 0, 0, 0, 0, 5
1, Run: 044, P, 33, 3456, 0, 0, 0, 0, 5
1, Run: 045, P, 34, 3501, 0, 0, 0, 0, 5
1, Run: 046, P, 33, 3346, 0, 0, 0, 0, 5
1, Run: 047, P, 33, 3310, 0, 0, 0, 0, 5
1, Run: 048, P, 33, 3291, 0, 0, 0, 0, 5
1, Run: 049, P, 33, 3393, 0, 0, 0, 0, 5
1, Run: 050, P, 34, 3424, 0, 0, 0, 0, 5
1, Run: 051, P, 33, 3363, 0, 0, 0, 0, 5
1, Run: 052, P, 34, 3416, 0, 0, 0, 0, 5
1, Run: 053, P, 35, 3521, 0, 0, 0, 0, 5
1, Run: 054, P, 34, 3336, 0, 0, 0, 0, 5
1, Run: 055, P, 34, 3323, 0, 0, 0, 0, 5
