Input Number, Run_Number, Result@ 100, A2, F2P, F2, A1, F1, F1P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-16, Run: 071, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 072, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 073, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 074, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 075, P, 0, 0, 5, 32, 0, 5, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 076, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 077, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 078, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 079, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 080, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 081, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 082, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 083, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 084, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 085, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 086, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 087, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 088, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 089, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 090, P, 0, 0, 5, 32, 0, 5, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 091, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 092, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 093, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 094, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 095, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 096, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 097, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 098, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 099, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 100, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 001, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 002, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 003, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 004, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 005, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 006, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 007, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 008, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 009, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 010, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 011, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 012, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 013, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 014, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 015, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 016, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 017, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 018, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 019, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 020, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 021, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 022, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 023, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 024, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 025, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 026, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 027, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 028, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 029, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 030, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 031, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 032, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 033, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 034, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 035, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 036, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 037, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 038, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 039, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 040, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 041, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 042, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 043, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 044, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 045, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 046, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 047, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 048, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 049, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 050, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 051, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 052, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 053, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 054, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 055, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 056, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 057, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 058, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 059, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 060, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 061, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 062, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 063, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 064, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 065, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 066, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 067, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 068, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 069, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 070, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 071, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 072, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 073, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 074, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 075, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 076, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 077, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 078, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 079, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 080, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 081, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 082, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 083, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 084, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 085, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 086, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 087, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 088, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 089, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 090, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 091, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 092, P, 0, 0, 5, 87, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-17, Run: 093, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 094, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 095, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 096, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 097, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 098, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 099, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-17, Run: 100, P, 0, 0, 5, 86, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 001, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 002, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 003, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 004, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 005, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 006, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 007, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 008, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 009, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 010, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 011, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 012, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 013, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 014, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 015, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 016, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 017, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 018, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 019, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 020, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 021, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 022, P, 0, 0, 5, 130, 0, 5, 0, 0, 3, 2, 0, 0, 0
INVAR-18, Run: 023, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 024, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 025, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 026, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 027, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 028, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 029, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 030, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 031, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 032, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 033, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 034, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 035, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 036, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 037, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 038, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 039, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 040, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 041, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 042, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 043, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 044, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 045, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 046, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 047, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 048, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 049, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 050, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 051, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 052, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 053, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 054, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 055, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 056, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 057, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 058, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 059, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 060, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 061, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 062, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 063, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 064, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 065, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 066, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 067, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 068, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 069, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 070, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 071, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 072, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 073, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 074, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 075, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 076, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 077, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 078, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 079, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 080, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 081, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 082, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 083, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 084, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 085, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 086, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 087, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 088, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 089, P, 0, 0, 5, 129, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-18, Run: 090, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 091, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 092, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 093, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 094, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 095, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 096, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 097, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 098, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 099, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-18, Run: 100, P, 0, 0, 5, 128, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-19, Run: 001, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 002, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 003, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 004, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 005, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 006, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 007, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 008, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 009, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 010, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 011, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 012, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 013, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 014, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 015, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 016, P, 0, 5, 0, 0, 5, 0, 0, 7, 0, 0, 11, 1, 0
INVAR-19, Run: 017, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 018, P, 0, 5, 0, 0, 5, 0, 0, 7, 0, 0, 11, 1, 0
INVAR-19, Run: 019, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 020, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 021, P, 0, 5, 0, 0, 5, 0, 0, 8, 0, 0, 10, 3, 0
INVAR-19, Run: 022, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 023, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 024, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 025, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
INVAR-19, Run: 026, P, 0, 5, 0, 0, 5, 0, 0, 10, 0, 0, 8, 7, 0
INVAR-19, Run: 027, P, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 9, 5, 0
