Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-19, Run: 011, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 012, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 013, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 014, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 015, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 016, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 017, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 018, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 019, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 020, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 021, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 022, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 023, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 024, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 025, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 026, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 027, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 028, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 029, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 030, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 031, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 032, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 033, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 034, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 035, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 036, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 037, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 038, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 039, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 040, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 041, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 042, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 043, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 044, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 045, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 046, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 047, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 048, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 049, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 050, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 051, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 052, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 053, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 054, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 055, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 056, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 057, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 058, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 059, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 060, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 061, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 062, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 063, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 064, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 065, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 066, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 067, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 068, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 069, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 070, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 071, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 072, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 073, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 074, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 075, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 076, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 077, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 078, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 079, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 080, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 081, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 082, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 083, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 084, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 085, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 086, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 087, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 088, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 089, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 090, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 091, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 092, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 093, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 094, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 095, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 096, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 097, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 098, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 099, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-19, Run: 100, P, 2, 0, 0, 11, 0, 0, 11, 0
INVAR-2, Run: 001, P, 1, 0, 0, 18, 21, 5, 36, 8
INVAR-2, Run: 002, P, 1, 0, 0, 19, 22, 2, 25, 18
INVAR-2, Run: 003, P, 1, 0, 0, 19, 22, 2, 37, 6
INVAR-2, Run: 004, P, 1, 0, 0, 19, 22, 2, 38, 5
INVAR-2, Run: 005, P, 0, 0, 2, 20, 22, 0, 8, 34
INVAR-2, Run: 006, P, 1, 0, 0, 19, 22, 2, 35, 8
INVAR-2, Run: 007, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 008, P, 1, 0, 0, 19, 22, 2, 25, 18
INVAR-2, Run: 009, P, 1, 0, 0, 19, 22, 2, 40, 3
INVAR-2, Run: 010, P, 1, 0, 0, 18, 21, 5, 42, 2
INVAR-2, Run: 011, P, 1, 0, 0, 19, 22, 2, 25, 18
INVAR-2, Run: 012, P, 1, 0, 0, 19, 22, 2, 26, 17
INVAR-2, Run: 013, P, 1, 0, 0, 18, 21, 5, 20, 24
INVAR-2, Run: 014, P, 0, 0, 2, 20, 22, 0, 16, 26
INVAR-2, Run: 015, P, 1, 0, 0, 19, 22, 2, 25, 18
INVAR-2, Run: 016, P, 0, 0, 2, 19, 21, 3, 13, 30
INVAR-2, Run: 017, P, 0, 0, 2, 19, 21, 3, 12, 31
INVAR-2, Run: 018, P, 1, 0, 0, 19, 22, 2, 35, 8
INVAR-2, Run: 019, P, 1, 0, 0, 19, 22, 2, 36, 7
INVAR-2, Run: 020, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 021, P, 1, 0, 0, 19, 22, 2, 39, 4
INVAR-2, Run: 022, P, 1, 0, 0, 18, 21, 5, 26, 18
INVAR-2, Run: 023, P, 1, 0, 0, 19, 22, 2, 42, 1
INVAR-2, Run: 024, P, 0, 0, 2, 20, 22, 0, 11, 31
INVAR-2, Run: 025, P, 0, 0, 2, 18, 20, 6, 12, 32
INVAR-2, Run: 026, P, 1, 0, 0, 19, 22, 2, 27, 16
INVAR-2, Run: 027, P, 0, 0, 2, 19, 21, 3, 19, 24
INVAR-2, Run: 028, P, 0, 0, 2, 20, 22, 0, 15, 27
INVAR-2, Run: 029, P, 1, 0, 0, 19, 22, 2, 34, 9
INVAR-2, Run: 030, P, 1, 0, 0, 19, 22, 2, 29, 14
INVAR-2, Run: 031, P, 1, 0, 0, 19, 22, 2, 33, 10
INVAR-2, Run: 032, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 033, P, 1, 0, 0, 19, 22, 2, 31, 12
INVAR-2, Run: 034, P, 0, 0, 2, 20, 22, 0, 3, 39
INVAR-2, Run: 035, P, 0, 0, 2, 19, 21, 3, 7, 36
INVAR-2, Run: 036, P, 1, 0, 0, 19, 22, 2, 37, 6
INVAR-2, Run: 037, P, 0, 0, 2, 19, 21, 3, 8, 35
INVAR-2, Run: 038, P, 1, 0, 0, 19, 22, 2, 31, 12
INVAR-2, Run: 039, P, 1, 0, 0, 18, 21, 5, 34, 10
INVAR-2, Run: 040, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 041, P, 1, 0, 0, 19, 22, 2, 28, 15
INVAR-2, Run: 042, P, 0, 0, 2, 20, 22, 0, 10, 32
INVAR-2, Run: 043, P, 1, 0, 0, 19, 22, 2, 26, 17
INVAR-2, Run: 044, P, 1, 0, 0, 19, 22, 2, 38, 5
INVAR-2, Run: 045, P, 1, 0, 0, 19, 22, 2, 28, 15
INVAR-2, Run: 046, P, 0, 0, 2, 20, 22, 0, 2, 40
INVAR-2, Run: 047, P, 1, 0, 0, 19, 22, 2, 34, 9
INVAR-2, Run: 048, P, 1, 0, 0, 18, 21, 5, 37, 7
INVAR-2, Run: 049, P, 0, 0, 2, 20, 22, 0, 7, 35
INVAR-2, Run: 050, P, 1, 0, 0, 18, 21, 5, 28, 16
INVAR-2, Run: 051, P, 1, 0, 0, 19, 22, 2, 34, 9
INVAR-2, Run: 052, P, 0, 0, 2, 20, 22, 0, 11, 31
INVAR-2, Run: 053, P, 1, 0, 0, 19, 22, 2, 31, 12
INVAR-2, Run: 054, P, 1, 0, 0, 19, 22, 2, 37, 6
INVAR-2, Run: 055, P, 1, 0, 0, 19, 22, 2, 35, 8
INVAR-2, Run: 056, P, 0, 0, 2, 20, 22, 0, 5, 37
INVAR-2, Run: 057, P, 1, 0, 0, 18, 21, 5, 29, 15
INVAR-2, Run: 058, P, 1, 0, 0, 19, 22, 2, 38, 5
INVAR-2, Run: 059, P, 0, 0, 2, 19, 21, 3, 13, 30
INVAR-2, Run: 060, P, 0, 0, 2, 20, 22, 0, 21, 21
INVAR-2, Run: 061, P, 1, 0, 0, 19, 22, 2, 28, 15
INVAR-2, Run: 062, P, 1, 0, 0, 18, 21, 5, 31, 13
INVAR-2, Run: 063, P, 1, 0, 0, 19, 22, 2, 19, 24
INVAR-2, Run: 064, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 065, P, 0, 0, 2, 19, 21, 3, 4, 39
INVAR-2, Run: 066, P, 1, 0, 0, 18, 21, 5, 31, 13
INVAR-2, Run: 067, P, 1, 0, 0, 19, 22, 2, 36, 7
INVAR-2, Run: 068, P, 1, 0, 0, 18, 21, 5, 34, 10
INVAR-2, Run: 069, P, 0, 0, 2, 20, 22, 0, 4, 38
INVAR-2, Run: 070, P, 1, 0, 0, 19, 22, 2, 31, 12
INVAR-2, Run: 071, P, 1, 0, 0, 18, 21, 5, 39, 5
INVAR-2, Run: 072, P, 1, 0, 0, 19, 22, 2, 34, 9
INVAR-2, Run: 073, P, 1, 0, 0, 19, 22, 2, 35, 8
INVAR-2, Run: 074, P, 0, 0, 2, 19, 21, 3, 9, 34
INVAR-2, Run: 075, P, 1, 0, 0, 18, 21, 5, 28, 16
INVAR-2, Run: 076, P, 0, 0, 2, 20, 22, 0, 4, 38
INVAR-2, Run: 077, P, 0, 0, 2, 20, 22, 0, 1, 41
INVAR-2, Run: 078, P, 0, 0, 2, 18, 20, 6, 16, 28
INVAR-2, Run: 079, P, 1, 0, 0, 19, 22, 2, 29, 14
INVAR-2, Run: 080, P, 0, 0, 2, 19, 21, 3, 6, 37
INVAR-2, Run: 081, P, 1, 0, 0, 19, 22, 2, 29, 14
INVAR-2, Run: 082, P, 1, 0, 0, 19, 22, 2, 31, 12
INVAR-2, Run: 083, P, 0, 0, 2, 19, 21, 3, 8, 35
INVAR-2, Run: 084, P, 1, 0, 0, 19, 22, 2, 30, 13
INVAR-2, Run: 085, P, 0, 0, 2, 19, 21, 3, 7, 36
INVAR-2, Run: 086, P, 1, 0, 0, 19, 22, 2, 32, 11
INVAR-2, Run: 087, P, 1, 0, 0, 19, 22, 2, 37, 6
INVAR-2, Run: 088, P, 1, 0, 0, 18, 21, 5, 32, 12
INVAR-2, Run: 089, P, 1, 0, 0, 19, 22, 2, 40, 3
INVAR-2, Run: 090, P, 1, 0, 0, 19, 22, 2, 38, 5
INVAR-2, Run: 091, P, 1, 0, 0, 19, 22, 2, 32, 11
INVAR-2, Run: 092, P, 0, 0, 2, 19, 21, 3, 12, 31
INVAR-2, Run: 093, P, 1, 0, 0, 19, 22, 2, 34, 9
INVAR-2, Run: 094, P, 1, 0, 0, 19, 22, 2, 28, 15
INVAR-2, Run: 095, P, 0, 0, 2, 20, 22, 0, 5, 37
INVAR-2, Run: 096, P, 0, 0, 2, 19, 21, 3, 4, 39
INVAR-2, Run: 097, P, 1, 0, 0, 19, 22, 2, 41, 2
INVAR-2, Run: 098, P, 1, 0, 0, 18, 21, 5, 22, 22
INVAR-2, Run: 099, P, 0, 0, 2, 20, 22, 0, 2, 40
INVAR-2, Run: 100, P, 1, 0, 0, 19, 22, 2, 32, 11
INVAR-20, Run: 001, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 002, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 003, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 004, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 005, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 006, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 007, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 008, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 009, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 010, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 011, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 012, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 013, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 014, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 015, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 016, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 017, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 018, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 019, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 020, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 021, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 022, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 023, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 024, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 025, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 026, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 027, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 028, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 029, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 030, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 031, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 032, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 033, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 034, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 035, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 036, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 037, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 038, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 039, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 040, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 041, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 042, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 043, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 044, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 045, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 046, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 047, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 048, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 049, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 050, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 051, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 052, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 053, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 054, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 055, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 056, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 057, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 058, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 059, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 060, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 061, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 062, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 063, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 064, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 065, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 066, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 067, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 068, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 069, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 070, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 071, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 072, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 073, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 074, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 075, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 076, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 077, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 078, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 079, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 080, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 081, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 082, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 083, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 084, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 085, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 086, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 087, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 088, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 089, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 090, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 091, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 092, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 093, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 094, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 095, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 096, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 097, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 098, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 099, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-20, Run: 100, P, 1, 0, 0, 30, 0, 0, 30, 0
INVAR-21, Run: 001, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 002, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 003, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 004, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 005, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 006, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 007, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 008, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 009, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 010, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 011, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 012, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 013, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 014, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 015, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 016, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 017, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 018, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 019, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 020, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 021, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 022, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 023, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 024, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 025, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 026, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 027, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 028, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 029, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 030, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 031, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 032, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 033, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 034, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 035, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 036, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 037, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 038, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 039, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 040, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 041, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 042, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 043, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 044, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 045, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 046, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 047, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 048, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 049, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 050, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 051, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 052, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 053, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 054, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 055, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 056, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 057, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 058, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 059, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 060, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 061, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 062, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 063, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 064, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 065, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 066, P, 1, 0, 0, 44, 0, 0, 44, 0
INVAR-21, Run: 067, P, 1, 0, 0, 44, 0, 0, 44, 0
