Input Number, Run_Number, Result@ 100, X2, Y, X2*, Y*
In01, Run: 001, F, 24, 0
In01, Run: 002, F, 24, 0
In01, Run: 003, F, 24, 0
In01, Run: 004, F, 24, 0
In01, Run: 005, F, 24, 0
In01, Run: 006, F, 24, 0
In01, Run: 007, F, 24, 0
In01, Run: 008, F, 24, 0
In01, Run: 009, F, 24, 0
In01, Run: 010, F, 24, 0
In01, Run: 011, F, 24, 0
In01, Run: 012, F, 24, 0
In01, Run: 013, F, 24, 0
In01, Run: 014, F, 24, 0
In01, Run: 015, F, 24, 0
In01, Run: 016, F, 24, 0
In01, Run: 017, F, 24, 0
In01, Run: 018, F, 24, 0
In01, Run: 019, F, 24, 0
In01, Run: 020, F, 24, 0
In01, Run: 021, F, 24, 0
In01, Run: 022, F, 24, 0
In01, Run: 023, F, 24, 0
In01, Run: 024, F, 24, 0
In01, Run: 025, F, 24, 0
In01, Run: 026, F, 24, 0
In01, Run: 027, F, 24, 0
In01, Run: 028, F, 24, 0
In01, Run: 029, F, 24, 0
In01, Run: 030, F, 24, 0
In01, Run: 031, F, 24, 0
In01, Run: 032, F, 24, 0
In01, Run: 033, F, 24, 0
In01, Run: 034, F, 24, 0
In01, Run: 035, F, 24, 0
In01, Run: 036, F, 24, 0
In01, Run: 037, F, 24, 0
In01, Run: 038, F, 24, 0
In01, Run: 039, F, 24, 0
In01, Run: 040, F, 24, 0
In01, Run: 041, F, 24, 0
In01, Run: 042, F, 24, 0
In01, Run: 043, F, 24, 0
In01, Run: 044, F, 24, 0
In01, Run: 045, F, 24, 0
In01, Run: 046, F, 24, 0
In01, Run: 047, F, 24, 0
In01, Run: 048, F, 24, 0
In01, Run: 049, F, 24, 0
In01, Run: 050, F, 24, 0
In01, Run: 051, F, 24, 0
In01, Run: 052, F, 24, 0
In01, Run: 053, F, 24, 0
In01, Run: 054, F, 24, 0
In01, Run: 055, F, 24, 0
In01, Run: 056, F, 24, 0
In01, Run: 057, F, 24, 0
In01, Run: 058, F, 24, 0
In01, Run: 059, F, 24, 0
In01, Run: 060, F, 24, 0
In01, Run: 061, F, 24, 0
In01, Run: 062, F, 24, 0
In01, Run: 063, F, 24, 0
In01, Run: 064, F, 24, 0
In01, Run: 065, F, 24, 0
In01, Run: 066, F, 24, 0
In01, Run: 067, F, 24, 0
In01, Run: 068, F, 24, 0
In01, Run: 069, F, 24, 0
In01, Run: 070, F, 24, 0
In01, Run: 071, F, 24, 0
In01, Run: 072, F, 24, 0
In01, Run: 073, F, 24, 0
In01, Run: 074, F, 24, 0
In01, Run: 075, F, 24, 0
In01, Run: 076, F, 24, 0
In01, Run: 077, F, 24, 0
In01, Run: 078, F, 24, 0
In01, Run: 079, F, 24, 0
In01, Run: 080, F, 24, 0
In01, Run: 081, F, 24, 0
In01, Run: 082, F, 24, 0
In01, Run: 083, F, 24, 0
In01, Run: 084, F, 24, 0
In01, Run: 085, F, 24, 0
In01, Run: 086, F, 24, 0
In01, Run: 087, F, 24, 0
In01, Run: 088, F, 24, 0
In01, Run: 089, F, 24, 0
In01, Run: 090, F, 24, 0
In01, Run: 091, F, 24, 0
In01, Run: 092, F, 24, 0
In01, Run: 093, F, 24, 0
In01, Run: 094, F, 24, 0
In01, Run: 095, F, 24, 0
In01, Run: 096, F, 24, 0
In01, Run: 097, F, 24, 0
In01, Run: 098, F, 24, 0
In01, Run: 099, F, 24, 0
In01, Run: 100, F, 24, 0
In02, Run: 001, F, 60, 0
In02, Run: 002, F, 60, 0
In02, Run: 003, F, 60, 0
In02, Run: 004, F, 60, 0
In02, Run: 005, F, 60, 0
In02, Run: 006, F, 60, 0
In02, Run: 007, F, 60, 0
In02, Run: 008, F, 60, 0
In02, Run: 009, F, 60, 0
In02, Run: 010, F, 60, 0
In02, Run: 011, F, 60, 0
In02, Run: 012, F, 60, 0
In02, Run: 013, F, 60, 0
In02, Run: 014, F, 60, 0
In02, Run: 015, F, 60, 0
In02, Run: 016, F, 60, 0
In02, Run: 017, F, 60, 0
In02, Run: 018, F, 60, 0
In02, Run: 019, F, 60, 0
In02, Run: 020, F, 60, 0
In02, Run: 021, F, 60, 0
In02, Run: 022, F, 60, 0
In02, Run: 023, F, 60, 0
In02, Run: 024, F, 60, 0
In02, Run: 025, F, 60, 0
In02, Run: 026, F, 60, 0
In02, Run: 027, F, 60, 0
In02, Run: 028, F, 60, 0
In02, Run: 029, F, 60, 0
In02, Run: 030, F, 60, 0
In02, Run: 031, F, 60, 0
In02, Run: 032, F, 60, 0
In02, Run: 033, F, 60, 0
In02, Run: 034, F, 60, 0
In02, Run: 035, F, 60, 0
In02, Run: 036, F, 60, 0
In02, Run: 037, F, 60, 0
In02, Run: 038, F, 60, 0
In02, Run: 039, F, 60, 0
In02, Run: 040, F, 60, 0
In02, Run: 041, F, 60, 0
In02, Run: 042, F, 60, 0
In02, Run: 043, F, 60, 0
In02, Run: 044, F, 60, 0
In02, Run: 045, F, 60, 0
In02, Run: 046, F, 60, 0
In02, Run: 047, F, 60, 0
