Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
13, Run: 049, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 050, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 051, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 052, F, 12, 0, 5, 10, 0, 5, 0
13, Run: 053, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 054, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 055, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 056, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 057, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 058, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 059, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 060, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 061, F, 12, 0, 5, 12, 0, 5, 0
13, Run: 062, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 063, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 064, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 065, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 066, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 067, F, 10, 0, 5, 12, 0, 5, 0
13, Run: 068, F, 12, 0, 5, 11, 0, 5, 0
13, Run: 069, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 070, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 071, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 072, F, 13, 0, 5, 11, 0, 5, 0
13, Run: 073, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 074, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 075, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 076, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 077, F, 12, 0, 5, 11, 0, 5, 0
13, Run: 078, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 079, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 080, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 081, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 082, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 083, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 084, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 085, F, 11, 0, 5, 11, 0, 5, 0
13, Run: 086, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 087, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 088, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 089, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 090, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 091, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 092, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 093, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 094, F, 10, 0, 5, 11, 0, 5, 0
13, Run: 095, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 096, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 097, F, 11, 0, 5, 10, 0, 5, 0
13, Run: 098, F, 12, 0, 5, 11, 0, 5, 0
13, Run: 099, F, 10, 0, 5, 10, 0, 5, 0
13, Run: 100, F, 11, 0, 5, 11, 0, 5, 0
14, Run: 001, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 002, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 003, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 004, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 005, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 006, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 007, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 008, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 009, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 010, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 011, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 012, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 013, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 014, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 015, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 016, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 017, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 018, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 019, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 020, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 021, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 022, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 023, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 024, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 025, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 026, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 027, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 028, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 029, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 030, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 031, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 032, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 033, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 034, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 035, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 036, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 037, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 038, F, 76, 0, 5, 62, 0, 5, 0
14, Run: 039, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 040, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 041, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 042, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 043, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 044, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 045, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 046, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 047, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 048, F, 77, 0, 5, 61, 0, 5, 0
14, Run: 049, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 050, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 051, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 052, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 053, F, 77, 0, 5, 61, 0, 5, 0
14, Run: 054, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 055, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 056, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 057, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 058, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 059, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 060, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 061, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 062, F, 77, 0, 5, 61, 0, 5, 0
14, Run: 063, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 064, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 065, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 066, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 067, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 068, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 069, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 070, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 071, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 072, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 073, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 074, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 075, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 076, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 077, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 078, F, 77, 0, 5, 61, 0, 5, 0
14, Run: 079, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 080, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 081, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 082, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 083, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 084, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 085, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 086, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 087, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 088, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 089, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 090, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 091, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 092, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 093, F, 77, 0, 5, 60, 0, 5, 0
14, Run: 094, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 095, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 096, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 097, F, 76, 0, 5, 61, 0, 5, 0
14, Run: 098, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 099, F, 76, 0, 5, 60, 0, 5, 0
14, Run: 100, F, 76, 0, 5, 62, 0, 5, 0
15, Run: 001, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 002, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 003, F, 160, 0, 5, 161, 0, 5, 0
15, Run: 004, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 005, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 006, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 007, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 008, F, 160, 0, 5, 161, 0, 5, 0
15, Run: 009, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 010, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 011, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 012, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 013, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 014, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 015, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 016, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 017, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 018, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 019, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 020, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 021, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 022, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 023, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 024, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 025, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 026, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 027, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 028, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 029, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 030, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 031, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 032, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 033, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 034, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 035, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 036, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 037, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 038, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 039, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 040, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 041, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 042, F, 160, 0, 5, 162, 0, 5, 0
15, Run: 043, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 044, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 045, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 046, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 047, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 048, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 049, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 050, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 051, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 052, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 053, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 054, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 055, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 056, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 057, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 058, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 059, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 060, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 061, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 062, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 063, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 064, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 065, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 066, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 067, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 068, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 069, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 070, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 071, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 072, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 073, F, 161, 0, 5, 160, 0, 5, 0
15, Run: 074, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 075, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 076, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 077, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 078, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 079, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 080, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 081, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 082, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 083, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 084, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 085, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 086, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 087, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 088, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 089, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 090, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 091, F, 160, 0, 5, 161, 0, 5, 0
15, Run: 092, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 093, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 094, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 095, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 096, F, 160, 0, 5, 161, 0, 5, 0
15, Run: 097, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 098, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 099, F, 160, 0, 5, 160, 0, 5, 0
15, Run: 100, F, 161, 0, 5, 160, 0, 5, 0
2, Run: 001, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 002, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 003, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 004, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 005, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 006, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 007, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 008, F, 57, 0, 5, 63, 0, 5, 0
2, Run: 009, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 010, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 011, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 012, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 013, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 014, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 015, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 016, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 017, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 018, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 019, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 020, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 021, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 022, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 023, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 024, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 025, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 026, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 027, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 028, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 029, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 030, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 031, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 032, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 033, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 034, F, 57, 0, 5, 63, 0, 5, 0
2, Run: 035, F, 56, 0, 5, 65, 0, 5, 0
2, Run: 036, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 037, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 038, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 039, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 040, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 041, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 042, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 043, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 044, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 045, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 046, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 047, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 048, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 049, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 050, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 051, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 052, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 053, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 054, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 055, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 056, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 057, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 058, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 059, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 060, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 061, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 062, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 063, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 064, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 065, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 066, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 067, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 068, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 069, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 070, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 071, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 072, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 073, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 074, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 075, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 076, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 077, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 078, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 079, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 080, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 081, F, 57, 0, 5, 64, 0, 5, 0
2, Run: 082, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 083, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 084, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 085, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 086, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 087, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 088, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 089, F, 56, 0, 5, 64, 0, 5, 0
2, Run: 090, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 091, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 092, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 093, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 094, F, 55, 0, 5, 64, 0, 5, 0
2, Run: 095, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 096, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 097, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 098, F, 56, 0, 5, 63, 0, 5, 0
2, Run: 099, F, 55, 0, 5, 63, 0, 5, 0
2, Run: 100, F, 55, 0, 5, 63, 0, 5, 0
3, Run: 001, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 002, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 003, F, 116, 0, 5, 112, 0, 5, 0
3, Run: 004, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 005, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 006, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 007, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 008, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 009, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 010, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 011, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 012, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 013, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 014, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 015, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 016, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 017, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 018, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 019, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 020, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 021, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 022, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 023, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 024, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 025, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 026, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 027, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 028, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 029, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 030, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 031, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 032, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 033, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 034, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 035, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 036, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 037, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 038, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 039, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 040, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 041, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 042, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 043, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 044, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 045, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 046, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 047, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 048, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 049, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 050, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 051, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 052, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 053, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 054, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 055, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 056, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 057, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 058, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 059, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 060, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 061, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 062, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 063, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 064, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 065, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 066, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 067, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 068, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 069, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 070, F, 115, 0, 5, 112, 0, 5, 0
3, Run: 071, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 072, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 073, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 074, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 075, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 076, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 077, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 078, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 079, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 080, F, 115, 0, 5, 113, 0, 5, 0
3, Run: 081, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 082, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 083, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 084, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 085, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 086, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 087, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 088, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 089, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 090, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 091, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 092, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 093, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 094, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 095, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 096, F, 115, 0, 5, 111, 0, 5, 0
3, Run: 097, F, 116, 0, 5, 111, 0, 5, 0
3, Run: 098, F, 116, 0, 5, 111, 0, 5, 0
