Input Number, Run_Number, Result@ 100, X, Y, Z
INVAR-30, Run: 025, P, 0, 4, 97
INVAR-30, Run: 026, P, 0, 17, 84
INVAR-30, Run: 027, P, 0, 11, 90
INVAR-30, Run: 028, P, 1, 6, 95
INVAR-30, Run: 029, P, 5, 0, 101
INVAR-30, Run: 030, P, 3, 0, 101
INVAR-30, Run: 031, P, 5, 0, 101
INVAR-30, Run: 032, P, 9, 0, 101
INVAR-30, Run: 033, P, 0, 0, 101
INVAR-30, Run: 034, P, 0, 8, 93
INVAR-30, Run: 035, P, 6, 0, 101
INVAR-30, Run: 036, P, 0, 10, 91
INVAR-30, Run: 037, P, 0, 2, 99
INVAR-30, Run: 038, P, 1, 8, 93
INVAR-30, Run: 039, P, 0, 15, 86
INVAR-30, Run: 040, P, 9, 0, 101
INVAR-30, Run: 041, P, 0, 11, 90
INVAR-30, Run: 042, P, 0, 13, 88
INVAR-30, Run: 043, P, 6, 0, 101
INVAR-30, Run: 044, P, 0, 3, 98
INVAR-30, Run: 045, P, 0, 10, 91
INVAR-30, Run: 046, P, 1, 0, 101
INVAR-30, Run: 047, P, 2, 0, 101
INVAR-30, Run: 048, P, 0, 8, 93
INVAR-30, Run: 049, P, 0, 3, 98
INVAR-30, Run: 050, P, 0, 10, 91
INVAR-30, Run: 051, P, 0, 1, 100
INVAR-30, Run: 052, P, 0, 15, 86
INVAR-30, Run: 053, P, 2, 0, 101
INVAR-30, Run: 054, P, 0, 8, 93
INVAR-30, Run: 055, P, 0, 13, 88
INVAR-30, Run: 056, P, 0, 12, 89
INVAR-30, Run: 057, P, 1, 1, 100
INVAR-30, Run: 058, P, 10, 0, 101
INVAR-30, Run: 059, P, 0, 9, 92
INVAR-30, Run: 060, P, 0, 5, 96
INVAR-30, Run: 061, P, 0, 4, 97
INVAR-30, Run: 062, P, 10, 0, 101
INVAR-30, Run: 063, P, 19, 0, 101
INVAR-30, Run: 064, P, 0, 2, 99
INVAR-30, Run: 065, P, 17, 0, 101
INVAR-30, Run: 066, P, 0, 12, 89
INVAR-30, Run: 067, P, 6, 0, 101
INVAR-30, Run: 068, P, 1, 2, 99
INVAR-30, Run: 069, P, 2, 1, 100
INVAR-30, Run: 070, P, 6, 0, 101
INVAR-30, Run: 071, P, 10, 0, 101
INVAR-30, Run: 072, P, 29, 0, 101
INVAR-30, Run: 073, P, 8, 0, 101
INVAR-30, Run: 074, P, 0, 2, 99
INVAR-30, Run: 075, P, 9, 0, 101
INVAR-30, Run: 076, P, 0, 5, 96
INVAR-30, Run: 077, P, 9, 0, 101
INVAR-30, Run: 078, P, 8, 0, 101
INVAR-30, Run: 079, P, 0, 22, 79
INVAR-30, Run: 080, P, 0, 13, 88
INVAR-30, Run: 081, P, 8, 0, 101
INVAR-30, Run: 082, P, 14, 0, 101
INVAR-30, Run: 083, P, 0, 3, 98
INVAR-30, Run: 084, P, 9, 0, 101
INVAR-30, Run: 085, P, 6, 0, 101
INVAR-30, Run: 086, P, 0, 6, 95
INVAR-30, Run: 087, P, 0, 10, 91
INVAR-30, Run: 088, P, 0, 5, 96
INVAR-30, Run: 089, P, 2, 1, 100
INVAR-30, Run: 090, P, 12, 0, 101
INVAR-30, Run: 091, P, 5, 0, 101
INVAR-30, Run: 092, P, 1, 0, 101
INVAR-30, Run: 093, P, 4, 0, 101
INVAR-30, Run: 094, P, 1, 7, 94
INVAR-30, Run: 095, P, 7, 0, 101
INVAR-30, Run: 096, P, 27, 0, 101
INVAR-30, Run: 097, P, 7, 0, 101
INVAR-30, Run: 098, P, 0, 3, 98
INVAR-30, Run: 099, P, 5, 0, 101
INVAR-30, Run: 100, P, 0, 7, 94
INVAR-31, Run: 001, P, 118, 0, 0
INVAR-31, Run: 002, P, 113, 0, 0
INVAR-31, Run: 003, P, 97, 0, 0
INVAR-31, Run: 004, P, 90, 0, 0
INVAR-31, Run: 005, P, 106, 0, 0
INVAR-31, Run: 006, P, 120, 0, 0
INVAR-31, Run: 007, P, 103, 0, 0
INVAR-31, Run: 008, P, 115, 0, 0
INVAR-31, Run: 009, P, 105, 0, 0
INVAR-31, Run: 010, P, 99, 0, 0
INVAR-31, Run: 011, P, 102, 0, 0
INVAR-31, Run: 012, P, 93, 0, 0
INVAR-31, Run: 013, P, 106, 0, 0
INVAR-31, Run: 014, P, 83, 0, 0
INVAR-31, Run: 015, P, 112, 0, 0
INVAR-31, Run: 016, P, 89, 0, 0
INVAR-31, Run: 017, P, 125, 0, 0
INVAR-31, Run: 018, P, 101, 0, 0
INVAR-31, Run: 019, P, 106, 0, 0
INVAR-31, Run: 020, P, 100, 0, 0
INVAR-31, Run: 021, P, 105, 0, 0
INVAR-31, Run: 022, P, 94, 0, 0
INVAR-31, Run: 023, P, 82, 0, 0
INVAR-31, Run: 024, P, 93, 0, 0
INVAR-31, Run: 025, P, 93, 0, 0
INVAR-31, Run: 026, P, 113, 0, 0
INVAR-31, Run: 027, P, 105, 0, 0
INVAR-31, Run: 028, P, 122, 0, 0
INVAR-31, Run: 029, P, 104, 0, 0
INVAR-31, Run: 030, P, 109, 0, 0
INVAR-31, Run: 031, P, 114, 0, 0
INVAR-31, Run: 032, P, 123, 0, 0
INVAR-31, Run: 033, P, 86, 0, 0
INVAR-31, Run: 034, P, 101, 0, 0
INVAR-31, Run: 035, P, 113, 0, 0
INVAR-31, Run: 036, P, 107, 0, 0
INVAR-31, Run: 037, P, 122, 0, 0
INVAR-31, Run: 038, P, 91, 0, 0
INVAR-31, Run: 039, P, 104, 0, 0
INVAR-31, Run: 040, P, 103, 0, 0
INVAR-31, Run: 041, P, 113, 0, 0
INVAR-31, Run: 042, P, 81, 0, 0
INVAR-31, Run: 043, P, 107, 0, 0
INVAR-31, Run: 044, P, 104, 0, 0
INVAR-31, Run: 045, P, 106, 0, 0
INVAR-31, Run: 046, P, 97, 0, 0
INVAR-31, Run: 047, P, 81, 0, 0
INVAR-31, Run: 048, P, 100, 0, 0
INVAR-31, Run: 049, P, 128, 0, 0
INVAR-31, Run: 050, P, 104, 0, 0
INVAR-31, Run: 051, P, 93, 0, 0
INVAR-31, Run: 052, P, 101, 0, 0
INVAR-31, Run: 053, P, 101, 0, 0
INVAR-31, Run: 054, P, 94, 0, 0
INVAR-31, Run: 055, P, 114, 0, 0
INVAR-31, Run: 056, P, 105, 0, 0
INVAR-31, Run: 057, P, 109, 0, 0
INVAR-31, Run: 058, P, 102, 0, 0
INVAR-31, Run: 059, P, 99, 0, 0
INVAR-31, Run: 060, P, 109, 0, 0
INVAR-31, Run: 061, P, 111, 0, 0
INVAR-31, Run: 062, P, 100, 0, 0
INVAR-31, Run: 063, P, 113, 0, 0
INVAR-31, Run: 064, P, 97, 0, 0
INVAR-31, Run: 065, P, 89, 0, 0
INVAR-31, Run: 066, P, 85, 0, 0
INVAR-31, Run: 067, P, 110, 0, 0
INVAR-31, Run: 068, P, 103, 0, 0
INVAR-31, Run: 069, P, 89, 0, 0
INVAR-31, Run: 070, P, 126, 0, 0
INVAR-31, Run: 071, P, 92, 0, 0
INVAR-31, Run: 072, P, 91, 0, 0
INVAR-31, Run: 073, P, 103, 0, 0
INVAR-31, Run: 074, P, 105, 0, 0
INVAR-31, Run: 075, P, 95, 0, 0
INVAR-31, Run: 076, P, 109, 0, 0
INVAR-31, Run: 077, P, 105, 0, 0
INVAR-31, Run: 078, P, 94, 0, 0
INVAR-31, Run: 079, P, 104, 0, 0
INVAR-31, Run: 080, P, 118, 0, 0
INVAR-31, Run: 081, P, 107, 0, 0
INVAR-31, Run: 082, P, 93, 0, 0
INVAR-31, Run: 083, P, 96, 0, 0
INVAR-31, Run: 084, P, 94, 0, 0
INVAR-31, Run: 085, P, 105, 0, 0
INVAR-31, Run: 086, P, 107, 0, 0
INVAR-31, Run: 087, P, 121, 0, 0
INVAR-31, Run: 088, P, 117, 0, 0
INVAR-31, Run: 089, P, 99, 0, 0
INVAR-31, Run: 090, P, 90, 0, 0
INVAR-31, Run: 091, P, 102, 0, 0
INVAR-31, Run: 092, P, 102, 0, 0
INVAR-31, Run: 093, P, 86, 0, 0
INVAR-31, Run: 094, P, 96, 0, 0
INVAR-31, Run: 095, P, 96, 0, 0
INVAR-31, Run: 096, P, 104, 0, 0
INVAR-31, Run: 097, P, 104, 0, 0
INVAR-31, Run: 098, P, 96, 0, 0
INVAR-31, Run: 099, P, 110, 0, 0
INVAR-31, Run: 100, P, 98, 0, 0
INVAR-32, Run: 001, P, 47, 0, 50
INVAR-32, Run: 002, P, 51, 0, 50
INVAR-32, Run: 003, P, 42, 0, 50
INVAR-32, Run: 004, P, 33, 0, 50
INVAR-32, Run: 005, P, 59, 0, 50
INVAR-32, Run: 006, P, 85, 0, 50
INVAR-32, Run: 007, P, 62, 0, 50
INVAR-32, Run: 008, P, 59, 0, 50
INVAR-32, Run: 009, P, 47, 0, 50
INVAR-32, Run: 010, P, 64, 0, 50
INVAR-32, Run: 011, P, 30, 0, 50
INVAR-32, Run: 012, P, 50, 0, 50
INVAR-32, Run: 013, P, 63, 0, 50
INVAR-32, Run: 014, P, 51, 0, 50
INVAR-32, Run: 015, P, 45, 0, 50
INVAR-32, Run: 016, P, 46, 0, 50
INVAR-32, Run: 017, P, 56, 0, 50
INVAR-32, Run: 018, P, 55, 0, 50
INVAR-32, Run: 019, P, 46, 0, 50
INVAR-32, Run: 020, P, 24, 0, 50
INVAR-32, Run: 021, P, 52, 0, 50
INVAR-32, Run: 022, P, 55, 0, 50
INVAR-32, Run: 023, P, 32, 0, 50
INVAR-32, Run: 024, P, 64, 0, 50
INVAR-32, Run: 025, P, 42, 0, 50
INVAR-32, Run: 026, P, 38, 0, 50
INVAR-32, Run: 027, P, 53, 0, 50
INVAR-32, Run: 028, P, 47, 0, 50
INVAR-32, Run: 029, P, 57, 0, 50
INVAR-32, Run: 030, P, 54, 0, 50
INVAR-32, Run: 031, P, 52, 0, 50
INVAR-32, Run: 032, P, 48, 0, 50
INVAR-32, Run: 033, P, 54, 0, 50
INVAR-32, Run: 034, P, 66, 0, 50
INVAR-32, Run: 035, P, 48, 0, 50
INVAR-32, Run: 036, P, 49, 0, 50
INVAR-32, Run: 037, P, 55, 0, 50
INVAR-32, Run: 038, P, 50, 0, 50
INVAR-32, Run: 039, P, 38, 0, 50
INVAR-32, Run: 040, P, 53, 0, 50
INVAR-32, Run: 041, P, 47, 0, 50
INVAR-32, Run: 042, P, 51, 0, 50
INVAR-32, Run: 043, P, 44, 0, 50
INVAR-32, Run: 044, P, 54, 0, 50
INVAR-32, Run: 045, P, 52, 0, 50
INVAR-32, Run: 046, P, 49, 0, 50
INVAR-32, Run: 047, P, 75, 0, 50
INVAR-32, Run: 048, P, 47, 0, 50
INVAR-32, Run: 049, P, 35, 0, 50
INVAR-32, Run: 050, P, 42, 0, 50
INVAR-32, Run: 051, P, 51, 0, 50
INVAR-32, Run: 052, P, 48, 0, 50
INVAR-32, Run: 053, P, 39, 0, 50
INVAR-32, Run: 054, P, 52, 0, 50
INVAR-32, Run: 055, P, 47, 0, 50
INVAR-32, Run: 056, P, 43, 0, 50
INVAR-32, Run: 057, P, 50, 0, 50
INVAR-32, Run: 058, P, 55, 0, 50
INVAR-32, Run: 059, P, 55, 0, 50
INVAR-32, Run: 060, P, 63, 0, 50
INVAR-32, Run: 061, P, 46, 0, 50
INVAR-32, Run: 062, P, 54, 0, 50
INVAR-32, Run: 063, P, 57, 0, 50
INVAR-32, Run: 064, P, 73, 0, 50
INVAR-32, Run: 065, P, 60, 0, 50
INVAR-32, Run: 066, P, 31, 0, 50
INVAR-32, Run: 067, P, 52, 0, 50
INVAR-32, Run: 068, P, 45, 0, 50
INVAR-32, Run: 069, P, 55, 0, 50
INVAR-32, Run: 070, P, 61, 0, 50
INVAR-32, Run: 071, P, 37, 0, 50
INVAR-32, Run: 072, P, 46, 0, 50
INVAR-32, Run: 073, P, 58, 0, 50
INVAR-32, Run: 074, P, 45, 0, 50
INVAR-32, Run: 075, P, 46, 0, 50
INVAR-32, Run: 076, P, 58, 0, 50
INVAR-32, Run: 077, P, 48, 0, 50
INVAR-32, Run: 078, P, 59, 0, 50
INVAR-32, Run: 079, P, 39, 0, 50
INVAR-32, Run: 080, P, 51, 0, 50
INVAR-32, Run: 081, P, 51, 0, 50
INVAR-32, Run: 082, P, 53, 0, 50
INVAR-32, Run: 083, P, 41, 0, 50
INVAR-32, Run: 084, P, 68, 0, 50
INVAR-32, Run: 085, P, 48, 0, 50
INVAR-32, Run: 086, P, 40, 0, 50
INVAR-32, Run: 087, P, 55, 0, 50
INVAR-32, Run: 088, P, 40, 0, 50
INVAR-32, Run: 089, P, 53, 0, 50
INVAR-32, Run: 090, P, 63, 0, 50
INVAR-32, Run: 091, P, 48, 0, 50
INVAR-32, Run: 092, P, 65, 0, 50
INVAR-32, Run: 093, P, 46, 0, 50
INVAR-32, Run: 094, P, 64, 0, 50
INVAR-32, Run: 095, P, 52, 0, 50
INVAR-32, Run: 096, P, 41, 0, 50
INVAR-32, Run: 097, P, 64, 0, 50
INVAR-32, Run: 098, P, 36, 0, 50
INVAR-32, Run: 099, P, 44, 0, 50
INVAR-32, Run: 100, P, 39, 0, 50
INVAR-33, Run: 001, P, 4, 0, 100
INVAR-33, Run: 002, P, 1, 11, 89
INVAR-33, Run: 003, P, 9, 0, 100
INVAR-33, Run: 004, P, 0, 8, 92
INVAR-33, Run: 005, P, 2, 0, 100
INVAR-33, Run: 006, P, 4, 0, 100
INVAR-33, Run: 007, P, 2, 0, 100
INVAR-33, Run: 008, P, 0, 0, 100
INVAR-33, Run: 009, P, 0, 18, 82
INVAR-33, Run: 010, P, 0, 14, 86
INVAR-33, Run: 011, P, 2, 0, 100
INVAR-33, Run: 012, P, 0, 6, 94
INVAR-33, Run: 013, P, 20, 0, 100
INVAR-33, Run: 014, P, 0, 2, 98
INVAR-33, Run: 015, P, 2, 0, 100
INVAR-33, Run: 016, P, 0, 4, 96
INVAR-33, Run: 017, P, 0, 1, 99
INVAR-33, Run: 018, P, 0, 10, 90
INVAR-33, Run: 019, P, 0, 1, 99
INVAR-33, Run: 020, P, 3, 0, 100
INVAR-33, Run: 021, P, 0, 21, 79
INVAR-33, Run: 022, P, 0, 0, 100
INVAR-33, Run: 023, P, 0, 15, 85
INVAR-33, Run: 024, P, 4, 0, 100
INVAR-33, Run: 025, P, 3, 0, 100
INVAR-33, Run: 026, P, 11, 0, 100
INVAR-33, Run: 027, P, 0, 13, 87
INVAR-33, Run: 028, P, 0, 6, 94
INVAR-33, Run: 029, P, 2, 10, 90
INVAR-33, Run: 030, P, 1, 1, 99
INVAR-33, Run: 031, P, 1, 6, 94
INVAR-33, Run: 032, P, 2, 1, 99
INVAR-33, Run: 033, P, 0, 3, 97
INVAR-33, Run: 034, P, 0, 2, 98
INVAR-33, Run: 035, P, 0, 3, 97
INVAR-33, Run: 036, P, 1, 2, 98
INVAR-33, Run: 037, P, 11, 0, 100
INVAR-33, Run: 038, P, 0, 29, 71
INVAR-33, Run: 039, P, 0, 13, 87
INVAR-33, Run: 040, P, 16, 0, 100
INVAR-33, Run: 041, P, 3, 0, 100
INVAR-33, Run: 042, P, 0, 16, 84
INVAR-33, Run: 043, P, 0, 2, 98
INVAR-33, Run: 044, P, 0, 0, 100
INVAR-33, Run: 045, P, 1, 3, 97
INVAR-33, Run: 046, P, 2, 0, 100
INVAR-33, Run: 047, P, 2, 0, 100
INVAR-33, Run: 048, P, 0, 7, 93
INVAR-33, Run: 049, P, 10, 0, 100
INVAR-33, Run: 050, P, 1, 0, 100
INVAR-33, Run: 051, P, 0, 7, 93
INVAR-33, Run: 052, P, 1, 1, 99
INVAR-33, Run: 053, P, 7, 0, 100
INVAR-33, Run: 054, P, 0, 3, 97
INVAR-33, Run: 055, P, 12, 0, 100
INVAR-33, Run: 056, P, 9, 0, 100
INVAR-33, Run: 057, P, 2, 0, 100
INVAR-33, Run: 058, P, 0, 4, 96
INVAR-33, Run: 059, P, 1, 8, 92
INVAR-33, Run: 060, P, 4, 0, 100
INVAR-33, Run: 061, P, 17, 0, 100
INVAR-33, Run: 062, P, 0, 0, 100
INVAR-33, Run: 063, P, 0, 1, 99
INVAR-33, Run: 064, P, 0, 0, 100
INVAR-33, Run: 065, P, 6, 0, 100
INVAR-33, Run: 066, P, 1, 0, 100
INVAR-33, Run: 067, P, 5, 0, 100
INVAR-33, Run: 068, P, 5, 0, 100
INVAR-33, Run: 069, P, 2, 1, 99
INVAR-33, Run: 070, P, 21, 0, 100
INVAR-33, Run: 071, P, 1, 1, 99
INVAR-33, Run: 072, P, 10, 0, 100
INVAR-33, Run: 073, P, 2, 3, 97
INVAR-33, Run: 074, P, 0, 8, 92
INVAR-33, Run: 075, P, 5, 0, 100
INVAR-33, Run: 076, P, 0, 10, 90
INVAR-33, Run: 077, P, 22, 0, 100
INVAR-33, Run: 078, P, 0, 7, 93
INVAR-33, Run: 079, P, 1, 0, 100
INVAR-33, Run: 080, P, 11, 0, 100
INVAR-33, Run: 081, P, 14, 0, 100
INVAR-33, Run: 082, P, 0, 5, 95
INVAR-33, Run: 083, P, 0, 16, 84
INVAR-33, Run: 084, P, 2, 0, 100
INVAR-33, Run: 085, P, 14, 0, 100
INVAR-33, Run: 086, P, 0, 16, 84
INVAR-33, Run: 087, P, 1, 5, 95
INVAR-33, Run: 088, P, 5, 0, 100
INVAR-33, Run: 089, P, 1, 0, 100
INVAR-33, Run: 090, P, 0, 3, 97
INVAR-33, Run: 091, P, 8, 0, 100
INVAR-33, Run: 092, P, 5, 0, 100
INVAR-33, Run: 093, P, 0, 1, 99
INVAR-33, Run: 094, P, 2, 1, 99
INVAR-33, Run: 095, P, 3, 0, 100
INVAR-33, Run: 096, P, 1, 8, 92
INVAR-33, Run: 097, P, 0, 3, 97
INVAR-33, Run: 098, P, 0, 19, 81
INVAR-33, Run: 099, P, 0, 15, 85
INVAR-33, Run: 100, P, 7, 0, 100
INVAR-34, Run: 001, P, 0, 95, 105
INVAR-34, Run: 002, P, 0, 92, 108
INVAR-34, Run: 003, P, 0, 96, 104
INVAR-34, Run: 004, P, 0, 96, 104
INVAR-34, Run: 005, P, 0, 102, 98
INVAR-34, Run: 006, P, 0, 101, 99
INVAR-34, Run: 007, P, 0, 96, 104
INVAR-34, Run: 008, P, 0, 111, 89
INVAR-34, Run: 009, P, 0, 80, 120
INVAR-34, Run: 010, P, 1, 106, 94
INVAR-34, Run: 011, P, 0, 96, 104
INVAR-34, Run: 012, P, 0, 104, 96
INVAR-34, Run: 013, P, 0, 108, 92
INVAR-34, Run: 014, P, 0, 130, 70
INVAR-34, Run: 015, P, 0, 102, 98
INVAR-34, Run: 016, P, 0, 96, 104
INVAR-34, Run: 017, P, 0, 93, 107
INVAR-34, Run: 018, P, 0, 97, 103
INVAR-34, Run: 019, P, 0, 115, 85
INVAR-34, Run: 020, P, 0, 92, 108
INVAR-34, Run: 021, P, 0, 101, 99
INVAR-34, Run: 022, P, 0, 75, 125
INVAR-34, Run: 023, P, 0, 109, 91
INVAR-34, Run: 024, P, 0, 90, 110
INVAR-34, Run: 025, P, 0, 102, 98
INVAR-34, Run: 026, P, 0, 106, 94
INVAR-34, Run: 027, P, 0, 105, 95
INVAR-34, Run: 028, P, 0, 99, 101
INVAR-34, Run: 029, P, 0, 98, 102
INVAR-34, Run: 030, P, 0, 97, 103
INVAR-34, Run: 031, P, 0, 98, 102
INVAR-34, Run: 032, P, 0, 106, 94
INVAR-34, Run: 033, P, 0, 72, 128
INVAR-34, Run: 034, P, 0, 99, 101
INVAR-34, Run: 035, P, 0, 90, 110
INVAR-34, Run: 036, P, 0, 93, 107
INVAR-34, Run: 037, P, 0, 102, 98
INVAR-34, Run: 038, P, 0, 99, 101
INVAR-34, Run: 039, P, 0, 117, 83
INVAR-34, Run: 040, P, 0, 112, 88
INVAR-34, Run: 041, P, 0, 87, 113
INVAR-34, Run: 042, P, 0, 93, 107
INVAR-34, Run: 043, P, 0, 112, 88
INVAR-34, Run: 044, P, 0, 104, 96
INVAR-34, Run: 045, P, 0, 94, 106
INVAR-34, Run: 046, P, 0, 109, 91
INVAR-34, Run: 047, P, 0, 100, 100
INVAR-34, Run: 048, P, 0, 114, 86
INVAR-34, Run: 049, P, 0, 99, 101
INVAR-34, Run: 050, P, 0, 109, 91
INVAR-34, Run: 051, P, 0, 99, 101
INVAR-34, Run: 052, P, 0, 101, 99
INVAR-34, Run: 053, P, 0, 107, 93
INVAR-34, Run: 054, P, 0, 105, 95
INVAR-34, Run: 055, P, 0, 120, 80
INVAR-34, Run: 056, P, 0, 95, 105
INVAR-34, Run: 057, P, 0, 110, 90
INVAR-34, Run: 058, P, 0, 109, 91
INVAR-34, Run: 059, P, 0, 107, 93
INVAR-34, Run: 060, P, 0, 107, 93
INVAR-34, Run: 061, P, 0, 97, 103
INVAR-34, Run: 062, P, 0, 98, 102
INVAR-34, Run: 063, P, 0, 112, 88
INVAR-34, Run: 064, P, 0, 108, 92
INVAR-34, Run: 065, P, 0, 81, 119
INVAR-34, Run: 066, P, 0, 88, 112
INVAR-34, Run: 067, P, 0, 119, 81
INVAR-34, Run: 068, P, 0, 91, 109
INVAR-34, Run: 069, P, 0, 98, 102
INVAR-34, Run: 070, P, 0, 108, 92
INVAR-34, Run: 071, P, 0, 122, 78
INVAR-34, Run: 072, P, 0, 107, 93
INVAR-34, Run: 073, P, 0, 99, 101
INVAR-34, Run: 074, P, 0, 99, 101
INVAR-34, Run: 075, P, 0, 96, 104
INVAR-34, Run: 076, P, 0, 90, 110
INVAR-34, Run: 077, P, 0, 108, 92
INVAR-34, Run: 078, P, 0, 106, 94
INVAR-34, Run: 079, P, 0, 100, 100
INVAR-34, Run: 080, P, 0, 105, 95
INVAR-34, Run: 081, P, 0, 105, 95
INVAR-34, Run: 082, P, 0, 108, 92
INVAR-34, Run: 083, P, 0, 94, 106
INVAR-34, Run: 084, P, 0, 112, 88
INVAR-34, Run: 085, P, 0, 90, 110
INVAR-34, Run: 086, P, 0, 86, 114
INVAR-34, Run: 087, P, 0, 107, 93
INVAR-34, Run: 088, P, 0, 101, 99
INVAR-34, Run: 089, P, 0, 97, 103
INVAR-34, Run: 090, P, 0, 97, 103
INVAR-34, Run: 091, P, 0, 78, 122
INVAR-34, Run: 092, P, 0, 115, 85
INVAR-34, Run: 093, P, 0, 97, 103
INVAR-34, Run: 094, P, 0, 113, 87
INVAR-34, Run: 095, P, 0, 100, 100
INVAR-34, Run: 096, P, 0, 96, 104
INVAR-34, Run: 097, P, 0, 109, 91
INVAR-34, Run: 098, P, 0, 102, 98
INVAR-34, Run: 099, P, 0, 110, 90
INVAR-34, Run: 100, P, 0, 103, 97
INVAR-35, Run: 001, P, 101, 0, 48
INVAR-35, Run: 002, P, 119, 0, 48
INVAR-35, Run: 003, P, 96, 0, 48
INVAR-35, Run: 004, P, 117, 0, 48
INVAR-35, Run: 005, P, 77, 0, 48
INVAR-35, Run: 006, P, 118, 0, 48
INVAR-35, Run: 007, P, 101, 0, 48
INVAR-35, Run: 008, P, 93, 0, 48
INVAR-35, Run: 009, P, 94, 0, 48
INVAR-35, Run: 010, P, 106, 0, 48
INVAR-35, Run: 011, P, 106, 0, 48
INVAR-35, Run: 012, P, 85, 0, 48
INVAR-35, Run: 013, P, 109, 0, 48
INVAR-35, Run: 014, P, 96, 0, 48
INVAR-35, Run: 015, P, 118, 0, 48
INVAR-35, Run: 016, P, 95, 0, 48
INVAR-35, Run: 017, P, 118, 0, 48
INVAR-35, Run: 018, P, 106, 0, 48
INVAR-35, Run: 019, P, 88, 0, 48
INVAR-35, Run: 020, P, 91, 0, 48
INVAR-35, Run: 021, P, 104, 0, 48
INVAR-35, Run: 022, P, 112, 0, 48
INVAR-35, Run: 023, P, 98, 0, 48
INVAR-35, Run: 024, P, 100, 0, 48
INVAR-35, Run: 025, P, 101, 0, 48
INVAR-35, Run: 026, P, 96, 0, 48
INVAR-35, Run: 027, P, 97, 0, 48
INVAR-35, Run: 028, P, 105, 0, 48
INVAR-35, Run: 029, P, 103, 0, 48
INVAR-35, Run: 030, P, 90, 0, 48
INVAR-35, Run: 031, P, 114, 0, 48
INVAR-35, Run: 032, P, 83, 0, 48
INVAR-35, Run: 033, P, 112, 0, 48
INVAR-35, Run: 034, P, 105, 0, 48
INVAR-35, Run: 035, P, 89, 0, 48
INVAR-35, Run: 036, P, 106, 0, 48
INVAR-35, Run: 037, P, 95, 0, 48
INVAR-35, Run: 038, P, 100, 0, 48
INVAR-35, Run: 039, P, 93, 0, 48
INVAR-35, Run: 040, P, 98, 0, 48
INVAR-35, Run: 041, P, 111, 0, 48
INVAR-35, Run: 042, P, 96, 0, 48
INVAR-35, Run: 043, P, 118, 0, 48
INVAR-35, Run: 044, P, 109, 0, 48
INVAR-35, Run: 045, P, 84, 0, 48
INVAR-35, Run: 046, P, 100, 0, 48
INVAR-35, Run: 047, P, 109, 0, 48
INVAR-35, Run: 048, P, 107, 0, 48
INVAR-35, Run: 049, P, 109, 0, 48
INVAR-35, Run: 050, P, 99, 0, 48
INVAR-35, Run: 051, P, 109, 0, 48
INVAR-35, Run: 052, P, 107, 0, 48
INVAR-35, Run: 053, P, 89, 0, 48
INVAR-35, Run: 054, P, 92, 0, 48
INVAR-35, Run: 055, P, 109, 0, 48
INVAR-35, Run: 056, P, 94, 0, 48
INVAR-35, Run: 057, P, 108, 0, 48
INVAR-35, Run: 058, P, 100, 0, 48
INVAR-35, Run: 059, P, 120, 0, 48
INVAR-35, Run: 060, P, 96, 0, 48
INVAR-35, Run: 061, P, 108, 0, 48
INVAR-35, Run: 062, P, 94, 0, 48
INVAR-35, Run: 063, P, 94, 0, 48
INVAR-35, Run: 064, P, 109, 0, 48
INVAR-35, Run: 065, P, 96, 0, 48
INVAR-35, Run: 066, P, 122, 0, 48
INVAR-35, Run: 067, P, 113, 0, 48
INVAR-35, Run: 068, P, 97, 0, 48
INVAR-35, Run: 069, P, 110, 0, 48
INVAR-35, Run: 070, P, 101, 0, 48
INVAR-35, Run: 071, P, 98, 0, 48
INVAR-35, Run: 072, P, 103, 0, 48
INVAR-35, Run: 073, P, 112, 0, 48
INVAR-35, Run: 074, P, 109, 0, 48
INVAR-35, Run: 075, P, 121, 0, 48
INVAR-35, Run: 076, P, 116, 0, 48
INVAR-35, Run: 077, P, 101, 0, 48
INVAR-35, Run: 078, P, 97, 0, 48
INVAR-35, Run: 079, P, 91, 0, 48
INVAR-35, Run: 080, P, 98, 0, 48
INVAR-35, Run: 081, P, 102, 0, 48
INVAR-35, Run: 082, P, 108, 0, 48
INVAR-35, Run: 083, P, 96, 0, 48
INVAR-35, Run: 084, P, 106, 0, 48
INVAR-35, Run: 085, P, 107, 0, 48
INVAR-35, Run: 086, P, 93, 0, 48
INVAR-35, Run: 087, P, 110, 0, 48
INVAR-35, Run: 088, P, 95, 0, 48
INVAR-35, Run: 089, P, 100, 0, 48
INVAR-35, Run: 090, P, 105, 0, 48
INVAR-35, Run: 091, P, 99, 0, 48
INVAR-35, Run: 092, P, 85, 0, 48
INVAR-35, Run: 093, P, 113, 0, 48
INVAR-35, Run: 094, P, 80, 0, 48
INVAR-35, Run: 095, P, 103, 0, 48
INVAR-35, Run: 096, P, 116, 0, 48
INVAR-35, Run: 097, P, 108, 0, 48
INVAR-35, Run: 098, P, 105, 0, 48
INVAR-35, Run: 099, P, 97, 0, 48
INVAR-35, Run: 100, P, 93, 0, 48
INVAR-36, Run: 001, P, 144, 0, 52
INVAR-36, Run: 002, P, 155, 0, 52
INVAR-36, Run: 003, P, 147, 0, 52
INVAR-36, Run: 004, P, 152, 0, 52
INVAR-36, Run: 005, P, 152, 0, 52
INVAR-36, Run: 006, P, 144, 0, 52
