Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 027, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 028, F, 6, 0, 0, 5, 8, 11, 0, 4, 4
INVAR-1, Run: 029, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 030, F, 1, 0, 0, 2, 7, 11, 3, 12, 6
INVAR-1, Run: 031, F, 0, 0, 2, 1, 7, 12, 1, 18, 1
INVAR-1, Run: 032, F, 15, 0, 0, 2, 8, 12, 0, 0, 3
INVAR-1, Run: 033, F, 0, 0, 1, 6, 7, 10, 2, 10, 3
INVAR-1, Run: 034, F, 0, 0, 2, 4, 7, 11, 1, 15, 0
INVAR-1, Run: 035, F, 0, 0, 2, 4, 7, 11, 1, 9, 6
INVAR-1, Run: 036, F, 3, 0, 0, 2, 8, 12, 0, 12, 3
INVAR-1, Run: 037, F, 0, 0, 2, 1, 7, 12, 1, 18, 1
INVAR-1, Run: 038, F, 12, 0, 0, 2, 8, 12, 0, 6, 0
INVAR-1, Run: 039, F, 16, 0, 0, 2, 8, 12, 0, 2, 0
INVAR-1, Run: 040, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 041, F, 0, 0, 2, 4, 7, 11, 1, 6, 9
INVAR-1, Run: 042, F, 12, 0, 0, 2, 8, 12, 0, 3, 3
INVAR-1, Run: 043, F, 10, 0, 0, 2, 8, 12, 0, 3, 5
INVAR-1, Run: 044, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 045, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 046, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 047, F, 6, 0, 0, 2, 8, 12, 0, 11, 1
INVAR-1, Run: 048, F, 2, 0, 0, 5, 7, 10, 3, 8, 5
INVAR-1, Run: 049, F, 0, 0, 1, 3, 7, 11, 2, 17, 0
INVAR-1, Run: 050, F, 0, 0, 1, 3, 7, 11, 2, 8, 9
INVAR-1, Run: 051, F, 0, 0, 2, 1, 7, 12, 1, 17, 2
INVAR-1, Run: 052, F, 13, 0, 0, 2, 8, 12, 0, 4, 1
INVAR-1, Run: 053, F, 0, 0, 2, 4, 7, 11, 1, 10, 5
INVAR-1, Run: 054, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 055, F, 0, 0, 2, 4, 7, 11, 1, 15, 0
INVAR-1, Run: 056, F, 0, 0, 2, 1, 7, 12, 1, 18, 1
INVAR-1, Run: 057, F, 0, 0, 1, 3, 7, 11, 2, 14, 3
INVAR-1, Run: 058, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 059, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 060, F, 0, 0, 1, 6, 7, 10, 2, 10, 3
INVAR-1, Run: 061, F, 0, 0, 1, 3, 7, 11, 2, 11, 6
INVAR-1, Run: 062, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 063, F, 3, 0, 0, 5, 7, 10, 3, 7, 5
INVAR-1, Run: 064, F, 8, 0, 0, 2, 8, 12, 0, 2, 8
INVAR-1, Run: 065, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 066, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 067, F, 6, 0, 0, 2, 8, 12, 0, 10, 2
INVAR-1, Run: 068, F, 0, 0, 2, 1, 7, 12, 1, 12, 7
INVAR-1, Run: 069, F, 13, 0, 0, 2, 8, 12, 0, 4, 1
INVAR-1, Run: 070, F, 10, 0, 0, 2, 8, 12, 0, 7, 1
INVAR-1, Run: 071, F, 10, 0, 0, 2, 8, 12, 0, 5, 3
INVAR-1, Run: 072, F, 0, 0, 2, 4, 7, 11, 1, 8, 7
INVAR-1, Run: 073, F, 0, 0, 2, 4, 7, 11, 1, 15, 0
INVAR-1, Run: 074, F, 9, 0, 0, 5, 7, 10, 3, 4, 2
INVAR-1, Run: 075, F, 0, 0, 1, 3, 7, 11, 2, 11, 6
INVAR-1, Run: 076, F, 0, 0, 1, 3, 7, 11, 2, 13, 4
INVAR-1, Run: 077, F, 8, 0, 0, 5, 8, 11, 0, 2, 4
INVAR-1, Run: 078, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 079, F, 11, 0, 0, 5, 8, 11, 0, 2, 1
INVAR-1, Run: 080, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 081, F, 7, 0, 0, 2, 7, 11, 3, 8, 4
INVAR-1, Run: 082, F, 0, 0, 1, 3, 6, 10, 5, 17, 1
INVAR-1, Run: 083, F, 0, 0, 2, 4, 7, 11, 1, 10, 5
INVAR-1, Run: 084, F, 9, 0, 0, 2, 8, 12, 0, 4, 5
INVAR-1, Run: 085, F, 0, 0, 2, 4, 7, 11, 1, 10, 5
INVAR-1, Run: 086, F, 10, 0, 0, 5, 8, 11, 0, 1, 3
INVAR-1, Run: 087, F, 11, 0, 0, 2, 8, 12, 0, 4, 3
INVAR-1, Run: 088, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 089, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 090, F, 10, 0, 0, 2, 8, 12, 0, 3, 5
INVAR-1, Run: 091, F, 0, 0, 1, 3, 7, 11, 2, 14, 3
INVAR-1, Run: 092, F, 0, 0, 1, 3, 7, 11, 2, 12, 5
INVAR-1, Run: 093, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 094, F, 8, 0, 0, 5, 8, 11, 0, 2, 4
INVAR-1, Run: 095, F, 6, 0, 0, 5, 8, 11, 0, 5, 3
INVAR-1, Run: 096, F, 8, 0, 0, 2, 8, 12, 0, 2, 8
INVAR-1, Run: 097, F, 0, 0, 2, 4, 7, 11, 1, 11, 4
INVAR-1, Run: 098, F, 0, 0, 1, 3, 7, 11, 2, 13, 4
INVAR-1, Run: 099, F, 10, 0, 0, 5, 8, 11, 0, 3, 1
INVAR-1, Run: 100, F, 0, 0, 1, 3, 7, 11, 2, 13, 4
INVAR-10, Run: 001, F, 0, 0, 2, 4, 13, 15, 1, 22, 3
INVAR-10, Run: 002, F, 0, 0, 1, 3, 13, 15, 2, 24, 3
INVAR-10, Run: 003, F, 0, 0, 1, 6, 13, 14, 2, 14, 9
INVAR-10, Run: 004, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 005, F, 0, 0, 1, 3, 13, 15, 2, 25, 2
INVAR-10, Run: 006, F, 20, 0, 0, 2, 14, 16, 0, 4, 4
INVAR-10, Run: 007, F, 17, 0, 0, 5, 14, 15, 0, 3, 4
INVAR-10, Run: 008, F, 0, 0, 2, 7, 13, 14, 1, 12, 9
INVAR-10, Run: 009, F, 0, 0, 2, 4, 12, 14, 4, 21, 5
INVAR-10, Run: 010, F, 17, 0, 0, 5, 13, 14, 3, 3, 5
INVAR-10, Run: 011, F, 5, 0, 0, 5, 14, 15, 0, 12, 7
INVAR-10, Run: 012, F, 0, 0, 2, 4, 13, 15, 1, 21, 4
INVAR-10, Run: 013, F, 0, 0, 1, 3, 13, 15, 2, 23, 4
INVAR-10, Run: 014, F, 10, 0, 0, 5, 14, 15, 0, 12, 2
INVAR-10, Run: 015, F, 0, 0, 2, 1, 13, 16, 1, 27, 2
INVAR-10, Run: 016, F, 0, 0, 2, 7, 13, 14, 1, 18, 3
INVAR-10, Run: 017, F, 16, 0, 0, 2, 14, 16, 0, 8, 4
INVAR-10, Run: 018, F, 0, 0, 1, 6, 13, 14, 2, 11, 12
INVAR-10, Run: 019, F, 12, 0, 0, 2, 14, 16, 0, 10, 6
INVAR-10, Run: 020, F, 0, 0, 1, 3, 13, 15, 2, 23, 4
INVAR-10, Run: 021, F, 17, 0, 0, 2, 14, 16, 0, 10, 1
INVAR-10, Run: 022, F, 0, 0, 2, 4, 13, 15, 1, 19, 6
INVAR-10, Run: 023, F, 24, 0, 0, 2, 14, 16, 0, 4, 0
INVAR-10, Run: 024, F, 12, 0, 0, 8, 14, 14, 0, 3, 5
INVAR-10, Run: 025, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 026, F, 0, 0, 2, 4, 13, 15, 1, 21, 4
INVAR-10, Run: 027, F, 8, 0, 0, 5, 13, 14, 3, 15, 2
INVAR-10, Run: 028, F, 0, 0, 2, 4, 13, 15, 1, 22, 3
INVAR-10, Run: 029, F, 0, 0, 1, 6, 13, 14, 2, 20, 3
INVAR-10, Run: 030, F, 0, 0, 2, 4, 13, 15, 1, 22, 3
INVAR-10, Run: 031, F, 0, 0, 2, 4, 13, 15, 1, 18, 7
INVAR-10, Run: 032, F, 0, 0, 1, 3, 13, 15, 2, 21, 6
INVAR-10, Run: 033, F, 12, 0, 0, 5, 14, 15, 0, 10, 2
INVAR-10, Run: 034, F, 3, 0, 0, 5, 14, 15, 0, 19, 2
INVAR-10, Run: 035, F, 0, 0, 2, 7, 13, 14, 1, 13, 8
INVAR-10, Run: 036, F, 18, 0, 0, 5, 14, 15, 0, 4, 2
INVAR-10, Run: 037, F, 0, 0, 2, 7, 13, 14, 1, 18, 3
INVAR-10, Run: 038, F, 0, 0, 2, 4, 13, 15, 1, 20, 5
INVAR-10, Run: 039, F, 9, 0, 0, 5, 14, 15, 0, 10, 5
INVAR-10, Run: 040, F, 22, 0, 0, 2, 14, 16, 0, 5, 1
INVAR-10, Run: 041, F, 0, 0, 1, 3, 13, 15, 2, 25, 2
INVAR-10, Run: 042, F, 20, 0, 0, 2, 13, 15, 3, 3, 6
INVAR-10, Run: 043, F, 0, 0, 1, 3, 13, 15, 2, 22, 5
INVAR-10, Run: 044, F, 0, 0, 2, 4, 13, 15, 1, 20, 5
INVAR-10, Run: 045, F, 0, 0, 1, 3, 13, 15, 2, 25, 2
INVAR-10, Run: 046, F, 17, 0, 0, 2, 13, 15, 3, 9, 3
INVAR-10, Run: 047, F, 20, 0, 0, 5, 13, 14, 3, 3, 2
INVAR-10, Run: 048, F, 19, 0, 0, 2, 14, 16, 0, 4, 5
INVAR-10, Run: 049, F, 0, 0, 2, 4, 13, 15, 1, 24, 1
INVAR-10, Run: 050, F, 0, 0, 1, 3, 13, 15, 2, 22, 5
INVAR-10, Run: 051, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 052, F, 0, 0, 1, 6, 13, 14, 2, 23, 0
INVAR-10, Run: 053, F, 6, 0, 0, 2, 14, 16, 0, 16, 6
INVAR-10, Run: 054, F, 9, 0, 0, 5, 14, 15, 0, 10, 5
INVAR-10, Run: 055, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 056, F, 0, 0, 2, 4, 13, 15, 1, 19, 6
INVAR-10, Run: 057, F, 0, 0, 1, 6, 13, 14, 2, 15, 8
INVAR-10, Run: 058, F, 21, 0, 0, 5, 14, 15, 0, 1, 2
INVAR-10, Run: 059, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 060, F, 0, 0, 2, 4, 13, 15, 1, 21, 4
INVAR-10, Run: 061, F, 0, 0, 1, 6, 13, 14, 2, 19, 4
INVAR-10, Run: 062, F, 0, 0, 2, 4, 13, 15, 1, 19, 6
INVAR-10, Run: 063, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 064, F, 0, 0, 2, 4, 13, 15, 1, 22, 3
INVAR-10, Run: 065, F, 0, 0, 1, 3, 13, 15, 2, 21, 6
INVAR-10, Run: 066, F, 0, 0, 2, 1, 13, 16, 1, 28, 1
INVAR-10, Run: 067, F, 0, 0, 2, 4, 13, 15, 1, 20, 5
INVAR-10, Run: 068, F, 11, 0, 0, 2, 14, 16, 0, 17, 0
INVAR-10, Run: 069, F, 0, 0, 1, 3, 13, 15, 2, 19, 8
INVAR-10, Run: 070, F, 15, 0, 0, 2, 14, 16, 0, 7, 6
INVAR-10, Run: 071, F, 0, 0, 2, 1, 13, 16, 1, 21, 8
INVAR-10, Run: 072, F, 0, 0, 1, 3, 13, 15, 2, 18, 9
INVAR-10, Run: 073, F, 0, 0, 2, 4, 12, 14, 4, 22, 4
INVAR-10, Run: 074, F, 0, 0, 1, 6, 13, 14, 2, 18, 5
INVAR-10, Run: 075, F, 0, 0, 1, 6, 13, 14, 2, 13, 10
INVAR-10, Run: 076, F, 0, 0, 2, 4, 13, 15, 1, 24, 1
INVAR-10, Run: 077, F, 0, 0, 2, 4, 13, 15, 1, 22, 3
INVAR-10, Run: 078, F, 0, 0, 2, 1, 13, 16, 1, 29, 0
INVAR-10, Run: 079, F, 16, 0, 0, 2, 14, 16, 0, 5, 7
INVAR-10, Run: 080, F, 0, 0, 2, 4, 13, 15, 1, 20, 5
INVAR-10, Run: 081, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 082, F, 0, 0, 2, 7, 13, 14, 1, 18, 3
INVAR-10, Run: 083, F, 0, 0, 2, 1, 13, 16, 1, 24, 5
INVAR-10, Run: 084, F, 2, 0, 0, 5, 14, 15, 0, 19, 3
INVAR-10, Run: 085, F, 0, 0, 1, 3, 13, 15, 2, 23, 4
INVAR-10, Run: 086, F, 23, 0, 0, 2, 13, 15, 3, 4, 2
INVAR-10, Run: 087, F, 19, 0, 0, 2, 14, 16, 0, 4, 5
INVAR-10, Run: 088, F, 13, 0, 0, 2, 13, 15, 3, 15, 1
INVAR-10, Run: 089, F, 20, 0, 0, 2, 13, 15, 3, 4, 5
INVAR-10, Run: 090, F, 0, 0, 1, 6, 13, 14, 2, 17, 6
INVAR-10, Run: 091, F, 0, 0, 2, 4, 13, 15, 1, 14, 11
INVAR-10, Run: 092, F, 0, 0, 2, 4, 13, 15, 1, 23, 2
INVAR-10, Run: 093, F, 0, 0, 1, 3, 13, 15, 2, 20, 7
INVAR-10, Run: 094, F, 0, 0, 2, 4, 13, 15, 1, 20, 5
INVAR-10, Run: 095, F, 11, 0, 0, 8, 14, 14, 0, 6, 3
INVAR-10, Run: 096, F, 11, 0, 0, 2, 14, 16, 0, 8, 9
INVAR-10, Run: 097, F, 0, 0, 1, 3, 13, 15, 2, 23, 4
INVAR-10, Run: 098, F, 12, 0, 0, 5, 14, 15, 0, 5, 7
INVAR-10, Run: 099, F, 5, 0, 0, 5, 14, 15, 0, 10, 9
INVAR-10, Run: 100, F, 12, 0, 0, 5, 13, 14, 3, 4, 9
INVAR-11, Run: 001, F, 32, 0, 0, 6, 18, 30, 4, 5, 9
INVAR-11, Run: 002, F, 26, 0, 0, 6, 19, 31, 1, 8, 11
INVAR-11, Run: 003, F, 0, 0, 2, 2, 18, 32, 2, 47, 3
INVAR-11, Run: 004, F, 26, 0, 0, 6, 19, 31, 1, 17, 2
INVAR-11, Run: 005, F, 0, 0, 1, 7, 18, 30, 3, 39, 5
INVAR-11, Run: 006, F, 0, 0, 1, 7, 19, 31, 0, 37, 6
INVAR-11, Run: 007, F, 0, 0, 1, 7, 19, 31, 0, 38, 5
INVAR-11, Run: 008, F, 25, 0, 0, 9, 19, 30, 1, 13, 3
INVAR-11, Run: 009, F, 0, 0, 1, 7, 19, 31, 0, 38, 5
INVAR-11, Run: 010, F, 0, 0, 1, 10, 19, 30, 0, 30, 9
INVAR-11, Run: 011, F, 0, 0, 2, 5, 18, 31, 2, 40, 6
INVAR-11, Run: 012, F, 18, 0, 0, 6, 19, 31, 1, 19, 8
INVAR-11, Run: 013, F, 0, 0, 1, 4, 19, 32, 0, 40, 7
INVAR-11, Run: 014, F, 15, 0, 0, 6, 19, 31, 1, 16, 14
INVAR-11, Run: 015, F, 0, 0, 1, 7, 18, 30, 3, 38, 6
INVAR-11, Run: 016, F, 0, 0, 1, 7, 19, 31, 0, 39, 4
INVAR-11, Run: 017, F, 0, 0, 2, 5, 18, 31, 2, 39, 7
INVAR-11, Run: 018, F, 0, 0, 1, 7, 19, 31, 0, 41, 2
INVAR-11, Run: 019, F, 14, 0, 0, 6, 19, 31, 1, 24, 7
INVAR-11, Run: 020, F, 0, 0, 2, 5, 18, 31, 2, 33, 13
INVAR-11, Run: 021, F, 2, 0, 0, 6, 19, 31, 1, 39, 4
INVAR-11, Run: 022, F, 0, 0, 2, 5, 18, 31, 2, 41, 5
INVAR-11, Run: 023, F, 0, 0, 1, 7, 19, 31, 0, 37, 6
INVAR-11, Run: 024, F, 21, 0, 0, 9, 19, 30, 1, 13, 7
INVAR-11, Run: 025, F, 0, 0, 2, 5, 18, 31, 2, 37, 9
INVAR-11, Run: 026, F, 0, 0, 1, 7, 19, 31, 0, 35, 8
INVAR-11, Run: 027, F, 24, 0, 0, 3, 19, 32, 1, 23, 2
INVAR-11, Run: 028, F, 29, 0, 0, 3, 19, 32, 1, 14, 6
INVAR-11, Run: 029, F, 33, 0, 0, 6, 19, 31, 1, 1, 11
INVAR-11, Run: 030, F, 31, 0, 0, 9, 19, 30, 1, 5, 5
INVAR-11, Run: 031, F, 0, 0, 2, 8, 18, 30, 2, 38, 4
INVAR-11, Run: 032, F, 0, 0, 1, 7, 19, 31, 0, 29, 14
INVAR-11, Run: 033, F, 0, 0, 1, 7, 19, 31, 0, 35, 8
INVAR-11, Run: 034, F, 12, 0, 0, 6, 19, 31, 1, 17, 16
INVAR-11, Run: 035, F, 37, 0, 0, 6, 19, 31, 1, 1, 7
INVAR-11, Run: 036, F, 0, 0, 1, 4, 19, 32, 0, 43, 4
INVAR-11, Run: 037, F, 31, 0, 0, 6, 19, 31, 1, 9, 5
INVAR-11, Run: 038, F, 0, 0, 1, 7, 19, 31, 0, 38, 5
INVAR-11, Run: 039, F, 35, 0, 0, 6, 19, 31, 1, 7, 3
INVAR-11, Run: 040, F, 0, 0, 1, 7, 19, 31, 0, 42, 1
INVAR-11, Run: 041, F, 0, 0, 2, 5, 18, 31, 2, 25, 21
INVAR-11, Run: 042, F, 19, 0, 0, 6, 19, 31, 1, 17, 9
INVAR-11, Run: 043, F, 0, 0, 2, 8, 18, 30, 2, 39, 3
INVAR-11, Run: 044, F, 0, 0, 1, 1, 19, 33, 0, 50, 1
INVAR-11, Run: 045, F, 0, 0, 1, 13, 19, 29, 0, 30, 5
INVAR-11, Run: 046, F, 36, 0, 0, 3, 19, 32, 1, 6, 7
INVAR-11, Run: 047, F, 7, 0, 0, 6, 19, 31, 1, 25, 13
INVAR-11, Run: 048, F, 26, 0, 0, 6, 19, 31, 1, 11, 8
INVAR-11, Run: 049, F, 0, 0, 1, 7, 18, 30, 3, 40, 4
INVAR-11, Run: 050, F, 0, 0, 1, 4, 19, 32, 0, 42, 5
INVAR-11, Run: 051, F, 27, 0, 0, 6, 19, 31, 1, 8, 10
INVAR-11, Run: 052, F, 0, 0, 2, 5, 18, 31, 2, 41, 5
INVAR-11, Run: 053, F, 29, 0, 0, 6, 19, 31, 1, 2, 14
INVAR-11, Run: 054, F, 0, 0, 2, 5, 18, 31, 2, 39, 7
INVAR-11, Run: 055, F, 0, 0, 1, 4, 19, 32, 0, 46, 1
INVAR-11, Run: 056, F, 0, 0, 2, 8, 18, 30, 2, 32, 10
INVAR-11, Run: 057, F, 0, 0, 1, 4, 18, 31, 3, 41, 7
INVAR-11, Run: 058, F, 0, 0, 2, 5, 18, 31, 2, 42, 4
INVAR-11, Run: 059, F, 0, 0, 1, 4, 19, 32, 0, 42, 5
INVAR-11, Run: 060, F, 39, 0, 0, 3, 19, 32, 1, 7, 3
INVAR-11, Run: 061, F, 0, 0, 2, 2, 18, 32, 2, 46, 4
INVAR-11, Run: 062, F, 24, 0, 0, 6, 19, 31, 1, 16, 5
INVAR-11, Run: 063, F, 21, 0, 0, 9, 19, 30, 1, 10, 10
INVAR-11, Run: 064, F, 37, 0, 0, 6, 19, 31, 1, 2, 6
INVAR-11, Run: 065, F, 0, 0, 1, 4, 18, 31, 3, 43, 5
INVAR-11, Run: 066, F, 30, 0, 0, 3, 19, 32, 1, 12, 7
INVAR-11, Run: 067, F, 0, 0, 1, 4, 19, 32, 0, 40, 7
INVAR-11, Run: 068, F, 23, 0, 0, 6, 19, 31, 1, 18, 4
INVAR-11, Run: 069, F, 0, 0, 1, 4, 19, 32, 0, 43, 4
INVAR-11, Run: 070, F, 0, 0, 1, 4, 18, 31, 3, 35, 13
INVAR-11, Run: 071, F, 19, 0, 0, 6, 19, 31, 1, 16, 10
INVAR-11, Run: 072, F, 0, 0, 2, 2, 18, 32, 2, 43, 7
INVAR-11, Run: 073, F, 0, 0, 1, 4, 18, 31, 3, 46, 2
INVAR-11, Run: 074, F, 0, 0, 1, 4, 18, 31, 3, 46, 2
INVAR-11, Run: 075, F, 0, 0, 2, 5, 18, 31, 2, 41, 5
INVAR-11, Run: 076, F, 0, 0, 2, 8, 18, 30, 2, 33, 9
INVAR-11, Run: 077, F, 0, 0, 1, 4, 19, 32, 0, 45, 2
INVAR-11, Run: 078, F, 12, 0, 0, 6, 18, 30, 4, 26, 8
INVAR-11, Run: 079, F, 0, 0, 1, 4, 19, 32, 0, 46, 1
INVAR-11, Run: 080, F, 29, 0, 0, 3, 19, 32, 1, 14, 6
INVAR-11, Run: 081, F, 0, 0, 2, 8, 18, 30, 2, 30, 12
INVAR-11, Run: 082, F, 39, 0, 0, 6, 19, 31, 1, 2, 4
INVAR-11, Run: 083, F, 36, 0, 0, 6, 19, 31, 1, 1, 8
INVAR-11, Run: 084, F, 27, 0, 0, 6, 19, 31, 1, 16, 2
INVAR-11, Run: 085, F, 0, 0, 1, 4, 19, 32, 0, 40, 7
INVAR-11, Run: 086, F, 0, 0, 2, 5, 18, 31, 2, 41, 5
INVAR-11, Run: 087, F, 26, 0, 0, 3, 19, 32, 1, 19, 4
INVAR-11, Run: 088, F, 19, 0, 0, 3, 19, 32, 1, 26, 4
INVAR-11, Run: 089, F, 0, 0, 1, 4, 18, 31, 3, 38, 10
INVAR-11, Run: 090, F, 37, 0, 0, 3, 19, 32, 1, 6, 6
INVAR-11, Run: 091, F, 0, 0, 2, 5, 18, 31, 2, 44, 2
INVAR-11, Run: 092, F, 0, 0, 1, 4, 19, 32, 0, 42, 5
INVAR-11, Run: 093, F, 13, 0, 0, 6, 19, 31, 1, 24, 8
INVAR-11, Run: 094, F, 17, 0, 0, 6, 19, 31, 1, 22, 6
INVAR-11, Run: 095, F, 35, 0, 0, 6, 19, 31, 1, 3, 7
INVAR-11, Run: 096, F, 36, 0, 0, 6, 19, 31, 1, 2, 7
INVAR-11, Run: 097, F, 0, 0, 1, 10, 19, 30, 0, 32, 7
INVAR-11, Run: 098, F, 38, 0, 0, 3, 19, 32, 1, 1, 10
INVAR-11, Run: 099, F, 23, 0, 0, 6, 19, 31, 1, 16, 6
INVAR-11, Run: 100, F, 11, 0, 0, 3, 19, 32, 1, 36, 2
INVAR-12, Run: 001, F, 0, 0, 1, 8, 42, 63, 3, 91, 9
INVAR-12, Run: 002, F, 50, 0, 0, 10, 43, 63, 1, 40, 7
INVAR-12, Run: 003, F, 0, 0, 1, 8, 43, 64, 0, 87, 12
INVAR-12, Run: 004, F, 0, 0, 1, 8, 43, 64, 0, 88, 11
INVAR-12, Run: 005, F, 0, 0, 2, 12, 42, 62, 2, 88, 6
INVAR-12, Run: 006, F, 40, 0, 0, 10, 43, 63, 1, 42, 15
INVAR-12, Run: 007, F, 55, 0, 0, 7, 43, 64, 1, 37, 9
INVAR-12, Run: 008, F, 74, 0, 0, 4, 43, 65, 1, 25, 6
INVAR-12, Run: 009, F, 21, 0, 0, 7, 43, 64, 1, 67, 13
INVAR-12, Run: 010, F, 49, 0, 0, 10, 43, 63, 1, 42, 6
INVAR-12, Run: 011, F, 35, 0, 0, 10, 43, 63, 1, 56, 6
INVAR-12, Run: 012, F, 54, 0, 0, 10, 43, 63, 1, 37, 6
INVAR-12, Run: 013, F, 50, 0, 0, 10, 43, 63, 1, 39, 8
INVAR-12, Run: 014, F, 76, 0, 0, 7, 43, 64, 1, 20, 5
INVAR-12, Run: 015, F, 0, 0, 1, 8, 43, 64, 0, 90, 9
INVAR-12, Run: 016, F, 0, 0, 1, 11, 43, 63, 0, 82, 13
INVAR-12, Run: 017, F, 69, 0, 0, 4, 42, 64, 4, 28, 9
INVAR-12, Run: 018, F, 0, 0, 2, 6, 42, 64, 2, 95, 7
INVAR-12, Run: 019, F, 86, 0, 0, 7, 43, 64, 1, 8, 7
INVAR-12, Run: 020, F, 0, 0, 1, 5, 43, 65, 0, 98, 5
INVAR-12, Run: 021, F, 54, 0, 0, 7, 43, 64, 1, 42, 5
INVAR-12, Run: 022, F, 44, 0, 0, 10, 42, 62, 4, 42, 12
INVAR-12, Run: 023, F, 53, 0, 0, 10, 43, 63, 1, 36, 8
INVAR-12, Run: 024, F, 50, 0, 0, 10, 43, 63, 1, 32, 15
INVAR-12, Run: 025, F, 36, 0, 0, 7, 43, 64, 1, 57, 8
INVAR-12, Run: 026, F, 0, 0, 1, 11, 42, 62, 3, 87, 9
INVAR-12, Run: 027, F, 46, 0, 0, 7, 43, 64, 1, 40, 15
INVAR-12, Run: 028, F, 0, 0, 2, 9, 42, 63, 2, 97, 1
INVAR-12, Run: 029, F, 57, 0, 0, 7, 43, 64, 1, 33, 11
INVAR-12, Run: 030, F, 0, 0, 1, 5, 43, 65, 0, 102, 1
