Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
ASE1,1,100,52,0,0,0,52
ASE1,10,100,49,0,0,0,49
ASE1,2,100,43,0,0,0,43
ASE1,3,100,55,0,0,0,55
ASE1,8,100,48,0,0,0,48
ASE1,9,100,61,0,0,0,61
ASE2,4,100,58,0,0,0,58
ASE2,5,100,48,0,0,0,48
ASE2,6,100,52,0,0,0,52
ASE3,7,100,0,0,0,0,0
ASE4,1,100,0,100,0,0,100
ASE4,10,100,0,100,0,0,100
ASE4,2,100,0,100,0,0,100
ASE4,3,100,0,100,0,0,100
ASE4,4,100,0,100,0,0,100
ASE4,5,100,0,100,0,0,100
ASE4,6,100,0,100,0,0,100
ASE4,8,100,0,100,0,0,100
ASE4,9,100,0,100,0,0,100
ASE5,1,100,62,0,0,0,62
ASE5,10,100,62,0,0,0,62
ASE5,2,100,92,0,0,0,92
ASE5,3,100,59,0,0,0,59
ASE5,8,100,70,0,0,0,70
ASE5,9,100,70,0,0,0,70
ASE6,1,100,74,0,0,0,74
ASE6,10,100,73,0,0,0,73
ASE6,2,100,82,0,0,0,82
ASE6,3,100,76,0,0,0,76
ASE6,8,100,76,0,0,0,76
ASE6,9,100,69,0,0,0,69
ASE7,4,100,36,0,0,0,36
ASE7,5,100,33,0,0,0,33
ASE7,6,100,36,0,0,0,36
ASE8,4,100,51,0,0,0,51
ASE8,5,100,39,0,0,0,39
ASE8,6,100,38,0,0,0,38
M10,1,100,0,100,0,0,100
M10,10,100,0,100,0,0,100
M10,2,100,0,100,0,0,100
M10,3,100,0,100,0,0,100
M10,4,100,0,100,0,0,100
M10,5,100,0,100,0,0,100
M10,6,100,0,100,0,0,100
M10,8,100,0,100,0,0,100
M10,9,100,0,100,0,0,100
M11,1,100,0,100,0,0,100
M11,10,100,0,100,0,0,100
M11,2,100,0,100,0,0,100
M11,3,100,0,100,0,0,100
M11,4,100,0,100,0,0,100
M11,5,100,0,100,0,0,100
M11,6,100,0,100,0,0,100
M11,8,100,0,100,0,0,100
M11,9,100,0,100,0,0,100
M12,1,100,0,100,0,0,100
M12,10,100,0,100,0,0,100
M12,2,100,0,100,0,0,100
M12,3,100,0,100,0,0,100
M12,8,100,0,100,0,0,100
M12,9,100,0,100,0,0,100
M14,4,100,100,0,0,0,100
M14,5,100,100,0,0,0,100
M14,6,100,100,0,0,0,100
M15,1,100,35,0,0,0,35
M15,10,100,48,0,0,0,48
M15,2,100,33,0,0,0,33
M15,3,100,50,0,0,0,50
M15,8,100,45,0,0,0,45
M15,9,100,39,0,0,0,39
M16,4,100,46,0,0,0,46
M16,5,100,34,0,0,0,34
M16,6,100,34,0,0,0,34
M9,1,100,0,100,0,0,100
M9,10,100,0,100,0,0,100
M9,2,100,0,100,0,0,100
M9,3,100,0,100,0,0,100
M9,4,100,0,100,0,0,100
M9,5,100,0,100,0,0,100
M9,6,100,0,100,0,0,100
M9,8,100,0,100,0,0,100
M9,9,100,0,100,0,0,100
